action_id,fixed_price
ACT72aa0da201,28299.0075
ACTa1c20fa847,7882.87995
ACT4f7685c717,33.68547
ACTce2ca9ca11,7969.122
ACTe0f7cf2d64,33.68547
ACTb7d2b68d3e,7882.87995
ACTd02713aec3,16460.9181
ACTce8f89e03c,27895.744714
ACT015c9e920b,1971.6745
ACT16c9fdb204,27895.744714
ACT4f742c2445,15302.685
ACT740fe0bca3,23138.8625
ACTf370622cc7,1971.6745
ACT01dbfd851b,21496.8925
ACT24e2618dda,86.587465
ACT4705e4f92d,156.85425
ACTfa5cf91f47,8598.9
ACTeef17ab122,156.85425
ACT751c6d3f7c,7969.122
ACTb7eade7ac1,7877.7975
ACT735a70a41c,27895.744714
ACTb43254746c,7882.87995
ACT35b4a33d65,23138.8625
ACTabf8041029,338.7184
ACT6f8741dcc5,33.68547
ACTe3494b2976,1077.7
ACTa7dc805420,33.68547
ACT68179500c4,16450.305
ACTe932e8d25a,86.587465
ACT3bc3db7e74,338.7184
ACTdcb8916c7b,1077.7
ACT8e3e2215bf,6711.66
ACT4a24d30562,156.85425
ACT4dc8dbb21d,377.680968
ACT9d91ef615c,1971.6745
ACTf8599e65c3,1956.37425
ACTc258d104da,86.587465
ACT39d6cd85e3,23140.4875
ACTa9f8451aa5,156.85425
ACT2d294cc383,33.68547
ACT6f5be44255,21496.8925
ACT32ef5668f2,6550.54875
ACTa70dcf1496,4871.2669485
ACTd4eca3b197,15302.685
ACTc2eea5f23b,377.680968
ACT46763fa9be,16460.9181
ACT3b830a6dbd,111.23627
ACTb72952c0a2,33.68547
ACT1dcc2c3500,7877.7975
ACT6799b8715f,23140.4875
ACT1d78079510,27895.744714
ACT45eebc345b,21496.8925
ACT5b8413f149,4871.2669485
ACT928538fe84,16450.305
ACT9f3d819477,27895.744714
ACTee9b8dfa34,4871.2669485
ACT4262f3c93f,7877.7975
ACT5754328680,15302.685
ACTbaa21541de,156.85425
ACT2f3cab5137,21496.8925
ACT6908fec8b4,7877.7975
ACTea31b51bfc,6711.66
ACT2aeaf96825,33.68547
ACTdda5b4414a,8598.9
ACT6979f19855,15302.685
ACTaf6ea2fcfe,338.7184
ACTa13f44a5f1,16450.305
ACT4705c1d88e,813.2625
ACT9a2bf96e7b,9538.15
ACT49b0cabd92,17933.055
ACT6680d40360,17933.055
ACTdd2e8f80a5,377.680968
ACT10b3c40841,813.2625
ACT194b181dee,4871.2669485
ACTe6f4123ba3,111.23627
ACTad6b38cd99,6711.66
ACT032f18bb4f,8935.68
ACTdcb87b6141,7645.9005
ACTfb634386a6,28299.0075
ACT1610f6dddf,6550.54875
ACTf472e004e6,1956.37425
ACT3efe90a6c3,377.680968
ACT46db14889b,16450.305
ACTedff968cef,6711.66
ACT11dcfddb21,1971.6745
ACTf26941d8d2,15302.685
ACT5e9eff65d9,16450.305
ACT3ee14b5b68,6550.54875
ACTa5afa2188f,156.85425
ACTa4bd6f9b54,7882.87995
ACT0f798eeea9,16450.305
ACT41a6fcab1e,1956.37425
ACTcee5eafb83,7877.7975
ACT70850319e5,28299.0075
ACT7afb3f8e65,1077.7
ACTdb72ec9bd6,7969.122
ACT138c69c1e0,8598.9
ACT5eb1b54f78,27895.744714
ACTbb83a9cd1a,9020.61875
ACT0e0554429b,28299.0075
ACT5338ca6f70,338.7184
ACTa3b1009ec3,17933.055
ACTbacda872e0,21496.8925
ACTb600c67e7b,1956.37425
ACT3536ec3076,16450.305
ACTbbf82c6541,1956.37425
ACTb936033dd7,338.7184
ACT33b36d9f73,28299.0075
ACTf2decdd563,4871.2669485
ACTe7cfe478c0,6550.54875
ACT302a6508a5,23140.4875
ACT219284d16b,1077.7
ACTc8a0be902d,813.2625
ACT6fb3e5dc70,7882.87995
ACTb116f2f19e,9538.15
ACTbd6ab41616,28299.0075
ACT207095d8ba,23140.4875
ACTc198a5426f,156.85425
ACTad4bcfa20b,15302.685
ACT34bf8c3f92,1971.6745
ACTddf1a6e4ef,7882.87995
ACTde23b5cd98,813.2625
ACT4aab546cbc,7877.7975
ACTde99b6b97c,377.680968
ACT3aad643c07,111.23627
ACT58a3a7db62,9538.15
ACTc0e7dd27ab,28299.0075
ACT21926be838,1956.37425
ACTf35c26aee0,9538.15
ACTecc7d0c492,7882.87995
ACTfd9e1afbbd,9538.15
ACT528b465fe3,15302.685
ACTdf87910f3b,156.85425
ACT55e91d4c52,16450.305
ACT3398bde47d,23140.4875
ACT30f62faa2a,156.85425
ACTcdfe1c0a72,4871.2669485
ACT9a62e48567,27895.744714
ACT924bfe5b1c,27895.744714
ACTdbcd5b5778,16460.9181
ACTce5411d2f7,1971.6745
ACTae7cc9c47e,28299.0075
ACT13c3d61d2b,9020.61875
ACT6e111c2a00,21496.8925
ACT826061db74,377.680968
ACT732675ba64,27895.744714
ACTd3ad5233c4,1077.7
ACT011140923f,4871.2669485
ACT49881854a4,4657.0368628
ACTcd8bf4d9a7,1971.6745
ACT141bb03daa,23140.4875
ACT0b1e0c5361,27895.744714
ACTc9b4e1fe8c,9538.15
ACT00cac161f4,27895.744714
ACTfc8e31c5d5,28299.0075
ACTc0b32d36c8,33.68547
ACTb57c2c8ffa,8935.68
ACTd28bdda84d,27895.744714
ACT0dcb64425d,28299.0075
ACTa65efe6229,27895.744714
ACTfc9954de16,111.23627
ACT8dd76edf63,1971.6745
ACT8c7f713434,813.2625
ACTf53c7e446f,7882.87995
ACT1e6898a1c8,4657.0368628
ACT2442b7dce0,27895.744714
ACTaf5dc18a35,23138.8625
ACTbf7d73cc17,6550.54875
ACTf9cd67e043,16460.9181
ACTb6e135c7e2,86.587465
ACT36c61ff03f,4871.2669485
ACT3a760a62e5,21496.8925
ACTcf6c59a869,15302.685
ACT70425b6c7f,28299.0075
ACT746ea788e7,9020.61875
ACT2cf6519b9c,15302.685
ACTee8edfc5d6,16450.305
ACT43e825c4a0,27895.744714
ACT3aa9354e6b,813.2625
ACT597845dd94,4871.2669485
ACTa4c679b087,15302.685
ACTfc8d4b0faa,17933.055
ACT2cb49b39dd,28299.0075
ACT2dfd6b58d3,6711.66
ACT243bb56978,9020.61875
ACT68ffb3b4ff,28299.0075
ACTcac6fd4120,16460.9181
ACTa21134a1d5,377.680968
ACT7a9a65c9a0,7969.122
ACT08d98aca4d,21496.8925
ACT14bff3309c,7882.87995
ACTcef347e1ed,4871.2669485
ACTacd1fd3760,21496.8925
ACT0784444227,17933.055
ACT5ba58b93bf,4871.2669485
ACT5913aadb3c,4657.0368628
ACTfbaaee70b9,1077.7
ACT36ef36ce5c,33.68547
ACT9134e22ec4,16460.9181
ACTaee15c0b01,33.68547
ACTfb4241ad84,6711.66
ACTc62adca47d,9538.15
ACT68f22bc229,28299.0075
ACTfb1a132bd0,7969.122
ACTe896eb05ef,111.23627
ACTe898e29121,23138.8625
ACTeedf2eff27,377.680968
ACTea4717482a,6550.54875
ACT7043dbabe3,1971.6745
ACTdfc5d1a20b,27895.744714
ACT8abb62bfa5,6711.66
ACT4e85cae5a1,33.68547
ACTa00dc3f1eb,813.2625
ACTf411c3d247,23140.4875
ACT79d24a666c,9020.61875
ACTa1a75bcf36,15302.685
ACT2738e11f0b,813.2625
ACT2b5f3db22f,8935.68
ACT715d6d574a,17933.055
ACT64d915b10c,23140.4875
ACT9df0ebd677,16460.9181
ACTce4b9489dd,8935.68
ACT1cfd4cda51,6711.66
ACT741c0793f4,7882.87995
ACTc207c78a8a,16460.9181
ACT44f2445e6e,23140.4875
ACTf7d712666a,813.2625
ACTb3e46bfd05,86.587465
ACT73bcc1a0be,7882.87995
ACT601980774a,4657.0368628
ACT0364713cc2,33.68547
ACT0b8a97de48,7877.7975
ACT445bfa2655,813.2625
ACT6c5bcd1d5b,23138.8625
ACT8244f7e5bb,33.68547
ACTffab6f96a8,9020.61875
ACT31f0acc0a8,9538.15
ACTa18a3a0fda,16450.305
ACTbed775d586,33.68547
ACT90d9f34aaf,6550.54875
ACT8908b38022,1956.37425
ACT3956757cb3,377.680968
ACTd16ee5cb0c,4871.2669485
ACTee01a77f36,1077.7
ACT3cdc613392,28299.0075
ACT493e1bc64b,8935.68
ACTd4513ddff8,27895.744714
ACT60860cb59d,338.7184
ACT1466b5d846,7969.122
ACTf26c628054,1956.37425
ACT62ecdfe516,7877.7975
ACT92740c5e60,1077.7
ACTdaaf0b1c26,1971.6745
ACT63762d7fac,15302.685
ACT57ac887c7d,27895.744714
ACTc43757f1e3,28299.0075
ACTe127061ca3,338.7184
ACT57885b2713,23138.8625
ACT352ceb0a86,813.2625
ACT97131c5226,7969.122
ACT1052da6fe8,28299.0075
ACT98503f07af,111.23627
ACT3b302982bf,28299.0075
ACT1538fb19f4,17933.055
ACTbeae9665ce,813.2625
ACT4a004ae543,16460.9181
ACT54485d5172,4657.0368628
ACT7c842e79b8,23138.8625
ACT7dd378a27e,16460.9181
ACT7d3e395eb8,8935.68
ACT78a233163e,7645.9005
ACT87d12c7004,377.680968
ACT72a0813c58,156.85425
ACTcc81817669,4657.0368628
ACT4b2d3203ec,7645.9005
ACTe6752109a0,7882.87995
ACTab63d802ab,7877.7975
ACT28402b943a,4657.0368628
ACTa3d910255e,338.7184
ACT14345c5f34,1971.6745
ACT0763ad5854,86.587465
ACTaeee83f851,16460.9181
ACT3193d2425e,156.85425
ACT9ad7e73044,1956.37425
ACT49f2d41ba2,86.587465
ACTe213c385c9,6711.66
ACT1d7382e1fd,16460.9181
ACTb5fd12b5cf,16450.305
ACT683aa42c61,156.85425
ACTd87c51f73c,338.7184
ACT7954792b6f,7882.87995
ACT9b45fb69b9,4657.0368628
ACTd9491492ee,33.68547
ACTf1b4f6c3af,16450.305
ACTc9d3ebddd6,33.68547
ACT8f0ca46d0b,23140.4875
ACT510642e8a7,15302.685
ACT822789fcdf,377.680968
ACT3f725765ce,21496.8925
ACTd87f008f1e,9538.15
ACT1bc00792f6,813.2625
ACT92ca1b8108,15302.685
ACTc0b544ab48,156.85425
ACTec4d19e408,1077.7
ACT6cc763306d,4871.2669485
ACT079c0e1b74,4657.0368628
ACT3226fc2c84,27895.744714
ACT398e881221,7645.9005
ACT23606d2b0b,338.7184
ACTf43e039cc7,86.587465
ACTef5c733a25,7877.7975
ACTbbbadce1f9,8935.68
ACTeefad75959,8935.68
ACT7bae037ca1,23138.8625
ACTdfec7fed68,1956.37425
ACT607698e417,33.68547
ACTa80f89afb6,156.85425
ACT3d1e8e2dc2,6550.54875
ACT277901f08e,28299.0075
ACTf4ba5b070d,111.23627
ACT7dd10b5dd5,33.68547
ACT90aba0731f,1971.6745
ACT4b6b6b6208,156.85425
ACT3482c8a4be,16450.305
ACT7429534bec,9020.61875
ACT78bf7b2f19,23140.4875
ACT10332aebcc,17933.055
ACT71c2113251,16460.9181
ACTa2612bdf99,4657.0368628
ACT2708131ede,156.85425
ACT024f55736c,813.2625
ACT35b25a0e79,4657.0368628
ACTfdd0d80a5d,6550.54875
ACT8af3c14575,27895.744714
ACT1e77f899cc,4657.0368628
ACT42f4d8c87c,4657.0368628
ACT02f446390e,27895.744714
ACT542b8b0a23,23138.8625
ACT9fb846acf3,7882.87995
ACT05bab113e8,6711.66
ACT786afa3788,27895.744714
ACTb9bee56dad,7645.9005
ACTaaefb0b76e,1971.6745
ACT2a359468dc,7882.87995
ACT4864f97201,21496.8925
ACT3f8ace7c9c,15302.685
ACTb3598609e5,7882.87995
ACTcbe5d794a1,4871.2669485
ACT143b8ebff5,16460.9181
ACTafd5dd19c9,33.68547
ACT9f6c435bc9,33.68547
ACTb2cc058c6e,9538.15
ACT1a5054df78,27895.744714
ACTfc2bcb6d41,7877.7975
ACTefd56ce960,23140.4875
ACT12fe3016f7,6550.54875
ACTd0447ef7e7,86.587465
ACT228c0b410e,28299.0075
ACTb8146fc85b,15302.685
ACT3a6dfeb783,16450.305
ACTec1f50fc48,27895.744714
ACT555af8dfff,1956.37425
ACTa6f499aa4e,15302.685
ACTc1221fa6b6,338.7184
ACT15190a3689,7969.122
ACT60786f9541,86.587465
ACT9f324bb0f1,4657.0368628
ACT8997965c27,9538.15
ACT78d6feb877,9538.15
ACTa11d6d3483,813.2625
ACT84764ec21b,1077.7
ACT815058ec99,156.85425
ACT624168529d,156.85425
ACT22e7526d03,9020.61875
ACT746aee254b,7882.87995
ACTe74d95e508,9538.15
ACT2832d515c2,156.85425
ACT482a6cb66d,9538.15
ACTb34b30e6c5,1077.7
ACT1626eecf7d,1077.7
ACT6bef3b7a9b,156.85425
ACT80b5d918e1,33.68547
ACT50109694f7,8935.68
ACT45865ed3c1,338.7184
ACT80131b281f,813.2625
ACTa705888f1d,1956.37425
ACT14fd113ddc,7645.9005
ACT05d3d4ff9a,7877.7975
ACTca1e09d778,16460.9181
ACT00765c1f99,27895.744714
ACT5439a4eb2e,9020.61875
ACTe136ba0f99,1077.7
ACTa26770c030,23140.4875
ACTb005125c70,27895.744714
ACT5538fc4bf5,1971.6745
ACT49dd7663b2,338.7184
ACT4f7a71fc0f,7645.9005
ACT1ca561837d,7969.122
ACT7bb894661b,23140.4875
ACT5a1f86db69,156.85425
ACT721aaa1220,23138.8625
ACT2488eda666,813.2625
ACT864babcf6e,1971.6745
ACT287245281f,156.85425
ACT0cfacdc523,4871.2669485
ACT20f384746f,4657.0368628
ACT1fe3094fb2,377.680968
ACT209b3cd12f,4871.2669485
ACTba0aa2ea13,4657.0368628
ACTa3241183c5,21496.8925
ACT6180d59122,7882.87995
ACTfc9544d3b0,9538.15
ACTab96f50c9b,377.680968
ACTf7c6bd92ab,9020.61875
ACT9d8bb61ec3,8598.9
ACT1039925a70,15302.685
ACT12e4cea715,8935.68
ACTf8ee2071d3,7882.87995
ACTa410a6dfbf,813.2625
ACT2645bf23f5,338.7184
ACT57ebb5e8ad,813.2625
ACT9410b222e4,813.2625
ACT852c43716f,156.85425
ACT8b9171a91e,33.68547
ACTee67bcaade,1971.6745
ACT44bac94183,15302.685
ACTa29fb98827,6711.66
ACT4f4c0461f5,7645.9005
ACTbfbad74fc6,7645.9005
ACT904ef4a4c5,7882.87995
ACTf089ec0114,9020.61875
ACT30c8ca4434,15302.685
ACT8ab2e2bcc8,1077.7
ACT3701a44ad1,27895.744714
ACT8e117225a3,23138.8625
ACT4d09fe2d91,28299.0075
ACT756a767e1c,27895.744714
ACT385e86a401,33.68547
ACT66d9b86643,1077.7
ACTa5b9f9aeb2,8598.9
ACT3c281a2cdc,8935.68
ACTbe1056782e,813.2625
ACT22077b2814,7877.7975
ACT510d9f3420,9538.15
ACT21e189e047,8598.9
ACT755ebfff73,15302.685
ACTeaf0f28b6e,27895.744714
ACT85e266c381,8935.68
ACT2c0f80fe37,7969.122
ACT579b9f6351,813.2625
ACTe45e479167,813.2625
ACTe0b964b73c,27895.744714
ACTbd58521077,7877.7975
ACT0d6d39b3d8,33.68547
ACT4bb3906aaa,1971.6745
ACT766e58d3d4,15302.685
ACT6cd971825d,23138.8625
ACTa2401ed03d,8598.9
ACT6d799a16d1,27895.744714
ACT23ac76ad0d,7882.87995
ACT087a4dfc0d,4657.0368628
ACT24ba20d4c2,377.680968
ACTabb1b4004d,156.85425
ACT1af615aa0d,86.587465
ACT311730ff28,9538.15
ACT036e46a058,1077.7
ACTcf384370a3,15302.685
ACT62fa90b608,7882.87995
ACT16e87ee444,86.587465
ACT0da3452081,21496.8925
ACT5c4760048f,23138.8625
ACT2cf5b9c035,1077.7
ACT599a13ed07,7877.7975
ACT92f5f54894,16460.9181
ACTdc4998152b,23140.4875
ACT7095eba20c,813.2625
ACT373f8f49e3,28299.0075
ACT71a9ec0004,7877.7975
ACT80e9b5de50,23138.8625
ACT117e81d4d7,86.587465
ACTd13856ab34,17933.055
ACT8da3bf9b8c,33.68547
ACT1c60848db6,16450.305
ACT451ba1609c,111.23627
ACT47cc65dab0,27895.744714
ACT5e5f0243b8,4657.0368628
ACT5944afdac1,7645.9005
ACT2b5b747856,7645.9005
ACTebef9c8483,21496.8925
ACT5c7eb80b26,23138.8625
ACT5ff4857ba6,16450.305
ACT03552bcc4b,28299.0075
ACTc29dcfc141,1077.7
ACT252c7c4aa4,15302.685
ACT00c5065b54,21496.8925
ACT02dd7d0a24,111.23627
ACTa6b7c666f5,1971.6745
ACT8c575663cf,17933.055
ACT87d6b3022b,1971.6745
ACT41b949cedd,16450.305
ACTab07fb56d6,7645.9005
ACT2324b9120d,86.587465
ACT67c51aaa68,21496.8925
ACT92c3bbfdee,8935.68
ACT78bf035586,813.2625
ACT006ef557a7,9020.61875
ACT78df4fc3e0,7877.7975
ACTdab235b18a,15302.685
ACT25d4bd9cf8,27895.744714
ACTcb40ca3f32,813.2625
ACTf2257e60d7,7882.87995
ACTa761a83174,6711.66
ACT5cad1765f2,6550.54875
ACT59720c38c1,813.2625
ACTb38aaef07f,1971.6745
ACT6bfaa9d319,7969.122
ACT0e72a5d2d0,27895.744714
ACTf76d84d868,111.23627
ACT9306af5334,9538.15
ACTc2be67d61a,4871.2669485
ACT04f854121a,15302.685
ACT9720b2419c,6711.66
ACT85652e2246,156.85425
ACT29716bc958,16450.305
ACTcc27016a7a,15302.685
ACTb93d4fb6f7,1077.7
ACT52c0352001,33.68547
ACT8419f6ed03,377.680968
ACTdc0d1703dc,377.680968
ACT07550db46f,17933.055
ACT7deebff676,6550.54875
ACTecfd137469,16450.305
ACT1c5b3714e8,7882.87995
ACT38aca22683,6550.54875
ACT5da107a893,4657.0368628
ACT213e987e63,7645.9005
ACTa5d696e6d3,7882.87995
ACT331a954c37,16450.305
ACT1d1aba78b9,813.2625
ACT5419353437,16450.305
ACT1d9b4fae2f,813.2625
ACT890819b769,7882.87995
ACTcd70d012ce,1077.7
ACTf4c532a271,813.2625
ACT4297e0836f,377.680968
ACT7f9ecbe726,7882.87995
ACTf4cd1a92a8,813.2625
ACT6f4004c652,1956.37425
ACT94c6b874d7,16450.305
ACT6db068a1bf,27895.744714
ACT5089eac479,8935.68
ACT1fce8c8ffd,813.2625
ACT49cf7a3070,7882.87995
ACTcf7f77b0ee,338.7184
ACT502fa84c42,4871.2669485
ACTb775fb666a,6550.54875
ACTd210be31cc,15302.685
ACTce981439c4,1971.6745
ACTa5100e6200,15302.685
ACTa1643bcb6c,156.85425
ACT34e05ce4af,1077.7
ACT1976fafd67,16450.305
ACTfa9fc755ec,4871.2669485
ACTdbece65271,156.85425
ACTcadb6d154a,156.85425
ACT4616a56e08,8598.9
ACT0d11579eac,28299.0075
ACT3bf8ebb54c,21496.8925
ACT29b3c7fdcf,16460.9181
ACT564a06413f,33.68547
ACT3ab2dea9fa,23138.8625
ACTf2ad5faa9a,86.587465
ACT60389a2b2e,813.2625
ACT212af7460d,156.85425
ACTebbdca69e1,17933.055
ACT83a4050ce2,1077.7
ACT8112574409,338.7184
ACT22aa59ba56,377.680968
ACTb911a49fd3,9020.61875
ACT2ca68d1b98,813.2625
ACTcc9eee1d47,6711.66
ACT42fdd6ea3e,813.2625
ACTc839a5f895,4657.0368628
ACT381110eefe,33.68547
ACT1d16585fda,813.2625
ACTd32d30153b,111.23627
ACT61676f0161,1971.6745
ACT75eeecfde6,156.85425
ACT9c6a1975fd,23138.8625
ACT7502fa565b,813.2625
ACT1adbc4605d,7969.122
ACT9ee858e197,17933.055
ACTaf7633e1c0,111.23627
ACT5cd607777f,33.68547
ACTdef76c2cc7,111.23627
ACTe75a6e62c1,21496.8925
ACT1d3624240d,27895.744714
ACTe96565867c,1077.7
ACT84f3bac65c,377.680968
ACTd220e8d495,33.68547
ACT4989031841,7877.7975
ACT5ae377480f,338.7184
ACT9b02a89e1e,1971.6745
ACT8a9a69e91e,9020.61875
ACT3e003230d8,338.7184
ACT2ceddb5532,338.7184
ACT1c8cb06d0b,1956.37425
ACTaf1500ffb4,9020.61875
ACTffb61e13ae,156.85425
ACT8e8a52a179,16450.305
ACT67f1b5c1ea,1971.6745
ACT6c10dd7996,338.7184
ACTe92b66646c,15302.685
ACTbc60ff9f0b,16450.305
ACT755ffbb8ea,8935.68
ACTfd4673a19f,4657.0368628
ACT81c7c536cc,33.68547
ACT01242504a0,4871.2669485
ACT4a75a05097,6550.54875
ACT63c510cf53,156.85425
ACT8224307571,6711.66
ACT3e1173fee7,9538.15
ACTdb2307eb1e,23138.8625
ACT961d5abb6f,86.587465
ACTa64ef5c23a,28299.0075
ACT891b32ab67,7969.122
ACT169d81ed9e,1077.7
ACT8108206b80,7969.122
ACT45d24d6936,4657.0368628
ACT5db7159a18,813.2625
ACT3826b02b0f,1971.6745
ACTcde03c6435,16450.305
ACT448cc84f95,28299.0075
ACT86f29d71e8,27895.744714
ACTa2893e7c2e,8935.68
ACT10e12c7df7,7882.87995
ACTbc8344adfa,7877.7975
ACT3c1c5a4ead,813.2625
ACTa22a33eb8f,9020.61875
ACT7d2cd761e7,1077.7
ACT73bd7c548a,4871.2669485
ACTd3ce3d3b54,9020.61875
ACT68bd2049df,21496.8925
ACTdd579eefec,16450.305
ACT5019e8023e,111.23627
ACT86ed494ab6,7645.9005
ACT0d0b6961e6,33.68547
ACT449b44ea29,1956.37425
ACTe761bda521,7877.7975
ACT979ccf957e,7645.9005
ACTa34f827526,9020.61875
ACTb0f5d3397d,6550.54875
ACT6193d79af3,16450.305
ACT89afbe5d8c,33.68547
ACTa2c0ea1b46,6711.66
ACTc0465175f9,7645.9005
ACT5b60f125fe,1971.6745
ACT9183a5e73e,7877.7975
ACT8834f89550,27895.744714
ACT8402da3798,8598.9
ACT81507d35b1,7882.87995
ACT16033e34c5,6550.54875
ACT316b0a6560,1077.7
ACT88847a94c4,7645.9005
ACT9318875951,23138.8625
ACT47328ac514,9538.15
ACTd796261bd5,7645.9005
ACT781dfb496a,23138.8625
ACT159f9a89c6,21496.8925
ACT50f43a86c4,813.2625
ACT534543647a,16450.305
ACT3b79efa461,6711.66
ACT3d488ba289,4657.0368628
ACT68595f012d,813.2625
ACT72973394af,1971.6745
ACTad5aca9505,377.680968
ACTcc5139ea6d,28299.0075
ACT1aa70c5da6,111.23627
ACT4f8269c38a,7882.87995
ACTb679d5e0c1,4871.2669485
ACT1dbae3d2fc,9538.15
ACT6ee56568b6,6550.54875
ACT18bbd4056c,338.7184
ACT22a50fea34,6711.66
ACTd688d74057,15302.685
ACTee351f32eb,813.2625
ACT03289c6df1,23138.8625
ACTb3f80e85ba,33.68547
ACT8c82e0ebc4,338.7184
ACT9ba06020d2,6711.66
ACTb5f3d026f3,16450.305
ACTa13ef2431f,7882.87995
ACTb2a01e1aa3,377.680968
ACTec0ec638c3,23140.4875
ACT0cbfba221e,8598.9
ACT5884395c97,21496.8925
ACT826f4aa434,6550.54875
ACT7e48ffa227,33.68547
ACT519d325ba3,377.680968
ACT91f921a3b7,15302.685
ACT6115cd856e,7877.7975
ACT1809633d7e,111.23627
ACT1301d2bbf3,4657.0368628
ACTc4da4ece3f,338.7184
ACT1542c50336,17933.055
ACTe58021dedb,15302.685
ACT27ed6473f0,28299.0075
ACT4614391032,27895.744714
ACT67957e389e,1971.6745
ACT8e647049d6,813.2625
ACTdf93a3d023,6711.66
ACT3ef665264e,7877.7975
ACTb63ee780b0,7882.87995
ACTeb2ee54912,4657.0368628
ACT762580e331,813.2625
ACT1a0dd1069a,7882.87995
ACT0b620547e1,813.2625
ACTec272dcde7,33.68547
ACT8f4468cae1,9538.15
ACT785fc2f979,16450.305
ACTab0f4323bb,111.23627
ACT82741ce61a,111.23627
ACT3f05529ac6,28299.0075
ACT6ef2ddca22,7969.122
ACT7e60e7fb66,1956.37425
ACT4a83e0d561,28299.0075
ACTd31436567b,27895.744714
ACT5f641a33d0,813.2625
ACT1d4a4128f7,27895.744714
ACT027a5ec162,4871.2669485
ACTe526db2f6f,813.2625
ACT3a89f37062,111.23627
ACTd29487abf5,21496.8925
ACTa6d8ed4742,377.680968
ACT0173011ec8,33.68547
ACT98556929be,86.587465
ACT0ced00d96e,16460.9181
ACTd75ac8481f,16460.9181
