action_id,slot_id,contribution
ACT67687ed6f3,TS31df6c22e6,75.0
ACT9547ec5b39,TS2130a64621,7.1875
ACT44b4f98b03,TS8895174cf3,16.7708
ACT628f876c02,TS6ff2389c54,92.5
ACT4c3f88e92c,TS24132c2e53,112.604
ACTbd8792df61,TSa0373678c6,45.5
ACTa3d675cb55,TSf0f0a49e31,55.1042
ACT7ed081340b,TS30f6b06801,2.968
ACT02d15721f4,TSf3c4cf7d55,1.05
ACT6d8aeba4ca,TS3f6b29d3d4,64.6875
ACT065a899bcd,TS7b7bafb0fa,6.5
ACTb5778f6982,TSf5bb5644d6,55.1042
ACT03f64a88d0,TS4aff6b5863,98.2292
ACTbd0d53631a,TS5be34975d7,40.7292
ACTeb527b5dab,TS6f1fc6830c,0.731
ACTdc803ecaf8,TSf426558a2a,2.39583
ACTb65ffa90c0,TS8b14b0e305,57.5
ACTd5824c127c,TS84b8520c28,11.9792
ACT419a2053d9,TS4d5a110698,155.1
ACT3f05529ac6,TS8895174cf3,127.5
ACT8a92d6ba1f,TS70c9f1cdf8,32.5
ACTf73f467dba,TS025d083f40,45.5208
ACT0222a52cd8,TS6ef1672b5d,58.5
ACTa3e6bb1f67,TS84b8520c28,107.813
ACT512004c867,TS249557872b,50.0
ACTb5b8a561c0,TS632a2e8ee3,155.0
ACTcf901cfe0b,TS97e6bd8f9b,57.5
ACT5e0fd3fbc6,TS30f6b06801,1.05
ACT37ef57dd63,TS7376d266d9,64.6875
ACT338084481d,TSf426558a2a,11.9792
ACT61cafb73bb,TS3d7ccb0210,57.5
ACTd2323623b3,TS632a2e8ee3,32.5
ACT65d184e40f,TS443ac81312,6.5
ACT21bef048fb,TSf6619c37bf,12.5
ACT62ecdfe516,TSb32f93b444,77.5
ACT20321012b3,TSa114592a6e,58.5
ACT5200c1f848,TS8b14b0e305,8.33333
ACTaefde5fcde,TSf3c4cf7d55,45.5
ACT8c5a82fd70,TS3856554761,45.5
ACT8244f7e5bb,TS8a860b9b72,58.5
ACT1f62c79b3e,TS70c9f1cdf8,31.1458
ACT69d98bfe97,TS31165b053e,79.0625
ACTa4282a1f64,TS7c3e8eda03,77.55
ACT3f52616086,TS0c0829db4c,45.5
ACT5671d9386c,TS7cb9d4122f,5.0
ACT6353fff131,TSea8ddd055f,3.1
ACT813d1a93ab,TS0afeb9f6ae,3.1
ACT1d475b8dc1,TSf0e592f52c,112.604
ACTdc42e92e43,TSe5a8bddd9e,30.0
ACTff5ebc9307,TS242b6d35a5,62.5
ACTf73f467dba,TS09c93edef7,88.6458
ACT0e1ab5f27e,TS32530bb46a,12.5
ACTfaf47722f3,TSea8ddd055f,45.5
ACT6e361ddd0e,TS3f6b29d3d4,15.0
ACT5c88d4f14c,TS8b14b0e305,112.604
ACTf71c394b9d,TS7143fb07ff,6.5
ACT8200a735e8,TS70c9f1cdf8,103.021
ACT3376c7e31f,TS741a1f1b80,79.0625
ACT3fa6b3f795,TS32530bb46a,16.7708
ACTb9a307a309,TSe4260e2609,25.0
ACT34aeebdb3f,TS70c9f1cdf8,19.5
ACT6c5bcd1d5b,TS0c0829db4c,32.5
ACTcd340d69f3,TS632a2e8ee3,6.5
ACT8cfe84b9bc,TS68bd1ddae5,93.4375
ACTa1152dc13b,TS249557872b,88.6458
ACT8f0c17c0fa,TS1f1def30c4,7.5
ACTfbaa1b06f1,TS25e8984bfe,37.5
ACTea3bd85834,TS0e0b71e89c,25.0
ACT119be2e09d,TSd29e70c128,98.2292
ACTff96604b0f,TSeb9415d128,57.5
ACT82bc2f48c8,TS741a1f1b80,31.1458
ACT1d18feea29,TS874720f008,11.9792
ACTb0aeed99b9,TSfa3e5079a3,55.1042
ACTc043fe7d3e,TS666767b301,62.5
ACT8b9a6ed150,TS25e8984bfe,19.5
ACTc482e8b8d6,TS4d5a110698,21.5625
ACTff364320b0,TS478fa29d45,40.7292
ACTd28bdda84d,TSa442a672e5,93.4375
ACT3af3612551,TS2b7842f554,45.0
ACT7b551768d7,TS77f91674dc,50.3125
ACT354d3fc2a3,TS50f763e077,12.5
ACT9d4ca659c9,TS6ff2389c54,45.5208
ACT3e42303c89,TSd08b69a66f,98.2292
ACT8834f89550,TSf5bb5644d6,50.3125
ACT00dcdbe14b,TSf2f132c858,155.0
ACT28e3cc74e0,TS7cb9d4122f,55.1042
ACT25d4bd9cf8,TS5be34975d7,26.3542
ACT00c5eacf29,TS0ae713d1a5,6.5
ACT10048d11ca,TSe4260e2609,7.5
ACT5eb1b54f78,TSf450088623,7.1875
ACT1943d3ba3d,TS7143fb07ff,19.5
ACT9a62e48567,TSd29e70c128,79.0625
ACT835e7d8ed0,TSf6619c37bf,127.5
ACTba76dc209c,TS9dba1a3b01,35.9375
ACTdb2307eb1e,TS97e6bd8f9b,45.5
ACT732675ba64,TS8b14b0e305,107.813
ACTcf471ddfcb,TS05928b46fe,16.7708
ACT94b58a9d40,TS741a1f1b80,57.5
ACT8cfe84b9bc,TS278d9f1fcc,16.7708
ACTebd921fafb,TSda410e142f,155.0
ACT6652704244,TS7376d266d9,83.8542
ACT16314f43b2,TSea8ddd055f,32.5
ACT8b8b940a92,TSb32f93b444,25.0
ACT4e6b34f5da,TS7376d266d9,45.5
ACT4965dae753,TSa18c1ed2d2,155.1
ACT577671a1f7,TSf7c05ecaf1,59.8958
ACT8474506017,TS8c634a4f2c,74.2708
ACT4ad8d687ba,TSe8cf6380ac,1.05
ACTcdf7db4db2,TSf450088623,41.6667
ACT4dc614bdbd,TS4aff6b5863,21.5625
ACT9c702ec9e9,TS278d9f1fcc,37.5
ACTb08afa1a3c,TSf8f59db910,155.1
ACTd4513ddff8,TS0e0b71e89c,98.2292
ACT7ab3803964,TS6ff2389c54,2.39583
ACTee8b4e2b39,TS2b7842f554,57.5
ACTd1190e83bf,TSc7c50e9162,45.5208
ACTdfd6d20b3f,TS98b842dd92,3.1
ACT551125f68a,TS478fa29d45,103.021
ACTd28bdda84d,TS9dba1a3b01,79.0625
ACT1188093967,TSe5a8bddd9e,32.5
ACT812948e2ef,TSf5bb5644d6,103.021
ACT827a7b1aca,TS2b7842f554,8.33333
ACT8cfe84b9bc,TS6f1fc6830c,31.1458
ACTd98468de6b,TSa5f1ec3f85,21.5625
ACT2708131ede,TS632a2e8ee3,1.05
ACT58a138ad28,TS2b7842f554,25.0
ACT49881854a4,TS2f96a4be85,8.33333
ACT30a16ea251,TSf3c4cf7d55,74.2708
ACT8cfe84b9bc,TS3f6b29d3d4,26.3542
ACTf46d8685b3,TSf5bb5644d6,19.5
ACT329ab7ba44,TS7b7bafb0fa,62.5
ACTfa5dafce53,TSa442a672e5,75.0
ACTa3c7b7999b,TSf988146cfc,8.33333
ACT36fc1a6402,TS249557872b,35.9375
ACT37ef57dd63,TS4447a8fd1d,103.021
ACT2573ad7a24,TS872840c56f,7.1875
ACT30a16ea251,TSeb9415d128,26.3542
ACT162ee8180e,TSe9c90cedfa,83.8542
ACTbefd3b1f14,TS6ef1672b5d,62.5
ACTf1c1ec14e3,TS7742df5bec,77.55
ACT63513d52ef,TS0e5dfbabce,50.0
ACTeb0855ea37,TSc9b8f16ba0,50.3125
ACT2f3f429519,TS4aff6b5863,37.5
ACT763301001c,TS443166fe6c,93.4375
ACTbd092e5a22,TS055580bf5d,93.4375
ACTf4c6496f0b,TS7b7bafb0fa,55.1042
ACT44b4f98b03,TS70c9f1cdf8,112.604
ACTe2d6158a2d,TS77f91674dc,45.5208
ACTc549446b12,TS6f1fc6830c,58.5
ACT1a7c5b716b,TS0e2a47f426,45.5
ACTa0cfa0494a,TSf0e592f52c,31.1458
ACTb367380288,TS872840c56f,57.5
ACT91f6376e6e,TS37ff698958,93.4375
ACTd593380eb1,TS4f3da44342,45.5
ACT58c43ec7d6,TS5368b7fc42,2.968
ACTfc446205ca,TS5be34975d7,40.7292
ACTd538f90bde,TS68bd1ddae5,62.5
ACT025998800b,TSf7c05ecaf1,93.4375
ACT0bc71b7c07,TS666767b301,19.5
ACT437eaa19c2,TS5be34975d7,25.0
ACT2f297844be,TS7c3e8eda03,77.5
ACT9725451274,TS4bbcbe666d,58.5
ACT56656fb299,TS25e8984bfe,98.2292
ACTf7345469d1,TSa2bddef18e,74.2708
ACTdbb32f485f,TS36061ce77d,21.5625
ACTe7a3e4e435,TS478fa29d45,6.5
ACTed3d26f978,TS8c634a4f2c,41.6667
ACTf3c874aefb,TSf426558a2a,77.55
ACT5791049b49,TSf3c4cf7d55,101.0
ACT162ee8180e,TSc99f6324df,40.7292
ACTa72cc8ea62,TS7bda0322ac,7.1875
ACT63bafa8446,TS09c93edef7,10.0
ACT551125f68a,TSc84e67f3cf,64.6875
ACT332cf9add5,TSe8cf6380ac,12.5
ACT11a58c28a8,TS42d0b628c0,101.0
ACT57964849f6,TSeb58535d43,21.5625
ACT4daae4bedb,TS55c54cd19d,155.1
ACTbc975b5dbc,TS24132c2e53,107.813
ACT87724f9b5e,TSf8f59db910,92.5
ACTa26770c030,TS025d083f40,45.5
ACT8e117225a3,TSf0553561e8,45.5
ACTf1f5c9ebb9,TS7cb9d4122f,12.5
ACTa5d696e6d3,TS49044e168e,77.55
ACTa9c6d1ac04,TSf25add6f3a,15.0
ACT9ea986b869,TSf426558a2a,155.0
ACT8597abf51a,TS4bbcbe666d,26.3542
ACT9d19ef65b9,TS5ea5d90b6c,74.2708
ACT455d97b775,TS09c93edef7,50.0
ACT16fe4150d1,TScfb121d745,0.515
ACT750cf89e04,TS3f4a752d20,101.0
ACT92df133120,TS3d7ccb0210,7.5
ACT214c5d6b8d,TSc9b8f16ba0,37.5
ACT0dcb64425d,TS6ef1672b5d,127.5
ACTcfc00b4c3e,TS25116cbe77,30.0
ACT2edf3354e4,TS04fcc74874,77.5
ACT5be6d8dad5,TSf8f59db910,15.0
ACTaf75d99923,TS0afeb9f6ae,16.7708
ACT60243d445d,TS24132c2e53,92.5
ACT636e53959c,TS77f91674dc,83.8542
ACTed2921d6d0,TS242b6d35a5,7.1875
ACTd360333da5,TS7bda0322ac,8.33333
ACT032b18f67c,TS443166fe6c,6.5
ACTf47ae71c2b,TSfa3e5079a3,25.0
ACT9223f13390,TSfa31d84579,58.5
ACTaa9c9f7106,TS25a9345498,11.9792
ACT98fd999245,TS7742df5bec,5.0
ACT69d98bfe97,TSf6619c37bf,98.2292
ACT456ea22c09,TSda9affbe11,45.5
ACT9ffc37c12e,TSc99f6324df,16.7708
ACT67d4c2ff67,TS5ea5d90b6c,50.0
ACT4705c1d88e,TSf98c56f109,7.5
ACTbd8c8e4078,TS443166fe6c,41.6667
ACTb79bc6de84,TS249557872b,5.0
ACT284a4e2c7d,TSf5bb5644d6,50.0
ACT018d7cde5d,TS8895174cf3,25.0
ACT2573ad7a24,TSda9affbe11,26.3542
ACTe87a568f0c,TS4bbcbe666d,37.5
ACT79e05f756a,TS37ff698958,88.6458
ACTb2857ef485,TScb0b285159,45.0
ACT3701a44ad1,TS68bd1ddae5,7.1875
ACT864e56a910,TSf450088623,50.3125
ACT4b9ab81954,TS6f1fc6830c,45.5208
ACT3b79efa461,TS443166fe6c,37.5
ACTa02fd4b20f,TS432824cef5,64.6875
ACT63158675c5,TS8a4ad29ceb,101.0
ACTa10b2b3190,TS3d7ccb0210,5.0
ACTc046a0d7d2,TS7742df5bec,62.5
ACTdc6a775437,TSd29e70c128,25.0
ACTcf4576c11c,TS84b8520c28,31.1458
ACTf9da9269be,TS741a1f1b80,74.2708
ACTaf8a3b310d,TSf3c4cf7d55,6.5
ACTce52bf433d,TSb0a72470c9,62.5
ACT721f1597e0,TS8c634a4f2c,16.7708
ACT372d803a69,TS874720f008,19.5
ACTa3d675cb55,TSe9505e645a,74.2708
ACT7d9f607f51,TS0ae713d1a5,98.2292
ACTd0eebc3a84,TS3856554761,79.0625
ACT732e12c694,TSf3c4cf7d55,12.5
ACT4b99d6744f,TSeb58535d43,6.5
ACT79cdc05e43,TS42d0b628c0,88.6458
ACT1da9fb70f8,TS249557872b,41.6667
ACT575af645c0,TSf450088623,112.604
ACTb9ecc170f5,TS24132c2e53,19.5
ACT9f3d819477,TS3856554761,74.2708
ACT6275b864ab,TS0ae713d1a5,8.33333
ACT30f0d54d67,TS42d0b628c0,15.0
ACTbd092e5a22,TS3856554761,59.8958
ACTe781c18029,TSec107a29d2,59.8958
ACTdddf308fc3,TS3856554761,31.1458
ACT014f35d10c,TS25116cbe77,79.0625
ACTe8bcf06ff6,TS5be34975d7,21.5625
ACT6d04fd6a34,TS84b8520c28,92.5
ACT790e1a28d1,TSa18c1ed2d2,50.3125
ACT7586449583,TS25a9345498,7.1875
ACT87f3427885,TSc84e67f3cf,7.5
ACTefaf255948,TS5624c05049,62.5
ACTce8f89e03c,TS31165b053e,93.4375
ACT3ba4fa63ac,TS05928b46fe,79.0625
ACTf5f8456899,TSe9c90cedfa,16.7708
ACT721aaa1220,TS7742df5bec,19.5
ACTf4d0cbeada,TSe5a8bddd9e,45.5
ACTe4813af5e5,TSb32f93b444,62.5
ACTcc7366a12a,TS70c9f1cdf8,45.5
ACTb601256310,TS478fa29d45,40.7292
ACT19fe0258ca,TSd29e70c128,8.33333
ACT1f5194b113,TS249557872b,50.3125
ACT8e4f0e7dc9,TSf8f59db910,0.515
ACT278c44bb62,TS278d9f1fcc,50.0
ACTfa28256719,TSc43ca385e8,3.1
ACTea45a5f663,TS97e6bd8f9b,37.5
ACTd113f6b4fe,TS0e2a47f426,155.0
ACTd98468de6b,TS0ae713d1a5,83.8542
ACTe06183f6a9,TS9215f23210,155.1
ACT1496e008a9,TS0ae713d1a5,88.6458
ACT27fcda16e2,TS5c28dfa9ca,50.0
ACT1ca561837d,TS6ef1672b5d,50.0
ACT5068860d58,TSf2f132c858,155.0
ACT34f9d071ed,TS98b842dd92,19.5
ACTbcc3e0aba0,TSe8cf6380ac,12.5
ACTb34b47719a,TS32530bb46a,88.6458
ACTd35ed79c05,TS874720f008,45.5
ACTeedced5e3a,TS443ac81312,37.5
ACT201cca2c50,TS4aff6b5863,7.5
ACT1a728fa8c9,TS0ae713d1a5,7.5
ACT4eba25f42a,TS55c54cd19d,40.7292
ACT5652786c21,TS249557872b,57.5
ACT87754eaccd,TSbc57395db7,25.0
ACT9c4d24a3f6,TS73837dcaff,62.5
ACT3a9335c63c,TSf0f0a49e31,15.0
ACT8357b3a2dd,TS6b2a8043e4,75.0
ACT2442b7dce0,TSa2bddef18e,50.3125
ACTb66042be3b,TS6ff2389c54,7.1875
ACTae2dd9dcd1,TS666767b301,45.5
ACTe7bbf37f4b,TS7cb9d4122f,7.1875
ACT89e2bc031b,TSd29e70c128,58.5
ACTd1190e83bf,TS0e0b71e89c,83.8542
ACT648d22ff43,TS4aff6b5863,5.0
ACTb6b3ee0c79,TSc99f6324df,6.5
ACT1188093967,TS242b6d35a5,19.5
ACTefae27c771,TSa18c1ed2d2,7.5
ACT2a3b3ae19c,TS4c537bf323,62.5
ACT8710df7edb,TS5be34975d7,35.9375
ACT25103becd2,TS7cf3133006,77.55
ACTae25f0a48d,TS3f4a752d20,107.813
ACTeb367d7b08,TSe8cf6380ac,74.2708
ACTd42acca9c0,TSb0a72470c9,26.3542
ACT3a53e91d67,TS7b7bafb0fa,45.5
ACTd9efb8b80f,TS7742df5bec,2.968
ACTa054f64c4f,TS07d3a63e2b,45.5208
ACTf7be235ca9,TS6f1fc6830c,55.1042
ACTa1cb6cabc1,TSf3c4cf7d55,41.6667
ACT7e0b902ebf,TS2f96a4be85,12.5
ACTf000dbb433,TS26b55ccfc1,58.5
ACTffa24f330c,TS98b842dd92,21.5625
ACTf2c980b30c,TS8b14b0e305,62.5
ACT7a9417ce9e,TS3d7ccb0210,55.1042
ACT18c42f8ab0,TS87d83de23a,77.55
ACT9e679d137a,TS443166fe6c,45.5
ACTfa9fc755ec,TSd29e70c128,8.33333
ACT763301001c,TSf3c4cf7d55,103.021
ACT46dfb7bffe,TS8bd964e3f8,45.0
ACT8267df307c,TS7b7bafb0fa,25.0
ACT8c5a82fd70,TSa5f1ec3f85,58.5
ACT755ffbb8ea,TS7b7bafb0fa,58.5
ACT4968cd5583,TS7c3e8eda03,57.5
ACTf84b174ddf,TS07d3a63e2b,1.05
ACT3ea1f2f1ed,TS0e0b71e89c,7.5
ACT8e2d828cab,TSea8ddd055f,1.05
ACT7a9417ce9e,TS68bd1ddae5,112.604
ACTc29ac9a559,TS7cf3133006,107.813
ACT350e721e98,TSa2bddef18e,6.5
ACT73f50cd9b1,TS31df6c22e6,32.5
ACT9f324bb0f1,TS4d5a110698,25.0
ACTd22108468a,TS874720f008,40.7292
ACT58f16e2be1,TSd08b69a66f,58.5
ACT8564719ee4,TS32530bb46a,2.39583
ACT786afa3788,TS7bda0322ac,35.9375
ACT2c20610611,TS7376d266d9,79.0625
ACTdcedad2cf4,TSa2bddef18e,19.5
ACTa7cb9987ab,TS2e3a4076ec,26.3542
ACTa6684d0bf9,TS68bd1ddae5,37.5
ACT7c71a5979f,TS07d3a63e2b,25.0
ACTa8acd3bfb5,TS7c3e8eda03,58.5
ACT6eba11a4e3,TS07d3a63e2b,31.1458
ACTb17f2f3b65,TSf450088623,107.813
ACT43bdc15585,TS4bbcbe666d,55.1042
ACTa9a03bb244,TS3f6b29d3d4,35.9375
ACTf21a21f46d,TS8d4c8ca0ac,12.5
ACT38abca4348,TS5c28dfa9ca,93.4375
ACTfd2297888b,TS632a2e8ee3,83.8542
ACT4b9ab81954,TS32530bb46a,112.604
ACT22b189d6f0,TS4c537bf323,155.0
ACT6cc27ee254,TSf450088623,92.5
ACTeb367d7b08,TS8895174cf3,45.5208
ACTeca86b9c44,TS8c634a4f2c,5.0
ACTf2b6f4d99d,TS32530bb46a,6.5
ACT756a767e1c,TS7c3e8eda03,45.5208
ACT9f79f53e52,TS632a2e8ee3,45.5
ACTd228c0c1e9,TSf450088623,1.05
ACT072d005338,TSe5a8bddd9e,6.5
ACTa367e89bfd,TS31165b053e,0.515
ACTc29ac9a559,TSf98c56f109,59.8958
ACTc29ac9a559,TS70c9f1cdf8,45.5208
ACT933f99e636,TS6ff2389c54,127.5
ACT94dedb484a,TSf7c05ecaf1,1.05
ACT8a2a1a2d94,TSa2bddef18e,40.7292
ACTff8084c3b7,TS6e1a677fa1,64.6875
ACTa23aeead89,TS7cf3133006,103.021
ACT0454825c2f,TS5ea5d90b6c,11.9792
ACT40a9f5d0a1,TS443166fe6c,19.5
ACT17792114b0,TS7cb9d4122f,37.5
ACTd5824c127c,TS7cb9d4122f,69.4792
ACTa65efe6229,TS4447a8fd1d,74.2708
ACT28756fe68e,TS31df6c22e6,79.0625
