city1,city2,distance
3,212,11203.0
3,213,9635.0
3,214,9629.0
3,215,7732.0
3,216,16890.0
3,217,13213.0
3,218,9440.0
3,219,16099.0
3,220,8665.0
3,221,16277.0
3,222,7975.0
3,223,7686.0
3,224,5285.0
3,225,14197.0
3,226,16895.0
3,227,17170.0
3,228,11866.0
3,229,6410.0
3,230,8902.0
4,5,505.0
4,6,1591.0
4,7,1069.0
4,8,1500.0
4,9,1139.0
4,10,902.0
4,11,902.0
4,12,17179.0
4,13,16827.0
4,14,9192.0
4,15,9550.0
4,16,8804.0
4,17,7082.0
4,18,9264.0
4,19,10415.0
4,20,9603.0
4,21,10875.0
4,22,1348.0
4,23,10291.0
4,24,10142.0
4,25,1063.0
4,26,7040.0
4,27,2960.0
4,28,8507.0
4,29,5899.0
4,30,831.0
4,31,1421.0
4,32,1353.0
4,33,1391.0
4,34,6622.0
4,35,822.0
4,36,1496.0
4,37,1490.0
4,38,1383.0
4,39,1383.0
4,40,1493.0
4,41,1500.0
4,42,1486.0
4,43,9663.0
4,44,1514.0
4,45,1494.0
4,46,1366.0
4,47,1497.0
4,48,9555.0
4,49,9416.0
4,50,3177.0
4,51,5781.0
4,52,1471.0
4,53,520.0
4,54,16924.0
4,55,136.0
4,56,5699.0
4,57,6633.0
4,58,14609.0
4,59,6607.0
4,60,10465.0
4,61,3531.0
4,62,7611.0
4,63,1350.0
4,64,3959.0
4,65,7362.0
4,66,4711.0
4,67,8147.0
4,68,6704.0
4,69,2337.0
4,70,1066.0
4,71,7836.0
4,72,9657.0
4,73,1355.0
4,74,7737.0
4,75,1454.0
4,76,8175.0
4,77,5431.0
4,78,6748.0
4,79,11505.0
4,80,1748.0
4,81,3246.0
4,82,5686.0
4,83,10196.0
4,84,4276.0
4,85,6053.0
4,86,3841.0
4,87,8079.0
4,88,4424.0
4,89,3485.0
4,90,11158.0
4,91,11895.0
4,92,11285.0
4,93,17205.0
4,94,8970.0
4,95,3912.0
4,96,1215.0
4,97,7900.0
4,98,7545.0
4,99,2794.0
4,100,1760.0
4,101,5177.0
4,102,6694.0
4,103,7188.0
4,104,9241.0
4,105,2893.0
4,106,9120.0
4,107,4235.0
4,108,4561.0
4,109,2541.0
4,110,5083.0
4,111,11858.0
4,112,2370.0
4,113,17405.0
4,114,6738.0
4,115,16239.0
4,116,8874.0
4,117,4614.0
4,118,3597.0
4,119,3513.0
4,120,3985.0
4,121,874.0
4,122,1878.0
4,123,4228.0
4,124,3852.0
4,125,3709.0
4,126,7054.0
4,127,7378.0
4,128,8927.0
4,129,10054.0
4,130,1498.0
4,131,6770.0
4,132,11686.0
4,133,4270.0
4,134,3797.0
4,135,1472.0
4,136,1503.0
4,137,3063.0
4,138,860.0
4,139,7789.0
4,140,930.0
4,141,3166.0
4,142,5233.0
4,143,5890.0
4,144,15163.0
4,145,1572.0
4,146,4307.0
4,147,5779.0
4,148,9533.0
4,149,4107.0
4,150,1357.0
4,151,2249.0
4,152,966.0
4,153,10032.0
4,154,1597.0
4,155,8165.0
4,156,6957.0
4,157,10567.0
4,158,8149.0
4,159,1232.0
4,160,9489.0
4,161,14114.0
4,162,2206.0
4,163,504.0
4,164,1417.0
4,165,6666.0
4,166,8111.0
4,167,8884.0
4,168,7478.0
4,169,1239.0
4,170,19398.0
4,171,8989.0
4,172,3099.0
4,173,3629.0
4,174,9408.0
4,175,12697.0
4,176,2144.0
4,177,5527.0
4,178,6136.0
4,179,8639.0
4,180,15082.0
4,181,9627.0
4,182,10011.0
4,183,11182.0
4,184,15289.0
4,185,1864.0
4,186,6870.0
4,187,4848.0
4,188,8832.0
4,189,1971.0
4,190,3010.0
4,191,7428.0
4,192,3961.0
4,193,1395.0
4,194,6138.0
4,195,7933.0
4,196,11256.0
4,197,3431.0
4,198,5002.0
4,199,8479.0
4,200,6637.0
4,201,6645.0
4,202,4096.0
4,203,6891.0
4,204,4177.0
4,205,8096.0
4,206,2279.0
4,207,748.0
4,208,3113.0
4,209,10352.0
4,210,9679.0
4,211,13393.0
4,212,3916.0
4,213,16389.0
4,214,17751.0
4,215,2259.0
4,216,7039.0
4,217,8846.0
4,218,858.0
4,219,7087.0
4,220,16350.0
4,221,6780.0
4,222,5490.0
4,223,2395.0
4,224,5173.0
4,225,6490.0
4,226,10359.0
4,227,7498.0
4,228,2114.0
4,229,4953.0
4,230,6862.0
5,6,1879.0
5,7,1426.0
5,8,1869.0
5,9,1263.0
5,10,422.0
5,11,403.0
5,12,17683.0
5,13,17310.0
5,14,9692.0
5,15,10040.0
5,16,9223.0
5,17,6725.0
5,18,8946.0
5,19,10763.0
5,20,9996.0
5,21,11380.0
5,22,1005.0
5,23,10659.0
5,24,10535.0
5,25,1413.0
5,26,6658.0
5,27,2886.0
5,28,8052.0
5,29,5532.0
5,30,1053.0
5,31,1328.0
5,32,1772.0
5,33,1694.0
5,34,6237.0
5,35,1312.0
5,36,1864.0
5,37,1859.0
5,38,1656.0
5,39,1671.0
5,40,1862.0
5,41,1871.0
5,42,1857.0
5,43,10115.0
5,44,1885.0
5,45,1863.0
5,46,1706.0
5,47,1865.0
5,48,9301.0
5,49,9868.0
5,50,3680.0
5,51,6284.0
5,52,1974.0
5,53,713.0
5,54,16847.0
5,55,494.0
5,56,5748.0
5,57,6134.0
5,58,14501.0
5,59,6105.0
5,60,10045.0
5,61,4036.0
5,62,7111.0
5,63,1810.0
5,64,4463.0
5,65,6901.0
5,66,5198.0
5,67,8648.0
5,68,6199.0
5,69,2765.0
5,70,1317.0
5,71,8334.0
5,72,9169.0
5,73,1857.0
5,74,7855.0
5,75,1645.0
5,76,7736.0
5,77,5913.0
5,78,6251.0
5,79,12004.0
5,80,2253.0
5,81,3125.0
5,82,5915.0
5,83,10698.0
5,84,4342.0
5,85,5691.0
5,86,3422.0
5,87,7609.0
5,88,4582.0
5,89,3640.0
5,90,10702.0
5,91,12393.0
5,92,11768.0
5,93,16908.0
5,94,8483.0
5,95,3738.0
5,96,1701.0
5,97,7443.0
5,98,7044.0
5,99,3285.0
5,100,2073.0
5,101,5581.0
5,102,6191.0
5,103,6697.0
5,104,8738.0
5,105,3350.0
5,106,8651.0
5,107,4263.0
5,108,4963.0
5,109,2894.0
5,110,5448.0
5,111,11501.0
5,112,2411.0
5,113,17529.0
5,114,6242.0
5,115,15877.0
5,116,9193.0
5,117,4642.0
5,118,3249.0
5,119,4016.0
5,120,3886.0
5,121,496.0
5,122,2369.0
5,123,4041.0
5,124,3558.0
5,125,3380.0
5,126,6551.0
5,127,6891.0
5,128,8455.0
5,129,10527.0
5,130,1974.0
5,131,7274.0
5,132,12189.0
5,133,4774.0
5,134,4294.0
5,135,1452.0
5,136,1529.0
5,137,3543.0
5,138,1364.0
5,139,7308.0
5,140,984.0
5,141,3647.0
5,142,5689.0
5,143,6190.0
5,144,15348.0
5,145,2077.0
5,146,4799.0
5,147,6263.0
5,148,10031.0
5,149,3859.0
5,150,1719.0
5,151,2661.0
5,152,1280.0
5,153,10507.0
5,154,2102.0
5,155,8453.0
5,156,7176.0
5,157,11072.0
5,158,8625.0
5,159,1666.0
5,160,9063.0
5,161,14434.0
5,162,2697.0
5,163,989.0
5,164,1922.0
5,165,6165.0
5,166,8273.0
5,167,9385.0
5,168,7979.0
5,169,1482.0
5,170,19854.0
5,171,8511.0
5,172,3044.0
5,173,3653.0
5,174,9801.0
5,175,13075.0
5,176,2389.0
5,177,6020.0
5,178,6638.0
5,179,8145.0
5,180,15533.0
5,181,9182.0
5,182,9509.0
5,183,11656.0
5,184,14806.0
5,185,2290.0
5,186,6374.0
5,187,5334.0
5,188,9153.0
5,189,2473.0
5,190,3441.0
5,191,7818.0
5,192,3675.0
5,193,1858.0
5,194,6507.0
5,195,8063.0
5,196,10984.0
5,197,3934.0
5,198,5293.0
5,199,8971.0
5,200,6138.0
5,201,6146.0
5,202,4459.0
5,203,6392.0
5,204,4347.0
5,205,8246.0
5,206,2594.0
5,207,1152.0
5,208,3602.0
5,209,10800.0
5,210,10181.0
5,211,13895.0
5,212,3839.0
5,213,16352.0
5,214,17727.0
5,215,2751.0
5,216,6534.0
5,217,8660.0
5,218,1269.0
5,219,6604.0
5,220,16457.0
5,221,6283.0
5,222,5766.0
5,223,2863.0
5,224,5662.0
5,225,6089.0
5,226,9947.0
5,227,6995.0
5,228,1714.0
5,229,5380.0
5,230,7031.0
6,7,555.0
6,8,361.0
6,9,743.0
6,10,2023.0
6,11,2102.0
6,12,16252.0
6,13,16191.0
6,14,8282.0
6,15,8500.0
6,16,7412.0
6,17,6730.0
6,18,8669.0
6,19,8885.0
6,20,8146.0
6,21,10157.0
6,22,2877.0
6,23,8788.0
6,24,8684.0
6,25,551.0
6,26,6801.0
6,27,2020.0
6,28,8615.0
6,29,5653.0
6,30,828.0
6,31,1236.0
6,32,624.0
6,33,202.0
6,34,6420.0
6,35,1157.0
6,36,358.0
6,37,361.0
6,38,225.0
6,39,210.0
6,40,360.0
6,41,367.0
6,42,367.0
6,43,8378.0
6,44,368.0
6,45,360.0
6,46,291.0
6,47,353.0
6,48,8733.0
6,49,8137.0
6,50,2617.0
6,51,5038.0
6,52,1680.0
6,53,2070.0
6,54,15506.0
6,55,1489.0
6,56,7088.0
6,57,7253.0
6,58,16104.0
6,59,7272.0
6,60,11856.0
6,61,3043.0
6,62,8206.0
6,63,874.0
6,64,3358.0
6,65,7564.0
6,66,4595.0
6,67,7290.0
6,68,7489.0
6,69,1168.0
6,70,563.0
6,71,6926.0
6,72,10736.0
6,73,1376.0
6,74,8973.0
6,75,399.0
6,76,9524.0
6,77,5324.0
6,78,7334.0
6,79,10533.0
6,80,1679.0
6,81,4819.0
6,82,6723.0
6,83,9299.0
6,84,5672.0
6,85,5781.0
6,86,5269.0
6,87,8323.0
6,88,5666.0
6,89,4772.0
6,90,12415.0
6,91,11345.0
6,92,10940.0
6,93,16172.0
6,94,9338.0
6,95,5499.0
6,96,1100.0
6,97,8049.0
6,98,8169.0
6,99,2849.0
6,100,213.0
6,101,5632.0
6,102,7404.0
6,103,7669.0
6,104,9897.0
6,105,3251.0
6,106,9317.0
6,107,5680.0
6,108,5066.0
6,109,1047.0
6,110,5713.0
6,111,13375.0
6,112,1236.0
6,113,15826.0
6,114,7792.0
6,115,15504.0
6,116,9525.0
6,117,6051.0
6,118,5128.0
6,119,2946.0
6,120,5543.0
6,121,2370.0
6,122,2157.0
6,123,3455.0
6,124,5423.0
6,125,5257.0
6,126,7974.0
6,127,7811.0
6,128,9157.0
6,129,8870.0
6,130,1048.0
6,131,6037.0
6,132,11039.0
6,133,3822.0
6,134,3605.0
6,135,1042.0
6,136,908.0
6,137,3211.0
6,138,1453.0
6,139,8146.0
6,140,1013.0
6,141,3279.0
6,142,4028.0
6,143,6720.0
6,144,13575.0
6,145,1594.0
6,146,4161.0
6,147,4752.0
6,148,8576.0
6,149,5694.0
6,150,2457.0
6,151,1007.0
6,152,625.0
6,153,8859.0
6,154,1670.0
6,155,8950.0
6,156,7983.0
6,157,9859.0
6,158,7988.0
6,159,2139.0
6,160,9382.0
6,161,12558.0
6,162,1601.0
6,163,1243.0
6,164,1549.0
6,165,7333.0
6,166,9242.0
6,167,8005.0
6,168,6631.0
6,169,411.0
6,170,18159.0
6,171,9275.0
6,172,4640.0
6,173,5091.0
6,174,7951.0
6,175,11207.0
6,176,570.0
6,177,5292.0
6,178,5353.0
6,179,9115.0
6,180,13748.0
6,181,10944.0
6,182,10884.0
6,183,9993.0
6,184,15353.0
6,185,810.0
6,186,7425.0
6,187,4735.0
6,188,9477.0
6,189,1653.0
6,190,1768.0
6,191,7840.0
6,192,5536.0
6,193,908.0
6,194,6699.0
6,195,9136.0
6,196,12841.0
6,197,2856.0
6,198,5897.0
6,199,8130.0
6,200,7268.0
6,201,7267.0
6,202,4800.0
6,203,7880.0
6,204,2629.0
6,205,9255.0
