Mode_ID,Local_Resource_ID,Amount
C0511,95,2400.0
C0517,95,2400.0
C0523,95,2400.0
C0896,95,3000.0
C0902,95,3000.0
C0524,96,6000.0
C0903,96,7500.0
C0525,97,6000.0
C0904,97,7500.0
C0526,98,6000.0
C0905,98,7500.0
C0527,99,6000.0
C0906,99,7500.0
C0528,100,6000.0
C0907,100,7500.0
C0529,101,5600.0
C0534,101,3600.0
C0908,101,7000.0
C0530,102,5600.0
C0535,102,3600.0
C0909,102,7000.0
C0531,103,5600.0
C0536,103,3600.0
C0910,103,7000.0
C0532,104,5600.0
C0537,104,3600.0
C0911,104,7000.0
C0533,105,5600.0
C0538,105,3600.0
C0912,105,7000.0
C0539,106,20800.0
C0544,106,8800.0
C0550,106,400.0
C0913,106,26000.0
C0918,106,1500.0
C1000,106,20800.0
C1002,106,7200.0
C1005,106,400.0
C0540,107,20800.0
C0545,107,8800.0
C0551,107,400.0
C0914,107,26000.0
C0919,107,1500.0
C0541,108,20800.0
C0546,108,8800.0
C0552,108,400.0
C0915,108,26000.0
C0920,108,1500.0
C0542,109,20800.0
C0547,109,8800.0
C0553,109,400.0
C0916,109,26000.0
C0921,109,1500.0
C0543,110,20800.0
C0548,110,8800.0
C0554,110,400.0
C0917,110,26000.0
C0922,110,1500.0
C1001,110,20800.0
C1003,110,7200.0
C1006,110,400.0
C0549,111,8800.0
C0555,111,400.0
C0923,111,1500.0
C1004,111,7200.0
C1007,111,400.0
C0556,112,6400.0
C0561,112,1200.0
C0567,112,400.0
C0924,112,8000.0
C0929,112,500.0
C0557,113,6400.0
C0562,113,1200.0
C0568,113,400.0
C0925,113,8000.0
C0930,113,500.0
C0558,114,6400.0
C0563,114,1200.0
C0569,114,400.0
C0926,114,8000.0
C0931,114,500.0
C1008,114,6400.0
C1011,114,1200.0
C1015,114,400.0
C0559,115,6400.0
C0564,115,1200.0
C0570,115,400.0
C0927,115,8000.0
C0932,115,500.0
C1009,115,6400.0
C1012,115,1200.0
C1016,115,400.0
C0560,116,6400.0
C0565,116,1200.0
C0571,116,400.0
C0928,116,8000.0
C0933,116,500.0
C1010,116,6400.0
C1013,116,1200.0
C1017,116,400.0
C0566,117,1200.0
C0572,117,400.0
C0934,117,500.0
C1014,117,1200.0
C1018,117,400.0
C0573,118,11600.0
C0578,118,1600.0
C0584,118,800.0
C0935,118,14500.0
C0940,118,1000.0
C0574,119,11600.0
C0579,119,1600.0
C0585,119,800.0
C0936,119,14500.0
C0941,119,1000.0
C0575,120,11600.0
C0580,120,1600.0
C0586,120,800.0
C0937,120,14500.0
C0942,120,1000.0
C1019,120,11600.0
C1022,120,1600.0
C0576,121,11600.0
C0581,121,1600.0
C0587,121,800.0
C0938,121,14500.0
C0943,121,1000.0
C1020,121,11600.0
C1023,121,1600.0
C0577,122,11600.0
C0582,122,1600.0
C0588,122,800.0
C0939,122,14500.0
C0944,122,1000.0
C1021,122,11600.0
C1024,122,1600.0
C0590,123,23200.0
C0595,123,10800.0
C0601,123,400.0
C0946,123,29000.0
C0951,123,1500.0
C0591,124,23200.0
C0596,124,10800.0
C0602,124,400.0
C0947,124,29000.0
C0952,124,1500.0
C1026,124,23200.0
C1030,124,8400.0
C1034,124,1200.0
C0592,125,23200.0
C0597,125,10800.0
C0603,125,400.0
C0948,125,29000.0
C0953,125,1500.0
C1027,125,23200.0
C1031,125,8400.0
C1035,125,1200.0
C0593,126,23200.0
C0598,126,10800.0
C0604,126,400.0
C0949,126,29000.0
C0954,126,1500.0
C1028,126,23200.0
C1032,126,8400.0
C1036,126,1200.0
C0594,127,23200.0
C0599,127,10800.0
C0605,127,400.0
C0950,127,29000.0
C0955,127,1500.0
C1029,127,23200.0
C1033,127,8400.0
C1037,127,1200.0
C0600,128,10800.0
C0606,128,400.0
C0956,128,1500.0
C0607,129,13600.0
C0612,129,7200.0
C0957,129,17000.0
C0608,130,13600.0
C0613,130,7200.0
C0958,130,17000.0
C1038,130,13600.0
C1042,130,3600.0
C0609,131,13600.0
C0614,131,7200.0
C0959,131,17000.0
C1039,131,13600.0
C1043,131,3600.0
C0610,132,13600.0
C0615,132,7200.0
C0960,132,17000.0
C1040,132,13600.0
C1044,132,3600.0
C0611,133,13600.0
C0616,133,7200.0
C0961,133,17000.0
C1041,133,13600.0
C1045,133,3600.0
C0618,134,43600.0
C0623,134,7200.0
C0962,134,54500.0
C1046,134,43600.0
C1048,134,10800.0
C0619,135,43600.0
C0624,135,7200.0
C0963,135,54500.0
C0620,136,43600.0
C0625,136,7200.0
C0964,136,54500.0
C0621,137,43600.0
C0626,137,7200.0
C0965,137,54500.0
C0622,138,43600.0
C0627,138,7200.0
C0966,138,54500.0
C1047,138,43600.0
C1049,138,10800.0
C0629,139,7200.0
C0634,139,1200.0
C0967,139,9000.0
C1051,139,7200.0
C1053,139,1200.0
C0630,140,7200.0
C0635,140,1200.0
C0968,140,9000.0
C1052,140,7200.0
C1054,140,1200.0
C0631,141,7200.0
C0636,141,1200.0
C0969,141,9000.0
C0632,142,7200.0
C0637,142,1200.0
C0970,142,9000.0
C0633,143,7200.0
C0638,143,1200.0
C0971,143,9000.0
C0640,144,6400.0
C0646,144,4800.0
C0972,144,8000.0
C1056,144,6400.0
C1059,144,3600.0
C0641,145,6400.0
C0647,145,4800.0
C0973,145,8000.0
C1057,145,6400.0
C1060,145,3600.0
C0642,146,6400.0
C0648,146,4800.0
C0974,146,8000.0
C0643,147,6400.0
C0649,147,4800.0
C0975,147,8000.0
C0644,148,6400.0
C0650,148,4800.0
C0976,148,8000.0
C0645,149,6400.0
C0651,149,4800.0
C0977,149,8000.0
C1058,149,6400.0
C1061,149,3600.0
C0652,150,27200.0
C0657,150,9600.0
C0663,150,2000.0
C0978,150,34000.0
C0983,150,1500.0
C0653,151,27200.0
C0658,151,9600.0
C0664,151,2000.0
C0979,151,34000.0
C0984,151,1500.0
C1062,151,27200.0
C1066,151,9600.0
C1070,151,1200.0
C0654,152,27200.0
C0659,152,9600.0
C0665,152,2000.0
C0980,152,34000.0
C0985,152,1500.0
C1063,152,27200.0
C1067,152,9600.0
C1071,152,1200.0
C0655,153,27200.0
C0660,153,9600.0
C0666,153,2000.0
C0981,153,34000.0
C0986,153,1500.0
C1064,153,27200.0
C1068,153,9600.0
C1072,153,1200.0
C0656,154,27200.0
C0661,154,9600.0
C0667,154,2000.0
C0982,154,34000.0
C0987,154,1500.0
C1065,154,27200.0
C1069,154,9600.0
C1073,154,1200.0
C0669,155,19600.0
C0674,155,5600.0
C0680,155,800.0
C0989,155,24500.0
C0670,156,19600.0
C0675,156,5600.0
C0681,156,800.0
C0990,156,24500.0
C0671,157,19600.0
C0676,157,5600.0
C0682,157,800.0
C0991,157,24500.0
C1074,157,19600.0
C1077,157,4400.0
C1081,157,800.0
C0672,158,19600.0
C0677,158,5600.0
C0683,158,800.0
C0992,158,24500.0
C1075,158,19600.0
C1078,158,4400.0
C1082,158,800.0
C0673,159,19600.0
C0678,159,5600.0
C0684,159,800.0
C0993,159,24500.0
C1076,159,19600.0
C1079,159,4400.0
C1083,159,800.0
C0679,160,5600.0
C0685,160,800.0
C1080,160,4400.0
C1084,160,800.0
C0686,161,2400.0
C0692,161,2400.0
C0994,161,3000.0
C0687,162,2400.0
C0693,162,2400.0
C0995,162,3000.0
C0688,163,2400.0
C0694,163,2400.0
C0996,163,3000.0
C0689,164,2400.0
C0695,164,2400.0
C0997,164,3000.0
C1085,164,2400.0
C1088,164,1200.0
C0690,165,2400.0
C0696,165,2400.0
C0998,165,3000.0
C1086,165,2400.0
C1089,165,1200.0
C0691,166,2400.0
C0697,166,2400.0
C0999,166,3000.0
C1087,166,2400.0
C1090,166,1200.0
