id_edge,source_node,target_node,flow_cost,fixed_cost
267,10,345,0.0,1.0
268,0,336,0.0,1.0
269,23,59,0.0,1.0
270,51,49,0.0,1.0
271,51,237,0.0,1.0
272,52,53,0.0,1.0
273,52,14,0.0,1.0
274,53,122,0.0,1.0
275,53,52,0.0,1.0
276,7,53,0.0,1.0
277,53,7,0.0,1.0
278,49,26,0.0,1.0
279,26,49,0.0,1.0
280,3,498,0.0,1.0
281,14,261,0.0,1.0
282,5,155,0.0,1.0
283,51,155,0.0,1.0
284,54,27,0.0,1.0
285,54,247,0.0,1.0
286,55,118,0.0,1.0
287,53,145,0.0,1.0
288,14,145,0.0,1.0
289,52,7,0.0,1.0
290,7,52,0.0,1.0
291,13,460,0.0,1.0
292,55,460,0.0,1.0
293,56,354,0.0,1.0
294,39,27,0.0,1.0
295,27,39,0.0,1.0
296,54,1,0.0,1.0
297,1,54,0.0,1.0
298,55,17,0.0,1.0
299,17,55,0.0,1.0
300,3,97,0.0,1.0
301,14,85,0.0,1.0
302,57,159,0.0,1.0
303,57,2,0.0,1.0
304,58,0,0.0,1.0
305,58,435,0.0,1.0
306,19,217,0.0,1.0
307,0,157,0.0,1.0
308,3,233,0.0,1.0
309,2,70,0.0,1.0
310,59,23,0.0,1.0
311,59,471,0.0,1.0
312,60,307,0.0,1.0
313,60,22,0.0,1.0
314,58,64,0.0,1.0
315,42,64,0.0,1.0
316,43,394,0.0,1.0
317,22,163,0.0,1.0
318,61,233,0.0,1.0
319,62,415,0.0,1.0
320,63,135,0.0,1.0
321,59,356,0.0,1.0
322,50,329,0.0,1.0
323,43,339,0.0,1.0
324,22,209,0.0,1.0
325,0,23,0.0,1.0
326,23,0,0.0,1.0
327,3,248,0.0,1.0
328,2,248,0.0,1.0
329,57,61,0.0,1.0
330,61,57,0.0,1.0
331,64,42,0.0,1.0
332,64,58,0.0,1.0
333,62,211,0.0,1.0
334,47,211,0.0,1.0
335,42,100,0.0,1.0
336,58,238,0.0,1.0
337,3,14,0.0,1.0
338,14,3,0.0,1.0
339,65,487,0.0,1.0
340,9,483,0.0,1.0
341,3,483,0.0,1.0
342,66,285,0.0,1.0
343,66,7,0.0,1.0
344,55,25,0.0,1.0
345,25,55,0.0,1.0
346,63,427,0.0,1.0
347,49,427,0.0,1.0
348,19,64,0.0,1.0
349,64,19,0.0,1.0
350,7,249,0.0,1.0
351,3,74,0.0,1.0
352,63,5,0.0,1.0
353,5,63,0.0,1.0
354,67,142,0.0,1.0
355,67,19,0.0,1.0
356,61,113,0.0,1.0
357,7,113,0.0,1.0
358,67,105,0.0,1.0
359,64,109,0.0,1.0
360,68,300,0.0,1.0
361,69,5,0.0,1.0
362,69,36,0.0,1.0
363,165,69,0.0,1.0
364,69,165,0.0,1.0
365,68,242,0.0,1.0
366,45,242,0.0,1.0
367,70,2,0.0,1.0
368,70,61,0.0,1.0
369,71,39,0.0,1.0
370,71,432,0.0,1.0
371,3,71,0.0,1.0
372,71,3,0.0,1.0
373,2,462,0.0,1.0
374,61,462,0.0,1.0
375,27,71,0.0,1.0
376,71,27,0.0,1.0
377,69,32,0.0,1.0
378,32,69,0.0,1.0
379,70,7,0.0,1.0
380,7,70,0.0,1.0
381,72,164,0.0,1.0
382,72,4,0.0,1.0
383,26,4,0.0,1.0
384,4,26,0.0,1.0
385,4,128,0.0,1.0
386,26,128,0.0,1.0
387,53,66,0.0,1.0
388,66,53,0.0,1.0
389,9,404,0.0,1.0
390,68,253,0.0,1.0
391,73,33,0.0,1.0
392,73,270,0.0,1.0
393,73,38,0.0,1.0
394,38,73,0.0,1.0
395,67,292,0.0,1.0
396,0,292,0.0,1.0
397,74,3,0.0,1.0
398,74,149,0.0,1.0
399,75,23,0.0,1.0
400,75,20,0.0,1.0
401,46,467,0.0,1.0
402,74,255,0.0,1.0
403,76,192,0.0,1.0
404,123,118,0.0,1.0
405,118,123,0.0,1.0
406,77,92,0.0,1.0
407,77,3,0.0,1.0
408,20,214,0.0,1.0
409,23,214,0.0,1.0
410,78,16,0.0,1.0
411,78,34,0.0,1.0
412,79,33,0.0,1.0
413,79,318,0.0,1.0
414,77,7,0.0,1.0
415,7,77,0.0,1.0
416,80,269,0.0,1.0
417,33,26,0.0,1.0
418,26,33,0.0,1.0
419,40,68,0.0,1.0
420,68,40,0.0,1.0
421,16,34,0.0,1.0
422,34,16,0.0,1.0
423,81,208,0.0,1.0
424,81,7,0.0,1.0
425,3,46,0.0,1.0
426,46,3,0.0,1.0
427,9,382,0.0,1.0
428,40,382,0.0,1.0
429,23,20,0.0,1.0
430,20,23,0.0,1.0
431,82,455,0.0,1.0
432,82,20,0.0,1.0
433,20,351,0.0,1.0
434,1,351,0.0,1.0
435,77,81,0.0,1.0
436,81,77,0.0,1.0
437,83,4,0.0,1.0
438,83,413,0.0,1.0
439,68,104,0.0,1.0
440,40,104,0.0,1.0
441,9,239,0.0,1.0
442,40,239,0.0,1.0
443,66,74,0.0,1.0
444,74,66,0.0,1.0
445,4,385,0.0,1.0
446,33,385,0.0,1.0
447,33,38,0.0,1.0
448,38,33,0.0,1.0
449,84,10,0.0,1.0
450,84,169,0.0,1.0
451,1,20,0.0,1.0
452,20,1,0.0,1.0
453,85,14,0.0,1.0
454,85,102,0.0,1.0
455,86,191,0.0,1.0
456,86,26,0.0,1.0
457,81,61,0.0,1.0
458,61,81,0.0,1.0
459,63,26,0.0,1.0
460,26,63,0.0,1.0
461,86,5,0.0,1.0
462,5,86,0.0,1.0
463,3,282,0.0,1.0
464,14,167,0.0,1.0
465,87,302,0.0,1.0
466,87,5,0.0,1.0
467,17,463,0.0,1.0
468,10,89,0.0,1.0
469,88,15,0.0,1.0
470,88,138,0.0,1.0
471,89,10,0.0,1.0
472,89,156,0.0,1.0
473,90,452,0.0,1.0
474,91,324,0.0,1.0
475,91,0,0.0,1.0
476,53,3,0.0,1.0
477,3,53,0.0,1.0
478,0,41,0.0,1.0
479,41,0,0.0,1.0
480,10,17,0.0,1.0
481,17,10,0.0,1.0
482,15,12,0.0,1.0
483,12,15,0.0,1.0
484,10,371,0.0,1.0
485,17,371,0.0,1.0
486,92,384,0.0,1.0
487,92,77,0.0,1.0
488,8,243,0.0,1.0
489,243,8,0.0,1.0
490,93,227,0.0,1.0
491,93,2,0.0,1.0
492,85,200,0.0,1.0
493,56,200,0.0,1.0
494,94,164,0.0,1.0
495,4,446,0.0,1.0
496,5,216,0.0,1.0
497,7,206,0.0,1.0
498,89,206,0.0,1.0
499,362,318,0.0,1.0
500,318,362,0.0,1.0
501,4,453,0.0,1.0
502,5,453,0.0,1.0
503,91,6,0.0,1.0
504,6,91,0.0,1.0
505,95,491,0.0,1.0
506,96,10,0.0,1.0
507,96,326,0.0,1.0
508,3,497,0.0,1.0
509,92,182,0.0,1.0
510,2,5,0.0,1.0
511,5,2,0.0,1.0
512,78,141,0.0,1.0
513,2,260,0.0,1.0
514,97,102,0.0,1.0
515,97,3,0.0,1.0
516,98,11,0.0,1.0
517,98,19,0.0,1.0
518,97,14,0.0,1.0
519,14,97,0.0,1.0
520,10,132,0.0,1.0
521,37,352,0.0,1.0
522,26,72,0.0,1.0
523,72,26,0.0,1.0
524,19,160,0.0,1.0
525,11,160,0.0,1.0
526,4,33,0.0,1.0
527,33,4,0.0,1.0
528,99,159,0.0,1.0
529,100,238,0.0,1.0
530,100,42,0.0,1.0
531,2,210,0.0,1.0
532,5,114,0.0,1.0
533,101,23,0.0,1.0
534,101,50,0.0,1.0
535,61,99,0.0,1.0
536,99,61,0.0,1.0
537,23,50,0.0,1.0
538,50,23,0.0,1.0
539,102,85,0.0,1.0
540,102,97,0.0,1.0
541,103,232,0.0,1.0
542,104,40,0.0,1.0
543,104,68,0.0,1.0
544,27,95,0.0,1.0
545,95,27,0.0,1.0
546,85,110,0.0,1.0
547,97,110,0.0,1.0
548,102,56,0.0,1.0
549,56,102,0.0,1.0
550,105,137,0.0,1.0
551,105,67,0.0,1.0
552,96,37,0.0,1.0
553,37,96,0.0,1.0
554,101,451,0.0,1.0
555,39,54,0.0,1.0
556,54,39,0.0,1.0
557,64,100,0.0,1.0
558,100,64,0.0,1.0
559,106,383,0.0,1.0
560,106,16,0.0,1.0
561,64,67,0.0,1.0
562,67,64,0.0,1.0
563,96,5,0.0,1.0
564,5,96,0.0,1.0
565,107,25,0.0,1.0
566,107,313,0.0,1.0
567,106,178,0.0,1.0
568,178,106,0.0,1.0
569,108,162,0.0,1.0
570,31,154,0.0,1.0
571,106,154,0.0,1.0
572,19,109,0.0,1.0
573,109,19,0.0,1.0
574,42,58,0.0,1.0
575,58,42,0.0,1.0
576,99,112,0.0,1.0
577,2,296,0.0,1.0
578,46,295,0.0,1.0
579,77,295,0.0,1.0
580,122,66,0.0,1.0
581,66,122,0.0,1.0
582,109,64,0.0,1.0
583,109,137,0.0,1.0
584,108,294,0.0,1.0
585,40,294,0.0,1.0
586,109,67,0.0,1.0
587,67,109,0.0,1.0
588,110,97,0.0,1.0
589,110,85,0.0,1.0
590,64,379,0.0,1.0
591,105,379,0.0,1.0
592,111,3,0.0,1.0
593,111,403,0.0,1.0
594,56,459,0.0,1.0
595,97,459,0.0,1.0
596,112,310,0.0,1.0
597,112,99,0.0,1.0
598,113,7,0.0,1.0
599,113,61,0.0,1.0
600,128,361,0.0,1.0
601,361,128,0.0,1.0
602,2,99,0.0,1.0
603,99,2,0.0,1.0
604,40,234,0.0,1.0
605,68,129,0.0,1.0
606,9,373,0.0,1.0
607,108,373,0.0,1.0
608,13,25,0.0,1.0
609,25,13,0.0,1.0
610,3,186,0.0,1.0
611,1,186,0.0,1.0
612,97,273,0.0,1.0
613,85,273,0.0,1.0
614,114,5,0.0,1.0
615,114,475,0.0,1.0
616,12,111,0.0,1.0
617,111,12,0.0,1.0
618,115,235,0.0,1.0
619,115,99,0.0,1.0
620,116,174,0.0,1.0
621,116,26,0.0,1.0
622,112,450,0.0,1.0
623,57,221,0.0,1.0
624,97,290,0.0,1.0
625,85,290,0.0,1.0
626,38,26,0.0,1.0
627,26,38,0.0,1.0
628,117,5,0.0,1.0
629,117,280,0.0,1.0
630,118,55,0.0,1.0
631,118,199,0.0,1.0
632,119,26,0.0,1.0
633,119,4,0.0,1.0
634,104,9,0.0,1.0
635,9,104,0.0,1.0
636,13,334,0.0,1.0
637,25,126,0.0,1.0
638,119,158,0.0,1.0
639,38,158,0.0,1.0
640,32,144,0.0,1.0
641,5,144,0.0,1.0
642,120,132,0.0,1.0
643,114,227,0.0,1.0
644,227,114,0.0,1.0
645,121,43,0.0,1.0
646,121,465,0.0,1.0
647,122,452,0.0,1.0
648,122,53,0.0,1.0
649,434,423,0.0,1.0
650,117,3,0.0,1.0
651,3,117,0.0,1.0
652,123,17,0.0,1.0
653,123,25,0.0,1.0
654,3,122,0.0,1.0
655,122,3,0.0,1.0
656,43,473,0.0,1.0
657,60,473,0.0,1.0
658,116,258,0.0,1.0
659,73,258,0.0,1.0
660,115,179,0.0,1.0
661,2,179,0.0,1.0
662,124,24,0.0,1.0
663,124,272,0.0,1.0
664,125,307,0.0,1.0
665,126,25,0.0,1.0
666,126,334,0.0,1.0
667,127,148,0.0,1.0
668,119,0,0.0,1.0
669,0,119,0.0,1.0
670,13,123,0.0,1.0
671,123,13,0.0,1.0
672,123,55,0.0,1.0
673,55,123,0.0,1.0
674,113,70,0.0,1.0
675,70,113,0.0,1.0
676,11,241,0.0,1.0
677,19,241,0.0,1.0
678,120,34,0.0,1.0
679,34,120,0.0,1.0
680,128,26,0.0,1.0
681,128,4,0.0,1.0
682,124,10,0.0,1.0
683,10,124,0.0,1.0
684,129,68,0.0,1.0
685,129,234,0.0,1.0
686,124,18,0.0,1.0
687,18,124,0.0,1.0
688,129,244,0.0,1.0
689,104,244,0.0,1.0
690,130,32,0.0,1.0
691,130,44,0.0,1.0
692,131,4,0.0,1.0
693,131,302,0.0,1.0
694,44,32,0.0,1.0
695,32,44,0.0,1.0
696,126,55,0.0,1.0
697,55,126,0.0,1.0
698,7,133,0.0,1.0
699,61,133,0.0,1.0
700,127,470,0.0,1.0
701,25,470,0.0,1.0
702,25,127,0.0,1.0
703,127,25,0.0,1.0
704,132,120,0.0,1.0
705,132,10,0.0,1.0
706,126,127,0.0,1.0
707,127,126,0.0,1.0
708,118,25,0.0,1.0
709,25,118,0.0,1.0
710,133,61,0.0,1.0
711,133,7,0.0,1.0
712,87,4,0.0,1.0
713,4,87,0.0,1.0
714,134,7,0.0,1.0
715,134,219,0.0,1.0
716,135,63,0.0,1.0
717,135,191,0.0,1.0
718,136,383,0.0,1.0
719,128,72,0.0,1.0
720,72,128,0.0,1.0
721,61,7,0.0,1.0
722,7,61,0.0,1.0
723,133,81,0.0,1.0
724,81,133,0.0,1.0
725,137,109,0.0,1.0
726,137,105,0.0,1.0
727,65,123,0.0,1.0
728,123,65,0.0,1.0
729,138,88,0.0,1.0
730,138,190,0.0,1.0
731,139,367,0.0,1.0
732,139,103,0.0,1.0
733,139,37,0.0,1.0
734,37,139,0.0,1.0
735,13,134,0.0,1.0
736,134,13,0.0,1.0
737,140,336,0.0,1.0
738,105,109,0.0,1.0
739,109,105,0.0,1.0
740,141,260,0.0,1.0
741,141,78,0.0,1.0
742,288,53,0.0,1.0
743,53,288,0.0,1.0
744,135,5,0.0,1.0
745,5,135,0.0,1.0
746,78,147,0.0,1.0
747,2,147,0.0,1.0
748,3,130,0.0,1.0
749,130,3,0.0,1.0
750,140,187,0.0,1.0
751,23,245,0.0,1.0
752,15,138,0.0,1.0
753,138,15,0.0,1.0
754,67,137,0.0,1.0
755,137,67,0.0,1.0
756,131,5,0.0,1.0
757,5,131,0.0,1.0
758,22,262,0.0,1.0
759,125,262,0.0,1.0
760,142,435,0.0,1.0
761,142,67,0.0,1.0
762,121,348,0.0,1.0
763,60,348,0.0,1.0
764,143,413,0.0,1.0
765,143,33,0.0,1.0
766,7,2,0.0,1.0
767,2,7,0.0,1.0
768,63,86,0.0,1.0
769,86,63,0.0,1.0
770,144,5,0.0,1.0
771,144,32,0.0,1.0
772,143,284,0.0,1.0
773,4,312,0.0,1.0
774,145,14,0.0,1.0
775,145,53,0.0,1.0
776,146,498,0.0,1.0
777,141,177,0.0,1.0
778,34,177,0.0,1.0
779,147,2,0.0,1.0
780,147,78,0.0,1.0
781,103,364,0.0,1.0
782,120,364,0.0,1.0
783,148,127,0.0,1.0
784,148,13,0.0,1.0
785,149,74,0.0,1.0
786,149,271,0.0,1.0
787,150,223,0.0,1.0
788,150,10,0.0,1.0
789,78,2,0.0,1.0
790,2,78,0.0,1.0
791,106,30,0.0,1.0
792,30,106,0.0,1.0
793,106,268,0.0,1.0
794,30,268,0.0,1.0
795,14,146,0.0,1.0
796,146,14,0.0,1.0
797,32,5,0.0,1.0
798,5,32,0.0,1.0
799,88,243,0.0,1.0
800,243,88,0.0,1.0
801,53,14,0.0,1.0
802,14,53,0.0,1.0
803,151,355,0.0,1.0
804,151,17,0.0,1.0
805,132,139,0.0,1.0
806,139,132,0.0,1.0
807,152,330,0.0,1.0
808,152,10,0.0,1.0
809,126,148,0.0,1.0
810,148,126,0.0,1.0
811,151,18,0.0,1.0
812,18,151,0.0,1.0
813,153,10,0.0,1.0
814,153,108,0.0,1.0
815,154,106,0.0,1.0
816,154,31,0.0,1.0
817,74,363,0.0,1.0
818,7,363,0.0,1.0
819,99,3,0.0,1.0
820,3,99,0.0,1.0
821,58,67,0.0,1.0
822,67,58,0.0,1.0
823,30,154,0.0,1.0
824,154,30,0.0,1.0
825,155,51,0.0,1.0
826,155,5,0.0,1.0
827,156,89,0.0,1.0
828,156,466,0.0,1.0
829,16,166,0.0,1.0
830,154,166,0.0,1.0
831,157,0,0.0,1.0
832,157,217,0.0,1.0
833,158,38,0.0,1.0
834,158,119,0.0,1.0
835,159,99,0.0,1.0
836,159,57,0.0,1.0
837,10,5,0.0,1.0
838,5,10,0.0,1.0
839,10,139,0.0,1.0
840,139,10,0.0,1.0
841,160,11,0.0,1.0
842,160,19,0.0,1.0
843,161,488,0.0,1.0
844,161,3,0.0,1.0
845,162,108,0.0,1.0
846,162,218,0.0,1.0
847,64,142,0.0,1.0
848,142,64,0.0,1.0
849,163,22,0.0,1.0
850,163,394,0.0,1.0
851,156,10,0.0,1.0
852,10,156,0.0,1.0
853,164,94,0.0,1.0
854,164,72,0.0,1.0
855,165,5,0.0,1.0
856,165,35,0.0,1.0
857,4,158,0.0,1.0
858,158,4,0.0,1.0
859,150,444,0.0,1.0
860,7,444,0.0,1.0
861,74,7,0.0,1.0
862,7,74,0.0,1.0
863,166,154,0.0,1.0
864,166,16,0.0,1.0
865,147,16,0.0,1.0
866,16,147,0.0,1.0
867,167,14,0.0,1.0
868,167,325,0.0,1.0
869,49,128,0.0,1.0
870,128,49,0.0,1.0
871,14,265,0.0,1.0
872,3,308,0.0,1.0
873,168,36,0.0,1.0
874,168,32,0.0,1.0
875,120,322,0.0,1.0
876,139,322,0.0,1.0
877,169,84,0.0,1.0
878,169,17,0.0,1.0
879,12,311,0.0,1.0
880,3,311,0.0,1.0
881,144,440,0.0,1.0
882,69,440,0.0,1.0
883,99,57,0.0,1.0
884,57,99,0.0,1.0
885,51,5,0.0,1.0
886,5,51,0.0,1.0
887,265,145,0.0,1.0
888,145,265,0.0,1.0
889,111,161,0.0,1.0
890,161,111,0.0,1.0
891,94,72,0.0,1.0
892,72,94,0.0,1.0
893,170,416,0.0,1.0
894,170,7,0.0,1.0
895,43,22,0.0,1.0
896,22,43,0.0,1.0
897,108,10,0.0,1.0
898,10,108,0.0,1.0
899,3,56,0.0,1.0
900,56,3,0.0,1.0
901,14,395,0.0,1.0
902,3,395,0.0,1.0
903,171,7,0.0,1.0
904,171,46,0.0,1.0
905,80,129,0.0,1.0
906,129,80,0.0,1.0
907,40,150,0.0,1.0
908,150,40,0.0,1.0
909,0,19,0.0,1.0
910,19,0,0.0,1.0
911,36,32,0.0,1.0
912,32,36,0.0,1.0
913,124,17,0.0,1.0
914,17,124,0.0,1.0
915,51,188,0.0,1.0
916,5,188,0.0,1.0
917,330,96,0.0,1.0
918,96,330,0.0,1.0
919,172,7,0.0,1.0
920,172,9,0.0,1.0
921,173,49,0.0,1.0
922,173,4,0.0,1.0
923,174,480,0.0,1.0
924,174,116,0.0,1.0
925,0,59,0.0,1.0
926,59,0,0.0,1.0
927,120,375,0.0,1.0
928,10,197,0.0,1.0
929,163,449,0.0,1.0
930,1,259,0.0,1.0
931,98,277,0.0,1.0
932,160,195,0.0,1.0
933,10,169,0.0,1.0
934,169,10,0.0,1.0
935,4,49,0.0,1.0
936,49,4,0.0,1.0
937,40,162,0.0,1.0
938,162,40,0.0,1.0
939,74,171,0.0,1.0
940,171,74,0.0,1.0
941,173,128,0.0,1.0
942,128,173,0.0,1.0
943,175,176,0.0,1.0
944,176,175,0.0,1.0
945,176,293,0.0,1.0
946,177,34,0.0,1.0
947,177,141,0.0,1.0
948,34,141,0.0,1.0
949,141,34,0.0,1.0
950,28,160,0.0,1.0
951,160,28,0.0,1.0
952,116,492,0.0,1.0
953,38,257,0.0,1.0
954,52,170,0.0,1.0
955,170,52,0.0,1.0
956,31,166,0.0,1.0
957,166,31,0.0,1.0
958,61,207,0.0,1.0
959,159,222,0.0,1.0
960,148,25,0.0,1.0
961,25,148,0.0,1.0
962,178,17,0.0,1.0
963,178,203,0.0,1.0
964,7,9,0.0,1.0
965,9,7,0.0,1.0
966,179,2,0.0,1.0
967,179,115,0.0,1.0
968,180,13,0.0,1.0
969,180,2,0.0,1.0
970,2,115,0.0,1.0
971,115,2,0.0,1.0
972,18,17,0.0,1.0
973,17,18,0.0,1.0
974,2,13,0.0,1.0
975,13,2,0.0,1.0
976,41,175,0.0,1.0
977,175,41,0.0,1.0
978,169,393,0.0,1.0
979,10,393,0.0,1.0
980,181,12,0.0,1.0
981,181,1,0.0,1.0
982,3,179,0.0,1.0
983,179,3,0.0,1.0
984,2,267,0.0,1.0
985,13,267,0.0,1.0
986,3,246,0.0,1.0
987,168,246,0.0,1.0
988,72,309,0.0,1.0
989,94,309,0.0,1.0
990,21,175,0.0,1.0
991,175,21,0.0,1.0
992,174,236,0.0,1.0
993,26,236,0.0,1.0
994,182,92,0.0,1.0
995,182,497,0.0,1.0
