pair_id,i_id,j_id,row_gap_i_before_j,row_gap_j_before_i,col_gap_i_before_j,col_gap_j_before_i
68,2,12,6.0,6.0,7.0,9.0
69,2,13,6.0,9.0,7.0,10.0
70,2,14,6.0,8.0,7.0,8.0
71,2,15,6.0,8.0,7.0,11.0
72,2,16,6.0,7.0,7.0,10.0
73,2,17,6.0,10.0,7.0,10.0
74,2,18,6.0,7.0,7.0,7.0
75,2,19,6.0,6.0,7.0,8.0
76,2,20,6.0,8.0,7.0,8.0
77,2,21,6.0,8.0,7.0,10.0
78,2,22,6.0,5.0,7.0,8.0
79,2,23,6.0,7.0,7.0,7.0
80,2,24,6.0,5.0,7.0,8.0
81,2,25,6.0,7.0,7.0,7.0
82,2,26,6.0,7.0,7.0,9.0
83,2,27,6.0,5.0,7.0,7.0
84,2,28,6.0,5.0,7.0,6.0
85,2,29,6.0,7.0,7.0,7.0
86,2,30,6.0,9.0,7.0,12.0
87,3,4,5.0,6.0,14.0,7.0
88,3,5,5.0,7.0,14.0,10.0
89,3,6,5.0,8.0,14.0,12.0
90,3,7,5.0,9.0,14.0,10.0
91,3,8,5.0,5.0,14.0,6.0
92,3,9,5.0,8.0,14.0,13.0
93,3,10,5.0,7.0,14.0,11.0
94,3,11,5.0,7.0,14.0,10.0
95,3,12,5.0,6.0,14.0,9.0
96,3,13,5.0,9.0,14.0,10.0
97,3,14,5.0,8.0,14.0,8.0
98,3,15,5.0,8.0,14.0,11.0
99,3,16,5.0,7.0,14.0,10.0
100,3,17,5.0,10.0,14.0,10.0
101,3,18,5.0,7.0,14.0,7.0
102,3,19,5.0,6.0,14.0,8.0
103,3,20,5.0,8.0,14.0,8.0
104,3,21,5.0,8.0,14.0,10.0
105,3,22,5.0,5.0,14.0,8.0
106,3,23,5.0,7.0,14.0,7.0
107,3,24,5.0,5.0,14.0,8.0
108,3,25,5.0,7.0,14.0,7.0
109,3,26,5.0,7.0,14.0,9.0
110,3,27,5.0,5.0,14.0,7.0
111,3,28,5.0,5.0,14.0,6.0
112,3,29,5.0,7.0,14.0,7.0
113,3,30,5.0,9.0,14.0,12.0
114,4,5,6.0,7.0,7.0,10.0
115,4,6,6.0,8.0,7.0,12.0
116,4,7,6.0,9.0,7.0,10.0
117,4,8,6.0,5.0,7.0,6.0
118,4,9,6.0,8.0,7.0,13.0
119,4,10,6.0,7.0,7.0,11.0
120,4,11,6.0,7.0,7.0,10.0
121,4,12,6.0,6.0,7.0,9.0
122,4,13,6.0,9.0,7.0,10.0
123,4,14,6.0,8.0,7.0,8.0
124,4,15,6.0,8.0,7.0,11.0
125,4,16,6.0,7.0,7.0,10.0
126,4,17,6.0,10.0,7.0,10.0
127,4,18,6.0,7.0,7.0,7.0
128,4,19,6.0,6.0,7.0,8.0
129,4,20,6.0,8.0,7.0,8.0
130,4,21,6.0,8.0,7.0,10.0
131,4,22,6.0,5.0,7.0,8.0
132,4,23,6.0,7.0,7.0,7.0
133,4,24,6.0,5.0,7.0,8.0
134,4,25,6.0,7.0,7.0,7.0
135,4,26,6.0,7.0,7.0,9.0
136,4,27,6.0,5.0,7.0,7.0
137,4,28,6.0,5.0,7.0,6.0
138,4,29,6.0,7.0,7.0,7.0
139,4,30,6.0,9.0,7.0,12.0
140,5,6,7.0,8.0,10.0,12.0
141,5,7,7.0,9.0,10.0,10.0
142,5,8,7.0,5.0,10.0,6.0
143,5,9,7.0,8.0,10.0,13.0
144,5,10,7.0,7.0,10.0,11.0
145,5,11,7.0,7.0,10.0,10.0
146,5,12,7.0,6.0,10.0,9.0
147,5,13,7.0,9.0,10.0,10.0
148,5,14,7.0,8.0,10.0,8.0
149,5,15,7.0,8.0,10.0,11.0
150,5,16,7.0,7.0,10.0,10.0
151,5,17,7.0,10.0,10.0,10.0
152,5,18,7.0,7.0,10.0,7.0
153,5,19,7.0,6.0,10.0,8.0
154,5,20,7.0,8.0,10.0,8.0
155,5,21,7.0,8.0,10.0,10.0
156,5,22,7.0,5.0,10.0,8.0
157,5,23,7.0,7.0,10.0,7.0
158,5,24,7.0,5.0,10.0,8.0
159,5,25,7.0,7.0,10.0,7.0
160,5,26,7.0,7.0,10.0,9.0
161,5,27,7.0,5.0,10.0,7.0
162,5,28,7.0,5.0,10.0,6.0
163,5,29,7.0,7.0,10.0,7.0
164,5,30,7.0,9.0,10.0,12.0
165,6,7,8.0,9.0,12.0,10.0
166,6,8,8.0,5.0,12.0,6.0
167,6,9,8.0,8.0,12.0,13.0
168,6,10,8.0,7.0,12.0,11.0
169,6,11,8.0,7.0,12.0,10.0
170,6,12,8.0,6.0,12.0,9.0
171,6,13,8.0,9.0,12.0,10.0
172,6,14,8.0,8.0,12.0,8.0
173,6,15,8.0,8.0,12.0,11.0
174,6,16,8.0,7.0,12.0,10.0
175,6,17,8.0,10.0,12.0,10.0
176,6,18,8.0,7.0,12.0,7.0
177,6,19,8.0,6.0,12.0,8.0
178,6,20,8.0,8.0,12.0,8.0
179,6,21,8.0,8.0,12.0,10.0
180,6,22,8.0,5.0,12.0,8.0
181,6,23,8.0,7.0,12.0,7.0
182,6,24,8.0,5.0,12.0,8.0
183,6,25,8.0,7.0,12.0,7.0
184,6,26,8.0,7.0,12.0,9.0
185,6,27,8.0,5.0,12.0,7.0
186,6,28,8.0,5.0,12.0,6.0
187,6,29,8.0,7.0,12.0,7.0
188,6,30,8.0,9.0,12.0,12.0
189,7,8,9.0,5.0,10.0,6.0
190,7,9,9.0,8.0,10.0,13.0
191,7,10,9.0,7.0,10.0,11.0
192,7,11,9.0,7.0,10.0,10.0
193,7,12,9.0,6.0,10.0,9.0
194,7,13,9.0,9.0,10.0,10.0
195,7,14,9.0,8.0,10.0,8.0
196,7,15,9.0,8.0,10.0,11.0
197,7,16,9.0,7.0,10.0,10.0
198,7,17,9.0,10.0,10.0,10.0
199,7,18,9.0,7.0,10.0,7.0
200,7,19,9.0,6.0,10.0,8.0
201,7,20,9.0,8.0,10.0,8.0
202,7,21,9.0,8.0,10.0,10.0
203,7,22,9.0,5.0,10.0,8.0
204,7,23,9.0,7.0,10.0,7.0
205,7,24,9.0,5.0,10.0,8.0
206,7,25,9.0,7.0,10.0,7.0
207,7,26,9.0,7.0,10.0,9.0
208,7,27,9.0,5.0,10.0,7.0
209,7,28,9.0,5.0,10.0,6.0
210,7,29,9.0,7.0,10.0,7.0
211,7,30,9.0,9.0,10.0,12.0
212,8,9,5.0,8.0,6.0,13.0
213,8,10,5.0,7.0,6.0,11.0
214,8,11,5.0,7.0,6.0,10.0
215,8,12,5.0,6.0,6.0,9.0
216,8,13,5.0,9.0,6.0,10.0
217,8,14,5.0,8.0,6.0,8.0
218,8,15,5.0,8.0,6.0,11.0
219,8,16,5.0,7.0,6.0,10.0
220,8,17,5.0,10.0,6.0,10.0
221,8,18,5.0,7.0,6.0,7.0
222,8,19,5.0,6.0,6.0,8.0
223,8,20,5.0,8.0,6.0,8.0
224,8,21,5.0,8.0,6.0,10.0
225,8,22,5.0,5.0,6.0,8.0
226,8,23,5.0,7.0,6.0,7.0
227,8,24,5.0,5.0,6.0,8.0
228,8,25,5.0,7.0,6.0,7.0
229,8,26,5.0,7.0,6.0,9.0
230,8,27,5.0,5.0,6.0,7.0
231,8,28,5.0,5.0,6.0,6.0
232,8,29,5.0,7.0,6.0,7.0
233,8,30,5.0,9.0,6.0,12.0
234,9,10,8.0,7.0,13.0,11.0
235,9,11,8.0,7.0,13.0,10.0
236,9,12,8.0,6.0,13.0,9.0
237,9,13,8.0,9.0,13.0,10.0
238,9,14,8.0,8.0,13.0,8.0
239,9,15,8.0,8.0,13.0,11.0
240,9,16,8.0,7.0,13.0,10.0
241,9,17,8.0,10.0,13.0,10.0
242,9,18,8.0,7.0,13.0,7.0
243,9,19,8.0,6.0,13.0,8.0
244,9,20,8.0,8.0,13.0,8.0
245,9,21,8.0,8.0,13.0,10.0
246,9,22,8.0,5.0,13.0,8.0
247,9,23,8.0,7.0,13.0,7.0
248,9,24,8.0,5.0,13.0,8.0
249,9,25,8.0,7.0,13.0,7.0
250,9,26,8.0,7.0,13.0,9.0
251,9,27,8.0,5.0,13.0,7.0
252,9,28,8.0,5.0,13.0,6.0
253,9,29,8.0,7.0,13.0,7.0
254,9,30,8.0,9.0,13.0,12.0
255,10,11,7.0,7.0,11.0,10.0
256,10,12,7.0,6.0,11.0,9.0
257,10,13,7.0,9.0,11.0,10.0
258,10,14,7.0,8.0,11.0,8.0
259,10,15,7.0,8.0,11.0,11.0
260,10,16,7.0,7.0,11.0,10.0
261,10,17,7.0,10.0,11.0,10.0
262,10,18,7.0,7.0,11.0,7.0
263,10,19,7.0,6.0,11.0,8.0
264,10,20,7.0,8.0,11.0,8.0
265,10,21,7.0,8.0,11.0,10.0
266,10,22,7.0,5.0,11.0,8.0
267,10,23,7.0,7.0,11.0,7.0
268,10,24,7.0,5.0,11.0,8.0
269,10,25,7.0,7.0,11.0,7.0
270,10,26,7.0,7.0,11.0,9.0
271,10,27,7.0,5.0,11.0,7.0
272,10,28,7.0,5.0,11.0,6.0
273,10,29,7.0,7.0,11.0,7.0
274,10,30,7.0,9.0,11.0,12.0
275,11,12,7.0,6.0,10.0,9.0
276,11,13,7.0,9.0,10.0,10.0
277,11,14,7.0,8.0,10.0,8.0
278,11,15,7.0,8.0,10.0,11.0
279,11,16,7.0,7.0,10.0,10.0
280,11,17,7.0,10.0,10.0,10.0
281,11,18,7.0,7.0,10.0,7.0
282,11,19,7.0,6.0,10.0,8.0
283,11,20,7.0,8.0,10.0,8.0
284,11,21,7.0,8.0,10.0,10.0
285,11,22,7.0,5.0,10.0,8.0
286,11,23,7.0,7.0,10.0,7.0
287,11,24,7.0,5.0,10.0,8.0
288,11,25,7.0,7.0,10.0,7.0
289,11,26,7.0,7.0,10.0,9.0
290,11,27,7.0,5.0,10.0,7.0
291,11,28,7.0,5.0,10.0,6.0
292,11,29,7.0,7.0,10.0,7.0
293,11,30,7.0,9.0,10.0,12.0
294,12,13,6.0,9.0,9.0,10.0
295,12,14,6.0,8.0,9.0,8.0
296,12,15,6.0,8.0,9.0,11.0
297,12,16,6.0,7.0,9.0,10.0
298,12,17,6.0,10.0,9.0,10.0
299,12,18,6.0,7.0,9.0,7.0
300,12,19,6.0,6.0,9.0,8.0
301,12,20,6.0,8.0,9.0,8.0
302,12,21,6.0,8.0,9.0,10.0
303,12,22,6.0,5.0,9.0,8.0
304,12,23,6.0,7.0,9.0,7.0
305,12,24,6.0,5.0,9.0,8.0
306,12,25,6.0,7.0,9.0,7.0
307,12,26,6.0,7.0,9.0,9.0
308,12,27,6.0,5.0,9.0,7.0
309,12,28,6.0,5.0,9.0,6.0
310,12,29,6.0,7.0,9.0,7.0
311,12,30,6.0,9.0,9.0,12.0
312,13,14,9.0,8.0,10.0,8.0
313,13,15,9.0,8.0,10.0,11.0
314,13,16,9.0,7.0,10.0,10.0
315,13,17,9.0,10.0,10.0,10.0
316,13,18,9.0,7.0,10.0,7.0
317,13,19,9.0,6.0,10.0,8.0
318,13,20,9.0,8.0,10.0,8.0
319,13,21,9.0,8.0,10.0,10.0
320,13,22,9.0,5.0,10.0,8.0
321,13,23,9.0,7.0,10.0,7.0
322,13,24,9.0,5.0,10.0,8.0
323,13,25,9.0,7.0,10.0,7.0
324,13,26,9.0,7.0,10.0,9.0
325,13,27,9.0,5.0,10.0,7.0
326,13,28,9.0,5.0,10.0,6.0
327,13,29,9.0,7.0,10.0,7.0
328,13,30,9.0,9.0,10.0,12.0
329,14,15,8.0,8.0,8.0,11.0
330,14,16,8.0,7.0,8.0,10.0
331,14,17,8.0,10.0,8.0,10.0
332,14,18,8.0,7.0,8.0,7.0
333,14,19,8.0,6.0,8.0,8.0
334,14,20,8.0,8.0,8.0,8.0
335,14,21,8.0,8.0,8.0,10.0
336,14,22,8.0,5.0,8.0,8.0
337,14,23,8.0,7.0,8.0,7.0
338,14,24,8.0,5.0,8.0,8.0
339,14,25,8.0,7.0,8.0,7.0
340,14,26,8.0,7.0,8.0,9.0
341,14,27,8.0,5.0,8.0,7.0
342,14,28,8.0,5.0,8.0,6.0
343,14,29,8.0,7.0,8.0,7.0
344,14,30,8.0,9.0,8.0,12.0
345,15,16,8.0,7.0,11.0,10.0
346,15,17,8.0,10.0,11.0,10.0
347,15,18,8.0,7.0,11.0,7.0
348,15,19,8.0,6.0,11.0,8.0
349,15,20,8.0,8.0,11.0,8.0
350,15,21,8.0,8.0,11.0,10.0
351,15,22,8.0,5.0,11.0,8.0
352,15,23,8.0,7.0,11.0,7.0
353,15,24,8.0,5.0,11.0,8.0
354,15,25,8.0,7.0,11.0,7.0
355,15,26,8.0,7.0,11.0,9.0
356,15,27,8.0,5.0,11.0,7.0
357,15,28,8.0,5.0,11.0,6.0
358,15,29,8.0,7.0,11.0,7.0
359,15,30,8.0,9.0,11.0,12.0
360,16,17,7.0,10.0,10.0,10.0
361,16,18,7.0,7.0,10.0,7.0
362,16,19,7.0,6.0,10.0,8.0
363,16,20,7.0,8.0,10.0,8.0
364,16,21,7.0,8.0,10.0,10.0
365,16,22,7.0,5.0,10.0,8.0
366,16,23,7.0,7.0,10.0,7.0
367,16,24,7.0,5.0,10.0,8.0
368,16,25,7.0,7.0,10.0,7.0
369,16,26,7.0,7.0,10.0,9.0
370,16,27,7.0,5.0,10.0,7.0
371,16,28,7.0,5.0,10.0,6.0
372,16,29,7.0,7.0,10.0,7.0
373,16,30,7.0,9.0,10.0,12.0
374,17,18,10.0,7.0,10.0,7.0
375,17,19,10.0,6.0,10.0,8.0
376,17,20,10.0,8.0,10.0,8.0
377,17,21,10.0,8.0,10.0,10.0
378,17,22,10.0,5.0,10.0,8.0
379,17,23,10.0,7.0,10.0,7.0
380,17,24,10.0,5.0,10.0,8.0
381,17,25,10.0,7.0,10.0,7.0
382,17,26,10.0,7.0,10.0,9.0
383,17,27,10.0,5.0,10.0,7.0
384,17,28,10.0,5.0,10.0,6.0
385,17,29,10.0,7.0,10.0,7.0
386,17,30,10.0,9.0,10.0,12.0
387,18,19,7.0,6.0,7.0,8.0
388,18,20,7.0,8.0,7.0,8.0
389,18,21,7.0,8.0,7.0,10.0
390,18,22,7.0,5.0,7.0,8.0
391,18,23,7.0,7.0,7.0,7.0
392,18,24,7.0,5.0,7.0,8.0
393,18,25,7.0,7.0,7.0,7.0
394,18,26,7.0,7.0,7.0,9.0
395,18,27,7.0,5.0,7.0,7.0
396,18,28,7.0,5.0,7.0,6.0
397,18,29,7.0,7.0,7.0,7.0
398,18,30,7.0,9.0,7.0,12.0
399,19,20,6.0,8.0,8.0,8.0
400,19,21,6.0,8.0,8.0,10.0
401,19,22,6.0,5.0,8.0,8.0
402,19,23,6.0,7.0,8.0,7.0
403,19,24,6.0,5.0,8.0,8.0
404,19,25,6.0,7.0,8.0,7.0
405,19,26,6.0,7.0,8.0,9.0
406,19,27,6.0,5.0,8.0,7.0
407,19,28,6.0,5.0,8.0,6.0
408,19,29,6.0,7.0,8.0,7.0
409,19,30,6.0,9.0,8.0,12.0
410,20,21,8.0,8.0,8.0,10.0
411,20,22,8.0,5.0,8.0,8.0
412,20,23,8.0,7.0,8.0,7.0
413,20,24,8.0,5.0,8.0,8.0
414,20,25,8.0,7.0,8.0,7.0
415,20,26,8.0,7.0,8.0,9.0
416,20,27,8.0,5.0,8.0,7.0
417,20,28,8.0,5.0,8.0,6.0
418,20,29,8.0,7.0,8.0,7.0
419,20,30,8.0,9.0,8.0,12.0
420,21,22,8.0,5.0,10.0,8.0
421,21,23,8.0,7.0,10.0,7.0
422,21,24,8.0,5.0,10.0,8.0
423,21,25,8.0,7.0,10.0,7.0
424,21,26,8.0,7.0,10.0,9.0
425,21,27,8.0,5.0,10.0,7.0
426,21,28,8.0,5.0,10.0,6.0
427,21,29,8.0,7.0,10.0,7.0
428,21,30,8.0,9.0,10.0,12.0
429,22,23,5.0,7.0,8.0,7.0
430,22,24,5.0,5.0,8.0,8.0
431,22,25,5.0,7.0,8.0,7.0
432,22,26,5.0,7.0,8.0,9.0
433,22,27,5.0,5.0,8.0,7.0
434,22,28,5.0,5.0,8.0,6.0
435,22,29,5.0,7.0,8.0,7.0
436,22,30,5.0,9.0,8.0,12.0
437,23,24,7.0,5.0,7.0,8.0
438,23,25,7.0,7.0,7.0,7.0
439,23,26,7.0,7.0,7.0,9.0
440,23,27,7.0,5.0,7.0,7.0
441,23,28,7.0,5.0,7.0,6.0
442,23,29,7.0,7.0,7.0,7.0
443,23,30,7.0,9.0,7.0,12.0
444,24,25,5.0,7.0,8.0,7.0
445,24,26,5.0,7.0,8.0,9.0
446,24,27,5.0,5.0,8.0,7.0
447,24,28,5.0,5.0,8.0,6.0
448,24,29,5.0,7.0,8.0,7.0
449,24,30,5.0,9.0,8.0,12.0
450,25,26,7.0,7.0,7.0,9.0
451,25,27,7.0,5.0,7.0,7.0
452,25,28,7.0,5.0,7.0,6.0
453,25,29,7.0,7.0,7.0,7.0
454,25,30,7.0,9.0,7.0,12.0
455,26,27,7.0,5.0,9.0,7.0
456,26,28,7.0,5.0,9.0,6.0
457,26,29,7.0,7.0,9.0,7.0
458,26,30,7.0,9.0,9.0,12.0
459,27,28,5.0,5.0,7.0,6.0
460,27,29,5.0,7.0,7.0,7.0
461,27,30,5.0,9.0,7.0,12.0
462,28,29,5.0,7.0,6.0,7.0
463,28,30,5.0,9.0,6.0,12.0
464,29,30,7.0,9.0,7.0,12.0
