source,target,var_cost_fwd,fixed_cost_fwd,var_cost_bwd,fixed_cost_bwd
40,41,0.0,44.0,0.0,44.0
40,60,0.0,37.0,0.0,37.0
41,42,0.0,43.0,0.0,43.0
41,61,0.0,43.0,0.0,43.0
42,43,0.0,45.0,0.0,45.0
42,62,0.0,38.0,0.0,38.0
43,44,0.0,40.0,0.0,40.0
43,63,0.0,42.0,0.0,42.0
44,45,0.0,37.0,0.0,37.0
44,64,0.0,43.0,0.0,43.0
45,46,0.0,39.0,0.0,39.0
45,65,0.0,43.0,0.0,43.0
46,47,0.0,44.0,0.0,44.0
46,66,0.0,39.0,0.0,39.0
47,48,0.0,41.0,0.0,41.0
47,67,0.0,41.0,0.0,41.0
48,49,0.0,37.0,0.0,37.0
48,68,0.0,43.0,0.0,43.0
49,50,0.0,44.0,0.0,44.0
49,69,0.0,41.0,0.0,41.0
50,51,0.0,39.0,0.0,39.0
50,70,0.0,38.0,0.0,38.0
51,52,0.0,38.0,0.0,38.0
51,71,0.0,40.0,0.0,40.0
52,53,0.0,42.0,0.0,42.0
52,72,0.0,41.0,0.0,41.0
53,54,0.0,45.0,0.0,45.0
53,73,0.0,37.0,0.0,37.0
54,55,0.0,45.0,0.0,45.0
54,74,0.0,37.0,0.0,37.0
55,56,0.0,37.0,0.0,37.0
55,75,0.0,39.0,0.0,39.0
56,57,0.0,42.0,0.0,42.0
56,76,0.0,39.0,0.0,39.0
57,58,0.0,38.0,0.0,38.0
57,77,0.0,45.0,0.0,45.0
58,59,0.0,45.0,0.0,45.0
58,78,0.0,44.0,0.0,44.0
59,79,0.0,44.0,0.0,44.0
60,61,0.0,42.0,0.0,42.0
60,80,0.0,41.0,0.0,41.0
61,62,0.0,38.0,0.0,38.0
61,81,0.0,38.0,0.0,38.0
62,63,0.0,44.0,0.0,44.0
62,82,0.0,40.0,0.0,40.0
63,64,0.0,38.0,0.0,38.0
63,83,0.0,41.0,0.0,41.0
64,65,0.0,40.0,0.0,40.0
64,84,0.0,39.0,0.0,39.0
65,66,0.0,38.0,0.0,38.0
65,85,0.0,38.0,0.0,38.0
66,67,0.0,44.0,0.0,44.0
66,86,0.0,44.0,0.0,44.0
67,68,0.0,42.0,0.0,42.0
67,87,0.0,37.0,0.0,37.0
68,69,0.0,40.0,0.0,40.0
68,88,0.0,37.0,0.0,37.0
69,70,0.0,43.0,0.0,43.0
69,89,0.0,37.0,0.0,37.0
70,71,0.0,43.0,0.0,43.0
70,90,0.0,41.0,0.0,41.0
71,72,0.0,39.0,0.0,39.0
71,91,0.0,45.0,0.0,45.0
72,73,0.0,41.0,0.0,41.0
72,92,0.0,41.0,0.0,41.0
73,74,0.0,44.0,0.0,44.0
73,93,0.0,45.0,0.0,45.0
74,75,0.0,38.0,0.0,38.0
74,94,0.0,40.0,0.0,40.0
75,76,0.0,43.0,0.0,43.0
75,95,0.0,41.0,0.0,41.0
76,77,0.0,40.0,0.0,40.0
76,96,0.0,41.0,0.0,41.0
77,78,0.0,40.0,0.0,40.0
77,97,0.0,45.0,0.0,45.0
78,79,0.0,37.0,0.0,37.0
78,98,0.0,45.0,0.0,45.0
79,99,0.0,45.0,0.0,45.0
80,81,0.0,37.0,0.0,37.0
80,100,0.0,40.0,0.0,40.0
81,82,0.0,37.0,0.0,37.0
81,101,0.0,38.0,0.0,38.0
82,83,0.0,41.0,0.0,41.0
82,102,0.0,37.0,0.0,37.0
83,84,0.0,43.0,0.0,43.0
83,103,0.0,41.0,0.0,41.0
84,85,0.0,39.0,0.0,39.0
84,104,0.0,42.0,0.0,42.0
85,86,0.0,38.0,0.0,38.0
85,105,0.0,44.0,0.0,44.0
86,87,0.0,41.0,0.0,41.0
86,106,0.0,37.0,0.0,37.0
87,88,0.0,39.0,0.0,39.0
87,107,0.0,43.0,0.0,43.0
88,89,0.0,39.0,0.0,39.0
88,108,0.0,40.0,0.0,40.0
89,90,0.0,42.0,0.0,42.0
89,109,0.0,45.0,0.0,45.0
90,91,0.0,39.0,0.0,39.0
90,110,0.0,42.0,0.0,42.0
91,92,0.0,44.0,0.0,44.0
91,111,0.0,45.0,0.0,45.0
92,93,0.0,39.0,0.0,39.0
92,112,0.0,43.0,0.0,43.0
93,94,0.0,41.0,0.0,41.0
93,113,0.0,45.0,0.0,45.0
94,95,0.0,41.0,0.0,41.0
94,114,0.0,41.0,0.0,41.0
95,96,0.0,39.0,0.0,39.0
95,115,0.0,40.0,0.0,40.0
96,97,0.0,45.0,0.0,45.0
96,116,0.0,41.0,0.0,41.0
97,98,0.0,38.0,0.0,38.0
97,117,0.0,44.0,0.0,44.0
98,99,0.0,38.0,0.0,38.0
98,118,0.0,37.0,0.0,37.0
99,119,0.0,41.0,0.0,41.0
100,101,0.0,38.0,0.0,38.0
100,120,0.0,39.0,0.0,39.0
101,102,0.0,45.0,0.0,45.0
101,121,0.0,38.0,0.0,38.0
102,103,0.0,42.0,0.0,42.0
102,122,0.0,44.0,0.0,44.0
103,104,0.0,38.0,0.0,38.0
103,123,0.0,42.0,0.0,42.0
104,105,0.0,41.0,0.0,41.0
104,124,0.0,44.0,0.0,44.0
105,106,0.0,41.0,0.0,41.0
105,125,0.0,44.0,0.0,44.0
106,107,0.0,44.0,0.0,44.0
106,126,0.0,37.0,0.0,37.0
107,108,0.0,40.0,0.0,40.0
107,127,0.0,38.0,0.0,38.0
108,109,0.0,42.0,0.0,42.0
108,128,0.0,44.0,0.0,44.0
109,110,0.0,39.0,0.0,39.0
109,129,0.0,37.0,0.0,37.0
110,111,0.0,37.0,0.0,37.0
110,130,0.0,39.0,0.0,39.0
111,112,0.0,38.0,0.0,38.0
111,131,0.0,40.0,0.0,40.0
112,113,0.0,38.0,0.0,38.0
112,132,0.0,45.0,0.0,45.0
113,114,0.0,39.0,0.0,39.0
113,133,0.0,38.0,0.0,38.0
114,115,0.0,37.0,0.0,37.0
114,134,0.0,42.0,0.0,42.0
115,116,0.0,41.0,0.0,41.0
115,135,0.0,45.0,0.0,45.0
116,117,0.0,41.0,0.0,41.0
116,136,0.0,39.0,0.0,39.0
117,118,0.0,45.0,0.0,45.0
117,137,0.0,38.0,0.0,38.0
118,119,0.0,43.0,0.0,43.0
118,138,0.0,38.0,0.0,38.0
119,139,0.0,45.0,0.0,45.0
120,121,0.0,43.0,0.0,43.0
120,140,0.0,43.0,0.0,43.0
121,122,0.0,37.0,0.0,37.0
121,141,0.0,44.0,0.0,44.0
122,123,0.0,37.0,0.0,37.0
122,142,0.0,43.0,0.0,43.0
123,124,0.0,40.0,0.0,40.0
123,143,0.0,43.0,0.0,43.0
124,125,0.0,40.0,0.0,40.0
124,144,0.0,43.0,0.0,43.0
125,126,0.0,41.0,0.0,41.0
125,145,0.0,42.0,0.0,42.0
126,127,0.0,45.0,0.0,45.0
126,146,0.0,45.0,0.0,45.0
127,128,0.0,43.0,0.0,43.0
127,147,0.0,41.0,0.0,41.0
128,129,0.0,45.0,0.0,45.0
128,148,0.0,40.0,0.0,40.0
129,130,0.0,42.0,0.0,42.0
129,149,0.0,37.0,0.0,37.0
130,131,0.0,44.0,0.0,44.0
130,150,0.0,8.0,0.0,8.0
131,132,0.0,43.0,0.0,43.0
131,151,0.0,7.0,0.0,7.0
132,133,0.0,44.0,0.0,44.0
132,152,0.0,8.0,0.0,8.0
133,134,0.0,45.0,0.0,45.0
133,153,0.0,7.0,0.0,7.0
134,135,0.0,39.0,0.0,39.0
134,154,0.0,3.0,0.0,3.0
135,136,0.0,43.0,0.0,43.0
135,155,0.0,9.0,0.0,9.0
136,137,0.0,45.0,0.0,45.0
136,156,0.0,2.0,0.0,2.0
137,138,0.0,44.0,0.0,44.0
137,157,0.0,2.0,0.0,2.0
138,139,0.0,39.0,0.0,39.0
138,158,0.0,4.0,0.0,4.0
139,159,0.0,6.0,0.0,6.0
140,141,0.0,45.0,0.0,45.0
140,160,0.0,9.0,0.0,9.0
141,142,0.0,43.0,0.0,43.0
141,161,0.0,1.0,0.0,1.0
142,143,0.0,43.0,0.0,43.0
142,162,0.0,9.0,0.0,9.0
143,144,0.0,41.0,0.0,41.0
143,163,0.0,2.0,0.0,2.0
144,145,0.0,39.0,0.0,39.0
144,164,0.0,9.0,0.0,9.0
145,146,0.0,42.0,0.0,42.0
145,165,0.0,7.0,0.0,7.0
146,147,0.0,45.0,0.0,45.0
146,166,0.0,9.0,0.0,9.0
147,148,0.0,40.0,0.0,40.0
147,167,0.0,3.0,0.0,3.0
148,149,0.0,42.0,0.0,42.0
148,168,0.0,6.0,0.0,6.0
149,150,0.0,6.0,0.0,6.0
149,169,0.0,8.0,0.0,8.0
150,151,0.0,3.0,0.0,3.0
150,170,0.0,7.0,0.0,7.0
151,152,0.0,6.0,0.0,6.0
151,171,0.0,4.0,0.0,4.0
152,153,0.0,1.0,0.0,1.0
152,172,0.0,1.0,0.0,1.0
153,154,0.0,8.0,0.0,8.0
153,173,0.0,2.0,0.0,2.0
154,155,0.0,9.0,0.0,9.0
154,174,0.0,5.0,0.0,5.0
155,156,0.0,5.0,0.0,5.0
155,175,0.0,6.0,0.0,6.0
156,157,0.0,8.0,0.0,8.0
156,176,0.0,8.0,0.0,8.0
157,158,0.0,7.0,0.0,7.0
157,177,0.0,7.0,0.0,7.0
158,159,0.0,5.0,0.0,5.0
158,178,0.0,8.0,0.0,8.0
159,179,0.0,3.0,0.0,3.0
160,161,0.0,3.0,0.0,3.0
160,180,0.0,4.0,0.0,4.0
161,162,0.0,5.0,0.0,5.0
161,181,0.0,9.0,0.0,9.0
162,163,0.0,2.0,0.0,2.0
162,182,0.0,2.0,0.0,2.0
163,164,0.0,7.0,0.0,7.0
163,183,0.0,1.0,0.0,1.0
164,165,0.0,5.0,0.0,5.0
164,184,0.0,7.0,0.0,7.0
165,166,0.0,4.0,0.0,4.0
165,185,0.0,2.0,0.0,2.0
166,167,0.0,8.0,0.0,8.0
166,186,0.0,7.0,0.0,7.0
167,168,0.0,2.0,0.0,2.0
167,187,0.0,3.0,0.0,3.0
168,169,0.0,4.0,0.0,4.0
168,188,0.0,4.0,0.0,4.0
169,170,0.0,5.0,0.0,5.0
169,189,0.0,6.0,0.0,6.0
170,171,0.0,6.0,0.0,6.0
170,190,0.0,4.0,0.0,4.0
171,172,0.0,7.0,0.0,7.0
171,191,0.0,4.0,0.0,4.0
172,173,0.0,4.0,0.0,4.0
172,192,0.0,6.0,0.0,6.0
173,174,0.0,3.0,0.0,3.0
173,193,0.0,6.0,0.0,6.0
174,175,0.0,9.0,0.0,9.0
174,194,0.0,8.0,0.0,8.0
175,176,0.0,5.0,0.0,5.0
175,195,0.0,5.0,0.0,5.0
176,177,0.0,1.0,0.0,1.0
176,196,0.0,5.0,0.0,5.0
177,178,0.0,4.0,0.0,4.0
177,197,0.0,4.0,0.0,4.0
178,179,0.0,8.0,0.0,8.0
178,198,0.0,8.0,0.0,8.0
179,199,0.0,8.0,0.0,8.0
180,181,0.0,2.0,0.0,2.0
180,200,0.0,6.0,0.0,6.0
181,182,0.0,9.0,0.0,9.0
181,201,0.0,5.0,0.0,5.0
182,183,0.0,1.0,0.0,1.0
182,202,0.0,2.0,0.0,2.0
183,184,0.0,4.0,0.0,4.0
183,203,0.0,4.0,0.0,4.0
184,185,0.0,9.0,0.0,9.0
184,204,0.0,2.0,0.0,2.0
185,186,0.0,4.0,0.0,4.0
185,205,0.0,7.0,0.0,7.0
186,187,0.0,3.0,0.0,3.0
186,206,0.0,9.0,0.0,9.0
187,188,0.0,3.0,0.0,3.0
187,207,0.0,8.0,0.0,8.0
188,189,0.0,6.0,0.0,6.0
188,208,0.0,5.0,0.0,5.0
189,190,0.0,3.0,0.0,3.0
189,209,0.0,1.0,0.0,1.0
190,191,0.0,3.0,0.0,3.0
190,210,0.0,3.0,0.0,3.0
191,192,0.0,4.0,0.0,4.0
191,211,0.0,2.0,0.0,2.0
192,193,0.0,7.0,0.0,7.0
192,212,0.0,5.0,0.0,5.0
193,194,0.0,4.0,0.0,4.0
193,213,0.0,5.0,0.0,5.0
194,195,0.0,2.0,0.0,2.0
194,214,0.0,5.0,0.0,5.0
195,196,0.0,8.0,0.0,8.0
195,215,0.0,3.0,0.0,3.0
196,197,0.0,6.0,0.0,6.0
196,216,0.0,7.0,0.0,7.0
197,198,0.0,9.0,0.0,9.0
197,217,0.0,1.0,0.0,1.0
198,199,0.0,9.0,0.0,9.0
198,218,0.0,4.0,0.0,4.0
199,219,0.0,5.0,0.0,5.0
200,201,0.0,5.0,0.0,5.0
200,220,0.0,1.0,0.0,1.0
201,202,0.0,9.0,0.0,9.0
201,221,0.0,1.0,0.0,1.0
202,203,0.0,6.0,0.0,6.0
202,222,0.0,5.0,0.0,5.0
203,204,0.0,6.0,0.0,6.0
203,223,0.0,1.0,0.0,1.0
204,205,0.0,3.0,0.0,3.0
204,224,0.0,5.0,0.0,5.0
205,206,0.0,1.0,0.0,1.0
205,225,0.0,9.0,0.0,9.0
206,207,0.0,2.0,0.0,2.0
206,226,0.0,5.0,0.0,5.0
207,208,0.0,7.0,0.0,7.0
207,227,0.0,2.0,0.0,2.0
208,209,0.0,2.0,0.0,2.0
208,228,0.0,5.0,0.0,5.0
209,210,0.0,6.0,0.0,6.0
209,229,0.0,4.0,0.0,4.0
210,211,0.0,5.0,0.0,5.0
210,230,0.0,7.0,0.0,7.0
211,212,0.0,4.0,0.0,4.0
211,231,0.0,9.0,0.0,9.0
212,213,0.0,4.0,0.0,4.0
212,232,0.0,3.0,0.0,3.0
213,214,0.0,2.0,0.0,2.0
213,233,0.0,3.0,0.0,3.0
214,215,0.0,4.0,0.0,4.0
214,234,0.0,2.0,0.0,2.0
215,216,0.0,3.0,0.0,3.0
215,235,0.0,7.0,0.0,7.0
216,217,0.0,2.0,0.0,2.0
216,236,0.0,4.0,0.0,4.0
217,218,0.0,3.0,0.0,3.0
217,237,0.0,6.0,0.0,6.0
218,219,0.0,7.0,0.0,7.0
218,238,0.0,6.0,0.0,6.0
219,239,0.0,8.0,0.0,8.0
220,221,0.0,5.0,0.0,5.0
220,240,0.0,6.0,0.0,6.0
221,222,0.0,4.0,0.0,4.0
221,241,0.0,1.0,0.0,1.0
222,223,0.0,1.0,0.0,1.0
222,242,0.0,3.0,0.0,3.0
223,224,0.0,2.0,0.0,2.0
223,243,0.0,9.0,0.0,9.0
224,225,0.0,1.0,0.0,1.0
224,244,0.0,7.0,0.0,7.0
225,226,0.0,7.0,0.0,7.0
225,245,0.0,4.0,0.0,4.0
226,227,0.0,2.0,0.0,2.0
226,246,0.0,3.0,0.0,3.0
227,228,0.0,3.0,0.0,3.0
227,247,0.0,3.0,0.0,3.0
228,229,0.0,2.0,0.0,2.0
228,248,0.0,7.0,0.0,7.0
229,230,0.0,1.0,0.0,1.0
229,249,0.0,8.0,0.0,8.0
230,231,0.0,8.0,0.0,8.0
230,250,0.0,7.0,0.0,7.0
231,232,0.0,6.0,0.0,6.0
231,251,0.0,4.0,0.0,4.0
232,233,0.0,3.0,0.0,3.0
232,252,0.0,5.0,0.0,5.0
233,234,0.0,5.0,0.0,5.0
233,253,0.0,6.0,0.0,6.0
234,235,0.0,7.0,0.0,7.0
234,254,0.0,9.0,0.0,9.0
235,236,0.0,4.0,0.0,4.0
235,255,0.0,9.0,0.0,9.0
236,237,0.0,7.0,0.0,7.0
236,256,0.0,6.0,0.0,6.0
237,238,0.0,8.0,0.0,8.0
237,257,0.0,7.0,0.0,7.0
238,239,0.0,2.0,0.0,2.0
238,258,0.0,7.0,0.0,7.0
239,259,0.0,6.0,0.0,6.0
240,241,0.0,8.0,0.0,8.0
240,260,0.0,8.0,0.0,8.0
241,242,0.0,4.0,0.0,4.0
241,261,0.0,9.0,0.0,9.0
242,243,0.0,8.0,0.0,8.0
242,262,0.0,6.0,0.0,6.0
243,244,0.0,9.0,0.0,9.0
243,263,0.0,8.0,0.0,8.0
244,245,0.0,2.0,0.0,2.0
244,264,0.0,5.0,0.0,5.0
245,246,0.0,9.0,0.0,9.0
245,265,0.0,5.0,0.0,5.0
246,247,0.0,2.0,0.0,2.0
246,266,0.0,6.0,0.0,6.0
247,248,0.0,5.0,0.0,5.0
247,267,0.0,3.0,0.0,3.0
248,249,0.0,3.0,0.0,3.0
248,268,0.0,7.0,0.0,7.0
249,250,0.0,2.0,0.0,2.0
249,269,0.0,6.0,0.0,6.0
250,251,0.0,6.0,0.0,6.0
250,270,0.0,1.0,0.0,1.0
251,252,0.0,4.0,0.0,4.0
251,271,0.0,9.0,0.0,9.0
252,253,0.0,7.0,0.0,7.0
252,272,0.0,3.0,0.0,3.0
253,254,0.0,6.0,0.0,6.0
253,273,0.0,9.0,0.0,9.0
254,255,0.0,1.0,0.0,1.0
254,274,0.0,6.0,0.0,6.0
255,256,0.0,9.0,0.0,9.0
255,275,0.0,9.0,0.0,9.0
256,257,0.0,6.0,0.0,6.0
256,276,0.0,2.0,0.0,2.0
257,258,0.0,8.0,0.0,8.0
257,277,0.0,7.0,0.0,7.0
258,259,0.0,8.0,0.0,8.0
258,278,0.0,9.0,0.0,9.0
259,279,0.0,7.0,0.0,7.0
260,261,0.0,6.0,0.0,6.0
260,280,0.0,4.0,0.0,4.0
261,262,0.0,9.0,0.0,9.0
261,281,0.0,4.0,0.0,4.0
262,263,0.0,3.0,0.0,3.0
262,282,0.0,7.0,0.0,7.0
263,264,0.0,1.0,0.0,1.0
263,283,0.0,3.0,0.0,3.0
264,265,0.0,3.0,0.0,3.0
264,284,0.0,6.0,0.0,6.0
265,266,0.0,1.0,0.0,1.0
265,285,0.0,7.0,0.0,7.0
266,267,0.0,4.0,0.0,4.0
266,286,0.0,8.0,0.0,8.0
267,268,0.0,3.0,0.0,3.0
267,287,0.0,8.0,0.0,8.0
268,269,0.0,4.0,0.0,4.0
268,288,0.0,7.0,0.0,7.0
269,270,0.0,1.0,0.0,1.0
269,289,0.0,3.0,0.0,3.0
270,271,0.0,9.0,0.0,9.0
270,290,0.0,7.0,0.0,7.0
271,272,0.0,4.0,0.0,4.0
271,291,0.0,4.0,0.0,4.0
272,273,0.0,7.0,0.0,7.0
272,292,0.0,7.0,0.0,7.0
273,274,0.0,8.0,0.0,8.0
273,293,0.0,8.0,0.0,8.0
274,275,0.0,8.0,0.0,8.0
274,294,0.0,9.0,0.0,9.0
275,276,0.0,8.0,0.0,8.0
275,295,0.0,6.0,0.0,6.0
276,277,0.0,3.0,0.0,3.0
276,296,0.0,3.0,0.0,3.0
277,278,0.0,3.0,0.0,3.0
277,297,0.0,4.0,0.0,4.0
278,279,0.0,4.0,0.0,4.0
278,298,0.0,6.0,0.0,6.0
279,299,0.0,8.0,0.0,8.0
280,281,0.0,1.0,0.0,1.0
280,300,0.0,7.0,0.0,7.0
281,282,0.0,7.0,0.0,7.0
281,301,0.0,3.0,0.0,3.0
282,283,0.0,7.0,0.0,7.0
282,302,0.0,5.0,0.0,5.0
283,284,0.0,9.0,0.0,9.0
283,303,0.0,3.0,0.0,3.0
284,285,0.0,9.0,0.0,9.0
284,304,0.0,5.0,0.0,5.0
285,286,0.0,4.0,0.0,4.0
285,305,0.0,6.0,0.0,6.0
286,287,0.0,7.0,0.0,7.0
286,306,0.0,9.0,0.0,9.0
287,288,0.0,7.0,0.0,7.0
287,307,0.0,3.0,0.0,3.0
288,289,0.0,7.0,0.0,7.0
288,308,0.0,1.0,0.0,1.0
289,290,0.0,2.0,0.0,2.0
289,309,0.0,1.0,0.0,1.0
290,291,0.0,5.0,0.0,5.0
290,310,0.0,1.0,0.0,1.0
291,292,0.0,5.0,0.0,5.0
291,311,0.0,1.0,0.0,1.0
292,293,0.0,2.0,0.0,2.0
292,312,0.0,8.0,0.0,8.0
293,294,0.0,3.0,0.0,3.0
293,313,0.0,7.0,0.0,7.0
294,295,0.0,6.0,0.0,6.0
294,314,0.0,4.0,0.0,4.0
295,296,0.0,3.0,0.0,3.0
295,315,0.0,8.0,0.0,8.0
296,297,0.0,5.0,0.0,5.0
296,316,0.0,6.0,0.0,6.0
297,298,0.0,1.0,0.0,1.0
297,317,0.0,1.0,0.0,1.0
298,299,0.0,7.0,0.0,7.0
298,318,0.0,2.0,0.0,2.0
299,319,0.0,5.0,0.0,5.0
300,301,0.0,8.0,0.0,8.0
300,320,0.0,4.0,0.0,4.0
301,302,0.0,1.0,0.0,1.0
301,321,0.0,4.0,0.0,4.0
302,303,0.0,1.0,0.0,1.0
302,322,0.0,6.0,0.0,6.0
303,304,0.0,7.0,0.0,7.0
303,323,0.0,1.0,0.0,1.0
304,305,0.0,3.0,0.0,3.0
304,324,0.0,9.0,0.0,9.0
305,306,0.0,7.0,0.0,7.0
305,325,0.0,7.0,0.0,7.0
306,307,0.0,5.0,0.0,5.0
306,326,0.0,8.0,0.0,8.0
307,308,0.0,3.0,0.0,3.0
307,327,0.0,9.0,0.0,9.0
308,309,0.0,7.0,0.0,7.0
308,328,0.0,3.0,0.0,3.0
309,310,0.0,2.0,0.0,2.0
309,329,0.0,3.0,0.0,3.0
310,311,0.0,9.0,0.0,9.0
310,330,0.0,8.0,0.0,8.0
311,312,0.0,8.0,0.0,8.0
311,331,0.0,6.0,0.0,6.0
312,313,0.0,1.0,0.0,1.0
312,332,0.0,8.0,0.0,8.0
313,314,0.0,1.0,0.0,1.0
313,333,0.0,8.0,0.0,8.0
314,315,0.0,1.0,0.0,1.0
314,334,0.0,3.0,0.0,3.0
315,316,0.0,7.0,0.0,7.0
315,335,0.0,9.0,0.0,9.0
316,317,0.0,5.0,0.0,5.0
316,336,0.0,4.0,0.0,4.0
317,318,0.0,2.0,0.0,2.0
317,337,0.0,7.0,0.0,7.0
318,319,0.0,3.0,0.0,3.0
318,338,0.0,4.0,0.0,4.0
319,339,0.0,2.0,0.0,2.0
320,321,0.0,6.0,0.0,6.0
320,340,0.0,1.0,0.0,1.0
321,322,0.0,2.0,0.0,2.0
321,341,0.0,9.0,0.0,9.0
322,323,0.0,6.0,0.0,6.0
322,342,0.0,2.0,0.0,2.0
323,324,0.0,5.0,0.0,5.0
323,343,0.0,3.0,0.0,3.0
324,325,0.0,8.0,0.0,8.0
324,344,0.0,6.0,0.0,6.0
325,326,0.0,7.0,0.0,7.0
325,345,0.0,9.0,0.0,9.0
326,327,0.0,6.0,0.0,6.0
326,346,0.0,6.0,0.0,6.0
327,328,0.0,6.0,0.0,6.0
327,347,0.0,8.0,0.0,8.0
328,329,0.0,8.0,0.0,8.0
328,348,0.0,6.0,0.0,6.0
329,330,0.0,7.0,0.0,7.0
329,349,0.0,6.0,0.0,6.0
330,331,0.0,5.0,0.0,5.0
330,350,0.0,6.0,0.0,6.0
331,332,0.0,6.0,0.0,6.0
331,351,0.0,4.0,0.0,4.0
332,333,0.0,5.0,0.0,5.0
332,352,0.0,9.0,0.0,9.0
333,334,0.0,2.0,0.0,2.0
333,353,0.0,1.0,0.0,1.0
334,335,0.0,4.0,0.0,4.0
334,354,0.0,5.0,0.0,5.0
335,336,0.0,6.0,0.0,6.0
335,355,0.0,4.0,0.0,4.0
336,337,0.0,4.0,0.0,4.0
336,356,0.0,9.0,0.0,9.0
337,338,0.0,7.0,0.0,7.0
337,357,0.0,6.0,0.0,6.0
338,339,0.0,6.0,0.0,6.0
338,358,0.0,5.0,0.0,5.0
339,359,0.0,2.0,0.0,2.0
340,341,0.0,1.0,0.0,1.0
340,360,0.0,4.0,0.0,4.0
341,342,0.0,8.0,0.0,8.0
341,361,0.0,1.0,0.0,1.0
342,343,0.0,7.0,0.0,7.0
342,362,0.0,1.0,0.0,1.0
343,344,0.0,8.0,0.0,8.0
343,363,0.0,2.0,0.0,2.0
344,345,0.0,7.0,0.0,7.0
344,364,0.0,6.0,0.0,6.0
345,346,0.0,2.0,0.0,2.0
345,365,0.0,8.0,0.0,8.0
346,347,0.0,9.0,0.0,9.0
346,366,0.0,5.0,0.0,5.0
347,348,0.0,1.0,0.0,1.0
347,367,0.0,9.0,0.0,9.0
348,349,0.0,7.0,0.0,7.0
348,368,0.0,9.0,0.0,9.0
349,350,0.0,2.0,0.0,2.0
349,369,0.0,9.0,0.0,9.0
350,351,0.0,1.0,0.0,1.0
350,370,0.0,7.0,0.0,7.0
351,352,0.0,4.0,0.0,4.0
351,371,0.0,5.0,0.0,5.0
352,353,0.0,6.0,0.0,6.0
352,372,0.0,8.0,0.0,8.0
353,354,0.0,6.0,0.0,6.0
353,373,0.0,5.0,0.0,5.0
354,355,0.0,4.0,0.0,4.0
354,374,0.0,7.0,0.0,7.0
355,356,0.0,6.0,0.0,6.0
355,375,0.0,2.0,0.0,2.0
