project_id,res_id,cost
1522,1,1171.0
1523,1,1161.0
1524,1,3642.0
1525,1,591.0
1526,1,3143.0
1527,1,1271.0
1528,1,3154.0
1529,1,3319.0
153,1,2249.0
1530,1,932.0
1531,1,936.0
1532,1,2876.0
1533,1,3387.0
1534,1,1847.0
1535,1,3854.0
1536,1,616.0
1537,1,2273.0
1538,1,3563.0
1539,1,1312.0
154,1,3295.0
1540,1,2474.0
1541,1,545.0
1542,1,3018.0
1543,1,1597.0
1544,1,1781.0
1545,1,1110.0
1546,1,901.0
1547,1,2866.0
1548,1,4.0
1549,1,915.0
155,1,1187.0
1550,1,3062.0
1551,1,2388.0
1552,1,4020.0
1553,1,286.0
1554,1,203.0
1555,1,453.0
1556,1,1172.0
1557,1,1426.0
1558,1,3943.0
1559,1,376.0
156,1,1232.0
1560,1,2301.0
1561,1,2513.0
1562,1,1497.0
1563,1,1800.0
1564,1,1344.0
1565,1,2691.0
1566,1,1678.0
1567,1,296.0
1568,1,2061.0
1569,1,2296.0
157,1,2354.0
1570,1,2493.0
1571,1,3970.0
1572,1,1943.0
1573,1,127.0
1574,1,126.0
1575,1,2087.0
1576,1,3835.0
1577,1,3666.0
1578,1,2096.0
1579,1,3347.0
158,1,1895.0
1580,1,1997.0
1581,1,773.0
1582,1,1623.0
1583,1,1720.0
1584,1,694.0
1585,1,2620.0
1586,1,438.0
1587,1,2778.0
1588,1,2669.0
1589,1,664.0
159,1,2025.0
1590,1,3942.0
1591,1,2066.0
1592,1,3662.0
1593,1,2954.0
1594,1,2163.0
1595,1,1872.0
1596,1,2011.0
1597,1,3015.0
1598,1,2438.0
1599,1,3186.0
16,1,3600.0
160,1,2859.0
1600,1,1216.0
1601,1,2435.0
1602,1,2057.0
1603,1,1244.0
1604,1,615.0
1605,1,3443.0
1606,1,1012.0
1607,1,1579.0
1608,1,2129.0
1609,1,3075.0
161,1,2632.0
1610,1,748.0
1611,1,1259.0
1612,1,1701.0
1613,1,2185.0
1614,1,4050.0
1615,1,2301.0
1616,1,3365.0
1617,1,3571.0
1618,1,1156.0
1619,1,2074.0
162,1,3682.0
1620,1,2395.0
1621,1,1516.0
1622,1,591.0
1623,1,2734.0
1624,1,3574.0
1625,1,971.0
1626,1,413.0
1627,1,1529.0
1628,1,2692.0
1629,1,1472.0
163,1,2215.0
1630,1,3843.0
1631,1,2114.0
1632,1,2993.0
1633,1,3801.0
1634,1,3825.0
1635,1,3117.0
1636,1,66.0
1637,1,562.0
1638,1,3628.0
1639,1,170.0
164,1,3376.0
1640,1,1565.0
1641,1,940.0
1642,1,725.0
1643,1,1093.0
1644,1,42.0
1645,1,2374.0
1646,1,547.0
1647,1,202.0
1648,1,2864.0
1649,1,3630.0
165,1,3412.0
1650,1,3981.0
1651,1,757.0
1652,1,3276.0
1653,1,4081.0
1654,1,1504.0
1655,1,1187.0
1656,1,2858.0
1657,1,2987.0
1658,1,2280.0
1659,1,3568.0
166,1,1236.0
1660,1,1908.0
1661,1,3295.0
1662,1,1142.0
1663,1,573.0
1664,1,2699.0
1665,1,2755.0
1666,1,1974.0
1667,1,2053.0
1668,1,3234.0
1669,1,2697.0
167,1,3742.0
1670,1,1394.0
1671,1,785.0
1672,1,1659.0
1673,1,1412.0
1674,1,358.0
1675,1,213.0
1676,1,3173.0
1677,1,2187.0
1678,1,2872.0
1679,1,959.0
168,1,44.0
1680,1,132.0
1681,1,391.0
1682,1,1997.0
1683,1,1095.0
1684,1,370.0
1685,1,2802.0
1686,1,3014.0
1687,1,3104.0
1688,1,367.0
1689,1,2856.0
169,1,2032.0
1690,1,827.0
1691,1,1297.0
1692,1,3711.0
1693,1,231.0
1694,1,1722.0
1695,1,1315.0
1696,1,2689.0
1697,1,3349.0
1698,1,3422.0
1699,1,3109.0
17,1,3698.0
170,1,2942.0
1700,1,1070.0
1701,1,3171.0
1702,1,460.0
1703,1,419.0
1704,1,222.0
1705,1,3668.0
1706,1,3626.0
1707,1,3783.0
1708,1,2472.0
1709,1,2475.0
171,1,2323.0
1710,1,3783.0
1711,1,1114.0
1712,1,2810.0
1713,1,3291.0
1714,1,1696.0
1715,1,588.0
1716,1,2300.0
1717,1,2380.0
1718,1,1260.0
1719,1,3597.0
172,1,4063.0
1720,1,2726.0
1721,1,1486.0
1722,1,957.0
1723,1,475.0
1724,1,2324.0
1725,1,689.0
1726,1,1951.0
1727,1,685.0
1728,1,3464.0
1729,1,2779.0
173,1,2494.0
1730,1,1424.0
1731,1,1810.0
1732,1,713.0
1733,1,896.0
1734,1,1124.0
1735,1,3450.0
1736,1,3531.0
1737,1,1361.0
1738,1,1180.0
1739,1,43.0
174,1,2322.0
1740,1,3368.0
1741,1,2077.0
1742,1,1589.0
1743,1,1375.0
1744,1,467.0
1745,1,1091.0
1746,1,2132.0
1747,1,3477.0
1748,1,1627.0
1749,1,2219.0
175,1,2180.0
1750,1,1885.0
1751,1,516.0
1752,1,3306.0
1753,1,3238.0
1754,1,1051.0
1755,1,3018.0
1756,1,2654.0
1757,1,2903.0
1758,1,1500.0
1759,1,408.0
176,1,2712.0
1760,1,4064.0
1761,1,3177.0
1762,1,3924.0
1763,1,2694.0
1764,1,3565.0
1765,1,3657.0
1766,1,2955.0
1767,1,2479.0
1768,1,1350.0
1769,1,2429.0
177,1,3262.0
1770,1,1195.0
1771,1,1603.0
1772,1,1035.0
1773,1,746.0
1774,1,1548.0
1775,1,344.0
1776,1,1106.0
1777,1,1413.0
1778,1,2189.0
1779,1,1952.0
178,1,3314.0
1780,1,1717.0
1781,1,152.0
1782,1,3979.0
1783,1,2569.0
1784,1,300.0
1785,1,3187.0
1786,1,278.0
1787,1,2130.0
1788,1,2447.0
1789,1,487.0
179,1,374.0
1790,1,419.0
1791,1,724.0
1792,1,1280.0
1793,1,2781.0
1794,1,2239.0
1795,1,3820.0
1796,1,1856.0
1797,1,3047.0
1798,1,2234.0
1799,1,1854.0
18,1,3871.0
180,1,34.0
1800,1,2685.0
1801,1,838.0
1802,1,687.0
1803,1,431.0
1804,1,324.0
1805,1,3157.0
1806,1,2963.0
1807,1,127.0
1808,1,2608.0
1809,1,3454.0
181,1,589.0
1810,1,2723.0
1811,1,3354.0
1812,1,1956.0
1813,1,749.0
1814,1,2350.0
1815,1,3973.0
1816,1,1929.0
1817,1,1705.0
1818,1,528.0
1819,1,3438.0
182,1,2267.0
1820,1,2711.0
1821,1,3476.0
1822,1,1168.0
1823,1,597.0
1824,1,200.0
1825,1,660.0
1826,1,2644.0
1827,1,2947.0
1828,1,3180.0
1829,1,3352.0
183,1,2759.0
1830,1,491.0
1831,1,2531.0
1832,1,280.0
1833,1,2546.0
1834,1,2679.0
1835,1,3134.0
1836,1,2510.0
1837,1,585.0
1838,1,575.0
1839,1,2566.0
184,1,3129.0
1840,1,3908.0
1841,1,3144.0
1842,1,2222.0
1843,1,2820.0
1844,1,2137.0
1845,1,98.0
1846,1,2589.0
1847,1,4002.0
1848,1,3148.0
1849,1,2777.0
185,1,10.0
1850,1,3053.0
1851,1,2966.0
1852,1,753.0
1853,1,3554.0
1854,1,457.0
1855,1,1457.0
1856,1,1318.0
1857,1,2636.0
1858,1,4087.0
1859,1,1310.0
186,1,3338.0
1860,1,2248.0
1861,1,3765.0
1862,1,1220.0
1863,1,1494.0
1864,1,2946.0
1865,1,2727.0
1866,1,1113.0
1867,1,28.0
1868,1,3171.0
1869,1,795.0
187,1,776.0
1870,1,3457.0
1871,1,1166.0
1872,1,285.0
1873,1,2748.0
1874,1,3748.0
1875,1,1347.0
1876,1,2976.0
1877,1,2477.0
1878,1,336.0
1879,1,3882.0
188,1,1372.0
1880,1,1398.0
1881,1,3695.0
1882,1,3272.0
1883,1,2633.0
1884,1,3076.0
1885,1,470.0
1886,1,3676.0
1887,1,922.0
1888,1,2094.0
1889,1,1157.0
189,1,3999.0
1890,1,74.0
1891,1,2373.0
1892,1,3699.0
1893,1,860.0
1894,1,2559.0
1895,1,683.0
1896,1,1160.0
1897,1,2496.0
1898,1,624.0
1899,1,1579.0
19,1,2948.0
190,1,2140.0
1900,1,494.0
1901,1,2957.0
1902,1,3954.0
1903,1,3671.0
1904,1,1147.0
1905,1,1319.0
1906,1,824.0
1907,1,1043.0
1908,1,3307.0
1909,1,3463.0
191,1,3263.0
1910,1,1106.0
1911,1,1774.0
1912,1,134.0
1913,1,1608.0
1914,1,1797.0
1915,1,2011.0
1916,1,508.0
1917,1,986.0
1918,1,2693.0
1919,1,330.0
192,1,3505.0
1920,1,1343.0
1921,1,2080.0
1922,1,2391.0
1923,1,3710.0
1924,1,3139.0
1925,1,199.0
1926,1,3763.0
1927,1,1986.0
1928,1,3835.0
1929,1,1334.0
193,1,2996.0
1930,1,3592.0
1931,1,3340.0
1932,1,1980.0
1933,1,2898.0
1934,1,2649.0
1935,1,2204.0
1936,1,1136.0
1937,1,1996.0
1938,1,3336.0
1939,1,2462.0
194,1,2729.0
1940,1,3406.0
1941,1,3059.0
1942,1,3194.0
1943,1,2317.0
1944,1,3483.0
1945,1,1970.0
1946,1,528.0
1947,1,3025.0
1948,1,3419.0
1949,1,3230.0
195,1,369.0
1950,1,2514.0
1951,1,3355.0
1952,1,933.0
1953,1,534.0
1954,1,235.0
1955,1,3246.0
1956,1,3740.0
1957,1,2903.0
1958,1,1546.0
1959,1,1373.0
196,1,1414.0
1960,1,3940.0
1961,1,3898.0
1962,1,3536.0
1963,1,995.0
1964,1,666.0
1965,1,455.0
1966,1,535.0
1967,1,3145.0
1968,1,3972.0
1969,1,4039.0
197,1,3786.0
1970,1,1973.0
1971,1,3213.0
1972,1,1563.0
1973,1,1666.0
1974,1,1103.0
1975,1,277.0
1976,1,1010.0
1977,1,1613.0
1978,1,3606.0
1979,1,1993.0
198,1,2171.0
1980,1,2907.0
1981,1,3095.0
1982,1,323.0
1983,1,1658.0
1984,1,3963.0
1985,1,2770.0
1986,1,2729.0
1987,1,455.0
1988,1,785.0
1989,1,3822.0
199,1,1065.0
1990,1,252.0
1991,1,476.0
1992,1,789.0
1993,1,2084.0
1994,1,1460.0
1995,1,3178.0
1996,1,3178.0
1997,1,538.0
1998,1,1078.0
1999,1,2980.0
2,1,3088.0
20,1,826.0
200,1,2615.0
2000,1,2475.0
2001,1,254.0
2002,1,2618.0
2003,1,2490.0
2004,1,3817.0
2005,1,2726.0
2006,1,2240.0
2007,1,699.0
2008,1,2510.0
2009,1,883.0
201,1,4011.0
2010,1,3586.0
2011,1,2161.0
2012,1,14.0
2013,1,3303.0
2014,1,2950.0
2015,1,2800.0
2016,1,3853.0
2017,1,711.0
2018,1,3701.0
2019,1,2431.0
202,1,1544.0
2020,1,3525.0
2021,1,3894.0
2022,1,2666.0
2023,1,1680.0
203,1,2082.0
204,1,2264.0
205,1,3774.0
206,1,2390.0
207,1,1141.0
208,1,2169.0
209,1,3995.0
21,1,576.0
210,1,3089.0
211,1,1968.0
212,1,1454.0
213,1,540.0
214,1,2414.0
215,1,948.0
216,1,2787.0
217,1,2213.0
218,1,1419.0
219,1,3539.0
22,1,4070.0
220,1,1332.0
221,1,891.0
222,1,3550.0
223,1,2536.0
224,1,3283.0
225,1,1571.0
226,1,1763.0
227,1,2417.0
228,1,3599.0
229,1,4002.0
23,1,2107.0
230,1,3980.0
231,1,2843.0
232,1,1421.0
233,1,3556.0
234,1,918.0
235,1,586.0
236,1,2143.0
237,1,3819.0
238,1,617.0
239,1,1499.0
24,1,2748.0
240,1,1223.0
241,1,1899.0
242,1,3086.0
243,1,1953.0
244,1,3351.0
245,1,3734.0
246,1,1285.0
247,1,1719.0
248,1,2737.0
249,1,2557.0
25,1,3828.0
250,1,894.0
251,1,376.0
252,1,1260.0
253,1,3879.0
254,1,2415.0
255,1,3006.0
256,1,1598.0
257,1,314.0
258,1,479.0
259,1,3596.0
26,1,1929.0
260,1,1193.0
261,1,1716.0
262,1,3226.0
263,1,3567.0
264,1,2974.0
265,1,1143.0
266,1,1903.0
267,1,3749.0
268,1,1764.0
269,1,3492.0
27,1,296.0
270,1,3692.0
271,1,634.0
272,1,2607.0
273,1,3252.0
274,1,2822.0
275,1,4089.0
276,1,3191.0
277,1,3100.0
278,1,2211.0
279,1,605.0
28,1,1439.0
280,1,2605.0
281,1,2180.0
282,1,395.0
283,1,144.0
284,1,969.0
285,1,922.0
286,1,1767.0
287,1,2776.0
288,1,1427.0
289,1,1764.0
29,1,908.0
290,1,2782.0
291,1,1558.0
292,1,3765.0
293,1,646.0
294,1,3768.0
295,1,3534.0
296,1,1120.0
297,1,1620.0
298,1,834.0
299,1,1734.0
3,1,4077.0
30,1,2305.0
300,1,1122.0
301,1,1441.0
302,1,1565.0
303,1,22.0
304,1,2588.0
305,1,1494.0
306,1,446.0
307,1,417.0
308,1,1347.0
309,1,796.0
31,1,3962.0
310,1,3913.0
311,1,2550.0
312,1,2186.0
313,1,2958.0
314,1,2276.0
315,1,32.0
316,1,2746.0
317,1,3069.0
318,1,3289.0
319,1,2508.0
32,1,3240.0
320,1,2052.0
321,1,4029.0
322,1,256.0
323,1,3157.0
324,1,434.0
325,1,250.0
326,1,2539.0
327,1,1031.0
328,1,2552.0
329,1,3802.0
33,1,2924.0
330,1,3989.0
331,1,3879.0
332,1,3783.0
333,1,868.0
334,1,2978.0
335,1,4000.0
336,1,4072.0
337,1,2535.0
338,1,3721.0
339,1,3764.0
34,1,2713.0
340,1,3958.0
341,1,2340.0
342,1,2363.0
343,1,1477.0
344,1,4022.0
345,1,4051.0
346,1,3331.0
347,1,466.0
348,1,1525.0
349,1,448.0
35,1,947.0
350,1,3287.0
351,1,3942.0
352,1,2871.0
353,1,1865.0
354,1,2884.0
355,1,710.0
356,1,2783.0
357,1,3473.0
358,1,1529.0
359,1,2591.0
36,1,3869.0
360,1,1088.0
361,1,1340.0
362,1,3064.0
363,1,1269.0
364,1,329.0
365,1,3363.0
366,1,2586.0
367,1,389.0
368,1,541.0
369,1,1983.0
37,1,76.0
370,1,245.0
371,1,1511.0
372,1,3019.0
373,1,1000.0
374,1,3877.0
375,1,1870.0
376,1,3375.0
377,1,53.0
378,1,572.0
379,1,3240.0
38,1,2894.0
380,1,1650.0
381,1,301.0
382,1,3776.0
383,1,1616.0
384,1,3600.0
385,1,3725.0
386,1,251.0
387,1,3978.0
388,1,1826.0
389,1,3403.0
39,1,2481.0
390,1,1586.0
391,1,83.0
392,1,1141.0
393,1,3850.0
394,1,3415.0
395,1,4030.0
396,1,3360.0
397,1,2581.0
398,1,1216.0
399,1,1689.0
4,1,2340.0
40,1,2278.0
400,1,2938.0
401,1,1262.0
402,1,182.0
403,1,642.0
404,1,656.0
405,1,37.0
406,1,2204.0
407,1,2964.0
408,1,3829.0
409,1,2025.0
41,1,2942.0
410,1,2745.0
411,1,2043.0
412,1,3405.0
413,1,3228.0
414,1,389.0
415,1,3431.0
416,1,2320.0
417,1,1588.0
418,1,2286.0
419,1,1178.0
42,1,903.0
420,1,454.0
421,1,1188.0
422,1,1504.0
423,1,2471.0
424,1,2048.0
425,1,1723.0
426,1,3023.0
427,1,1054.0
428,1,481.0
429,1,617.0
43,1,3583.0
430,1,687.0
431,1,615.0
432,1,3710.0
433,1,3553.0
434,1,3348.0
435,1,2808.0
436,1,2767.0
437,1,352.0
438,1,592.0
439,1,1047.0
44,1,923.0
440,1,3839.0
441,1,1436.0
442,1,2275.0
443,1,3647.0
444,1,1122.0
445,1,1063.0
446,1,2235.0
447,1,653.0
448,1,3654.0
449,1,848.0
45,1,2063.0
450,1,2557.0
451,1,2359.0
452,1,1498.0
453,1,3879.0
454,1,3447.0
455,1,3297.0
456,1,311.0
457,1,2233.0
458,1,945.0
459,1,1285.0
46,1,2400.0
460,1,3013.0
461,1,816.0
462,1,3812.0
463,1,1306.0
464,1,1882.0
465,1,1707.0
466,1,289.0
467,1,3093.0
468,1,1823.0
469,1,2817.0
47,1,1551.0
470,1,1003.0
471,1,1709.0
472,1,767.0
473,1,570.0
474,1,3174.0
475,1,1013.0
476,1,3511.0
477,1,3502.0
478,1,2922.0
479,1,3051.0
48,1,2695.0
480,1,1400.0
481,1,3298.0
482,1,1437.0
483,1,2047.0
484,1,2017.0
485,1,2351.0
486,1,264.0
487,1,2606.0
488,1,2641.0
489,1,604.0
49,1,2291.0
490,1,1584.0
491,1,2983.0
492,1,3705.0
493,1,1988.0
494,1,2788.0
495,1,1955.0
496,1,981.0
497,1,3873.0
498,1,818.0
499,1,1021.0
5,1,3041.0
50,1,1651.0
500,1,857.0
501,1,1077.0
502,1,1444.0
503,1,2638.0
504,1,1627.0
505,1,3673.0
506,1,410.0
