course_id,slot_label
191,D4P3
191,D4P4
193,D1P0
193,D2P0
193,D2P1
193,D2P2
193,D2P3
193,D2P4
193,D3P3
193,D3P4
195,D0P2
195,D0P3
195,D0P4
195,D1P2
195,D1P3
195,D1P4
195,D2P2
195,D2P3
195,D2P4
195,D3P2
195,D3P3
195,D3P4
195,D4P2
195,D4P3
195,D4P4
203,D0P0
203,D0P1
203,D0P2
203,D4P0
203,D4P1
203,D4P2
203,D4P3
203,D4P4
211,D0P2
211,D0P3
211,D1P2
211,D1P3
211,D2P2
211,D3P2
211,D3P3
211,D4P2
213,D0P0
213,D0P1
213,D0P2
213,D0P3
213,D0P4
213,D4P3
213,D4P4
219,D4P4
230,D0P0
230,D0P2
230,D1P2
230,D2P2
230,D3P2
230,D4P2
230,D4P3
230,D4P4
232,D0P2
232,D1P2
232,D2P2
232,D3P2
232,D4P2
238,D0P2
238,D0P3
238,D1P2
238,D1P3
238,D2P2
238,D2P3
238,D3P2
238,D3P3
238,D4P2
238,D4P3
252,D0P0
252,D1P0
252,D2P0
252,D2P2
252,D2P3
252,D2P4
252,D3P0
252,D4P0
252,D4P4
253,D0P0
253,D0P1
253,D0P2
253,D4P0
253,D4P1
253,D4P2
253,D4P3
253,D4P4
257,D0P0
257,D0P1
257,D0P2
257,D0P3
257,D0P4
257,D4P0
257,D4P1
257,D4P2
257,D4P3
257,D4P4
279,D0P4
279,D1P4
279,D2P4
279,D3P4
279,D4P4
411,D1P0
411,D1P1
411,D1P2
411,D1P3
411,D1P4
411,D4P4
412,D2P3
412,D2P4
412,D3P1
412,D3P2
412,D3P4
412,D4P1
412,D4P2
412,D4P4
430,D0P0
430,D0P2
430,D1P2
430,D2P2
430,D3P2
430,D4P2
430,D4P3
430,D4P4
432,D0P2
432,D1P2
432,D3P0
432,D3P1
432,D3P2
432,D4P0
432,D4P1
432,D4P2
449,D0P0
449,D0P1
449,D0P2
449,D4P0
449,D4P1
449,D4P2
449,D4P3
449,D4P4
479,D0P0
479,D0P1
479,D0P2
479,D4P0
479,D4P1
479,D4P2
479,D4P3
479,D4P4
487,D0P0
487,D0P1
487,D0P2
487,D0P3
487,D0P4
487,D4P2
487,D4P3
487,D4P4
497,D4P3
497,D4P4
512,D3P4
515,D0P3
515,D0P4
515,D1P3
515,D1P4
515,D2P2
515,D2P3
515,D2P4
515,D3P3
515,D3P4
515,D4P2
515,D4P3
515,D4P4
530,D3P4
532,D1P2
532,D1P3
532,D1P4
532,D2P2
532,D2P3
532,D2P4
532,D3P2
532,D4P2
534,D0P0
534,D0P1
534,D0P2
534,D0P3
534,D4P0
534,D4P1
534,D4P2
534,D4P3
539,D0P2
539,D1P2
539,D2P2
539,D3P2
539,D4P2
554,D0P0
554,D0P1
554,D1P0
554,D2P0
554,D3P0
554,D4P0
554,D4P2
554,D4P3
554,D4P4
602,D0P0
602,D1P0
602,D2P0
602,D3P0
602,D4P0
722,D0P0
722,D0P1
722,D0P3
722,D0P4
722,D2P0
722,D2P1
722,D2P3
723,D0P3
723,D0P4
723,D1P0
723,D1P1
723,D1P2
723,D1P3
723,D1P4
723,D2P3
723,D2P4
723,D4P4
725,D0P2
725,D1P2
725,D2P2
725,D3P2
725,D4P2
730,D0P0
730,D0P1
730,D0P2
730,D0P3
730,D0P4
730,D4P2
730,D4P3
730,D4P4
737,D1P0
737,D2P0
737,D2P1
737,D2P2
737,D2P3
737,D2P4
737,D3P3
737,D3P4
742,D0P0
742,D0P1
742,D0P2
742,D0P3
742,D4P1
742,D4P2
742,D4P3
742,D4P4
789,D0P0
789,D0P1
789,D0P2
789,D2P0
789,D2P1
789,D2P2
789,D2P3
789,D2P4
794,D0P2
794,D1P2
794,D2P2
794,D3P2
794,D4P2
794,D4P4
795,D0P0
795,D0P1
795,D0P2
795,D2P0
795,D2P1
795,D2P2
795,D2P3
795,D2P4
807,D0P0
807,D0P4
807,D1P0
807,D1P4
807,D2P0
807,D2P4
807,D3P0
807,D4P0
808,D0P0
808,D0P2
808,D1P2
808,D2P2
808,D3P2
808,D4P0
808,D4P2
808,D4P4
847,D0P0
847,D0P1
847,D0P2
847,D0P3
847,D0P4
847,D1P0
847,D1P1
847,D1P2
847,D1P4
849,D2P0
849,D2P1
849,D2P2
849,D2P3
849,D2P4
849,D3P0
849,D3P1
849,D3P2
849,D3P3
849,D3P4
849,D4P2
849,D4P4
862,D0P0
862,D0P1
862,D0P2
862,D0P3
862,D0P4
862,D1P0
862,D1P1
862,D1P2
897,D0P2
897,D1P2
897,D4P0
936,D0P0
936,D0P1
936,D0P3
936,D0P4
936,D2P0
936,D2P1
936,D2P3
936,D2P4
998,D0P0
998,D0P1
998,D0P2
998,D0P3
998,D0P4
998,D4P2
998,D4P3
998,D4P4
1022,D0P0
1022,D0P1
1022,D1P0
1022,D4P0
1022,D4P1
1022,D4P2
1022,D4P3
1022,D4P4
1041,D0P0
1041,D0P1
1041,D0P2
1041,D1P0
1041,D1P1
1041,D1P2
1041,D1P4
1041,D2P0
1041,D2P1
1041,D2P2
1041,D3P0
1041,D3P1
1041,D3P2
1041,D4P0
1041,D4P1
1041,D4P2
1053,D0P0
1053,D0P1
1053,D0P2
1053,D0P3
1053,D0P4
1053,D3P0
1053,D3P1
1053,D3P2
1053,D3P3
1053,D3P4
1053,D4P0
1053,D4P1
1053,D4P2
1053,D4P3
1053,D4P4
1065,D0P0
1065,D0P1
1065,D0P2
1065,D3P2
1065,D4P0
1065,D4P1
1065,D4P2
1065,D4P3
1065,D4P4
1069,D4P3
1069,D4P4
1072,D0P2
1072,D1P2
1072,D1P4
1074,D0P0
1074,D0P2
1074,D1P2
1074,D2P0
1074,D2P2
1074,D3P2
1074,D4P0
1074,D4P2
