C0064,C0065,C0410,4.0,-1.3
C0065,C0066,C0374,4.0,-2.83
C0066,C0067,0,0,1.14
C0067,C0068,C0389,4.0,-2.12
C0068,C0069,C0396,4.0,-2.14
C0070,C0071,0,0,1.48
C0071,C0072,C0378,4.0,-2.55
C0072,C0073,C0354,4.0,-1.17
C0073,C0074,C0355,4.0,-2.09
C0074,C0075,C0392,4.0,-2.22
C0075,C0076,C0419,4.0,-1.27
C0076,C0077,C0398,4.0,-2.37
C0077,C0078,C0411,4.0,-1.57
C0078,C0079,C0346,4.0,-2.47
C0079,C0080,C0422,4.0,-2.82
C0080,C0081,C0374,4.0,-1.43
C0081,C0082,C0352,4.0,-2.62
C0082,C0083,C0380,4.0,-2.53
C0083,C0084,C0364,4.0,-1.65
C0084,C0085,C0388,4.0,-1.89
C0085,C0086,0,0,2.83
C0087,C0088,0,0,2.04
C0088,C0089,C0419,4.0,-1.74
C0089,C0090,C0381,4.0,-1.21
C0090,C0091,C0394,4.0,-2.78
C0091,C0092,C0426,4.0,-1.94
C0092,C0093,C0392,4.0,-2.94
C0093,C0094,C0389,4.0,-1.05
C0094,C0095,C0422,4.0,-1.47
C0095,C0096,C0369,4.0,-2.3
C0096,C0097,C0382,4.0,-1.65
C0097,C0098,C0363,4.0,-2.33
C0098,C0099,C0354,4.0,-1.48
C0099,C0100,C0377,4.0,-1.14
C0101,C0102,0,0,2.36
C0102,C0103,C0359,4.0,-2.4
C0103,C0104,C0363,4.0,-2.09
C0104,C0105,C0416,4.0,-2.36
C0105,C0106,C0419,4.0,-1.57
C0106,C0107,C0347,4.0,-1.58
C0107,C0108,C0400,4.0,-2.41
C0108,C0109,C0390,4.0,-1.16
C0109,C0110,C0403,4.0,-1.82
C0110,C0111,C0406,4.0,-2.44
C0111,C0112,C0423,4.0,-2.66
C0112,C0113,C0399,4.0,-1.4
C0113,C0114,C0389,4.0,-2.66
C0114,C0115,C0418,4.0,-2.82
C0115,C0116,C0355,4.0,-1.79
C0116,C0117,C0351,4.0,-1.97
C0118,C0119,0,0,1.87
C0119,C0120,C0379,4.0,-2.54
C0120,C0121,0,0,1.26
C0121,C0122,C0420,4.0,-1.74
C0122,C0123,C0375,4.0,-1.64
C0123,C0124,C0346,4.0,-2.17
C0124,C0125,0,0,2.94
C0125,C0126,C0392,4.0,-1.97
C0126,C0127,C0394,4.0,-1.44
C0127,C0128,C0388,4.0,-1.83
C0128,C0129,C0348,4.0,-2.19
C0129,C0130,C0390,4.0,-1.06
C0130,C0131,C0425,4.0,-1.96
C0131,C0132,C0371,4.0,-1.25
C0133,C0134,C0406,4.0,-1.74
C0134,C0135,C0359,4.0,-2.82
C0135,C0136,C0392,4.0,-1.37
C0136,C0137,C0425,4.0,-2.67
C0137,C0138,C0426,4.0,-1.51
C0138,C0139,C0379,4.0,-2.13
C0139,C0140,0,0,1.9
C0140,C0141,0,0,2.75
C0141,C0142,C0430,4.0,-1.1
C0142,C0143,C0364,4.0,-2.8
C0143,C0144,0,0,2.24
C0144,C0145,C0381,4.0,-2.48
C0145,C0146,C0393,4.0,-1.08
C0147,C0148,0,0,1.83
C0148,C0149,C0358,4.0,-1.35
C0149,C0150,C0389,4.0,-1.49
C0150,C0151,C0374,4.0,-1.3
C0151,C0152,C0410,4.0,-2.81
C0152,C0153,C0382,4.0,-2.19
C0153,C0154,C0371,4.0,-1.66
C0154,C0155,0,0,1.45
C0155,C0156,C0365,4.0,-1.94
C0156,C0157,0,0,2.98
C0157,C0158,C0407,4.0,-1.66
C0158,C0159,C0385,4.0,-2.62
C0159,C0160,C0418,4.0,-2.64
C0160,C0161,C0403,4.0,-1.09
C0161,C0162,C0347,4.0,-1.33
C0162,C0163,C0352,4.0,-1.12
C0163,C0164,C0356,4.0,-2.82
C0164,C0165,C0350,4.0,-1.62
C0165,C0166,C0368,4.0,-2.06
C0166,C0167,C0375,4.0,-1.73
C0169,C0168,C0409,4.0,-2.02
C0170,C0169,C0362,4.0,-1.68
C0171,C0170,C0405,4.0,-1.14
C0172,C0171,C0427,4.0,-2.8
C0173,C0172,0,0,1.53
C0174,C0173,C0391,4.0,-2.71
C0175,C0174,C0418,4.0,-2.46
C0176,C0175,C0359,4.0,-2.35
C0177,C0176,0,0,2.59
C0178,C0177,C0400,4.0,-2.65
C0179,C0178,0,0,1.92
C0180,C0179,C0399,4.0,-1.41
C0181,C0180,C0392,4.0,-1.68
C0182,C0181,C0375,4.0,-2.34
C0183,C0182,C0429,4.0,-1.48
C0185,C0184,C0430,4.0,-1.92
C0186,C0185,C0359,4.0,-1.89
C0187,C0186,0,0,1.64
C0188,C0187,0,0,2.69
C0189,C0188,C0381,4.0,-2.7
C0190,C0189,C0376,4.0,-1.34
C0191,C0190,C0386,4.0,-2.61
C0192,C0191,0,0,1.45
C0193,C0192,C0395,4.0,-2.11
C0194,C0193,C0390,4.0,-2.28
C0195,C0194,C0410,4.0,-1.79
C0196,C0195,C0378,4.0,-1.47
C0197,C0196,C0419,4.0,-2.14
C0198,C0197,C0358,4.0,-2.85
C0199,C0198,C0389,4.0,-1.35
C0200,C0199,C0409,4.0,-2.86
C0201,C0200,0,0,1.45
C0203,C0202,C0404,4.0,-1.49
C0204,C0203,C0410,4.0,-1.61
C0205,C0204,0,0,1.24
C0206,C0205,C0430,4.0,-1.23
C0207,C0206,C0379,4.0,-1.0
C0208,C0207,0,0,2.04
C0209,C0208,C0401,4.0,-1.44
C0210,C0209,C0357,4.0,-1.74
C0211,C0210,0,0,2.52
C0212,C0211,C0372,4.0,-1.32
C0213,C0212,C0395,4.0,-2.31
C0214,C0213,C0414,4.0,-1.27
C0215,C0214,C0381,4.0,-2.79
C0216,C0215,C0366,4.0,-1.86
C0217,C0216,C0385,4.0,-1.78
C0218,C0217,0,0,1.1
C0219,C0218,C0406,4.0,-2.75
C0221,C0220,0,0,2.3
C0222,C0221,C0421,4.0,-2.92
C0223,C0222,C0378,4.0,-1.59
C0224,C0223,C0417,4.0,-1.43
C0225,C0224,C0412,4.0,-1.77
C0226,C0225,C0409,4.0,-1.78
C0227,C0226,0,0,2.66
C0228,C0227,C0406,4.0,-1.5
C0229,C0228,C0349,4.0,-2.73
C0230,C0229,C0400,4.0,-2.42
C0231,C0230,C0367,4.0,-1.7
C0232,C0231,C0357,4.0,-2.85
C0233,C0232,C0411,4.0,-1.18
C0234,C0233,C0420,4.0,-2.01
C0235,C0234,C0410,4.0,-2.76
C0236,C0235,C0374,4.0,-1.3
C0237,C0236,0,0,1.17
C0238,C0237,C0389,4.0,-2.86
C0239,C0238,C0396,4.0,-2.12
C0240,C0239,C0391,4.0,-2.14
C0242,C0241,0,0,2.08
C0243,C0242,C0378,4.0,-2.52
C0244,C0243,C0354,4.0,-2.55
C0245,C0244,C0355,4.0,-1.17
C0246,C0245,C0392,4.0,-2.09
C0247,C0246,C0419,4.0,-2.22
C0248,C0247,C0398,4.0,-1.27
C0249,C0248,C0411,4.0,-2.37
C0250,C0249,C0346,4.0,-1.57
C0251,C0250,C0422,4.0,-2.47
C0252,C0251,C0374,4.0,-2.82
C0253,C0252,C0352,4.0,-1.43
C0254,C0253,C0380,4.0,-2.62
C0255,C0254,C0364,4.0,-2.53
C0256,C0255,C0388,4.0,-1.65
C0257,C0256,0,0,2.11
C0258,C0257,0,0,2.83
C0260,C0259,0,0,1.55
C0261,C0260,C0419,4.0,-1.96
C0262,C0261,C0381,4.0,-1.74
C0263,C0262,C0394,4.0,-1.21
C0264,C0263,C0426,4.0,-2.78
C0265,C0264,C0392,4.0,-1.94
C0266,C0265,C0389,4.0,-2.94
C0267,C0266,C0422,4.0,-1.05
C0268,C0267,C0369,4.0,-1.47
C0269,C0268,C0382,4.0,-2.3
C0270,C0269,C0363,4.0,-1.65
C0271,C0270,C0354,4.0,-2.33
C0272,C0271,C0377,4.0,-1.48
C0273,C0272,C0405,4.0,-1.14
C0275,C0274,0,0,1.33
C0276,C0275,C0359,4.0,-1.64
C0277,C0276,C0363,4.0,-2.4
C0278,C0277,C0416,4.0,-2.09
C0279,C0278,C0419,4.0,-2.36
C0280,C0279,C0347,4.0,-1.57
C0281,C0280,C0400,4.0,-1.58
C0282,C0281,C0390,4.0,-2.41
C0283,C0282,C0403,4.0,-1.16
C0284,C0283,C0406,4.0,-1.82
C0285,C0284,C0423,4.0,-2.44
C0286,C0285,C0399,4.0,-2.66
C0287,C0286,C0389,4.0,-1.4
C0288,C0287,C0418,4.0,-2.66
C0289,C0288,C0355,4.0,-2.82
C0290,C0289,C0351,4.0,-1.79
C0291,C0290,0,0,2.03
C0293,C0292,0,0,1.98
C0294,C0293,C0379,4.0,-2.13
C0295,C0294,0,0,1.46
C0296,C0295,C0420,4.0,-2.74
C0297,C0296,C0375,4.0,-1.74
C0298,C0297,C0346,4.0,-1.64
C0299,C0298,0,0,1.83
C0300,C0299,C0392,4.0,-1.06
C0301,C0300,C0394,4.0,-1.97
C0302,C0301,C0388,4.0,-1.44
C0303,C0302,C0348,4.0,-1.83
C0304,C0303,C0390,4.0,-2.19
C0305,C0304,C0425,4.0,-1.06
C0306,C0305,C0371,4.0,-1.96
C0307,C0306,C0409,4.0,-1.25
C0309,C0308,C0406,4.0,-2.14
C0310,C0309,C0359,4.0,-1.74
C0311,C0310,C0392,4.0,-2.82
C0312,C0311,C0425,4.0,-1.37
C0313,C0312,C0426,4.0,-2.67
C0314,C0313,C0379,4.0,-1.51
C0315,C0314,0,0,1.87
C0316,C0315,0,0,1.9
C0317,C0316,C0430,4.0,-1.25
C0318,C0317,C0364,4.0,-1.1
C0319,C0318,0,0,1.2
C0320,C0319,C0381,4.0,-1.76
C0321,C0320,C0393,4.0,-2.48
C0322,C0321,C0404,4.0,-1.08
C0324,C0323,0,0,2.18
C0325,C0324,C0358,4.0,-2.17
C0326,C0325,C0389,4.0,-1.35
C0327,C0326,C0374,4.0,-1.49
C0328,C0327,C0410,4.0,-1.3
C0329,C0328,C0382,4.0,-2.81
C0330,C0329,C0371,4.0,-2.19
C0331,C0330,0,0,2.34
C0332,C0331,C0365,4.0,-2.55
C0333,C0332,0,0,2.06
C0334,C0333,C0407,4.0,-1.02
C0335,C0334,C0385,4.0,-1.66
C0336,C0335,C0418,4.0,-2.62
C0337,C0336,C0403,4.0,-2.64
C0338,C0337,C0347,4.0,-1.09
C0339,C0338,C0352,4.0,-1.33
C0340,C0339,C0356,4.0,-1.12
C0341,C0340,C0350,4.0,-2.82
C0342,C0341,C0368,4.0,-1.62
C0343,C0342,C0375,4.0,-2.06
C0344,C0343,C0372,4.0,-1.73
