C0148,11.26
C0149,12.82
C0150,11.73
C0151,11.69
C0152,12.89
C0153,12.77
C0154,12.52
C0155,12.09
C0156,1.68
C0157,11.35
C0158,12.93
C0159,12.38
C0160,11.37
C0161,12.1
C0162,11.94
C0163,12.17
C0164,12.5
C0165,11.78
C0166,12.54
C0167,11.23
C0168,12.77
C0169,12.39
C0170,11.47
C0171,11.7
C0172,12.45
C0173,12.0
C0174,11.89
C0175,2.59
C0176,11.62
C0177,12.5
C0178,11.32
C0179,11.38
C0180,12.81
C0181,11.46
C0182,12.03
C0183,12.36
C0184,12.65
C0185,12.78
C0186,12.4
C0187,11.66
C0188,11.54
C0189,11.46
C0190,11.61
C0191,11.13
C0192,11.49
C0193,12.16
C0194,12.68
C0195,11.5
C0196,11.56
C0197,12.62
C0198,11.17
C0199,11.92
C0200,11.92
C0201,11.87
C0202,11.96
C0203,12.11
C0204,11.63
C0205,12.62
C0206,14.0
C0207,12.72
C0208,11.6
C0209,12.32
C0210,12.59
C0211,11.52
C0212,12.15
C0213,12.81
C0214,11.62
C0215,12.97
C0216,11.84
C0217,11.05
C0218,11.01
C0219,12.05
C0220,11.82
C0221,12.89
C0222,11.58
C0223,11.15
C0224,12.53
C0225,11.59
C0226,11.44
C0227,11.24
C0228,14.0
C0229,11.49
C0230,11.67
C0231,12.73
C0232,12.21
C0233,12.36
C0234,12.54
C0235,11.63
C0236,11.51
C0237,12.99
C0238,12.21
C0239,11.25
C0240,11.52
C0241,11.79
C0242,11.56
C0243,11.04
C0244,11.69
C0245,12.49
C0246,14.0
C0247,12.68
C0248,12.74
C0249,12.82
C0250,11.73
C0251,12.89
C0252,11.44
C0253,11.49
C0254,11.23
C0255,12.4
C0256,11.58
C0257,12.05
C0258,11.82
C0259,11.42
C0260,11.35
C0261,11.33
C0262,11.04
C0263,12.85
C0264,12.92
C0265,11.87
C0266,11.73
C0267,12.69
C0268,11.25
C0269,14.0
C0270,12.23
C0271,12.36
C0272,11.63
C0273,12.98
C0274,12.57
C0275,11.93
C0276,11.88
C0277,11.44
C0278,12.13
C0279,11.68
C0280,12.26
C0281,12.59
C0282,12.68
C0283,11.56
C0284,12.8
C0285,12.44
C0286,11.94
C0287,14.0
C0288,11.29
C0289,12.75
C0290,12.55
C0291,11.31
C0292,11.04
C0293,11.21
C0294,12.81
C0295,12.19
C0296,12.92
C0297,12.55
C0298,12.27
C0299,12.22
C0300,11.78
C0301,12.22
C0302,12.68
C0303,11.68
C0304,12.0
C0305,12.35
C0306,11.17
C0307,12.38
C0308,14.0
C0309,12.16
C0310,11.78
C0311,12.91
C0312,11.39
C0313,11.46
C0314,11.22
C0315,11.56
C0316,12.22
C0317,12.34
C0318,11.99
C0319,11.48
C0320,11.23
C0321,12.84
C0322,12.47
C0323,12.88
C0324,11.9
C0325,11.13
C0326,12.03
C0327,12.55
C0328,11.57
C0329,11.2
C0330,11.85
C0331,12.8
C0332,14.0
C0333,12.43
C0334,11.45
C0335,12.97
C0336,12.28
C0337,11.71
C0338,12.73
C0339,12.31
C0340,11.38
C0341,12.33
C0342,12.98
C0343,11.26
C0344,12.82
C0346,11.69
C0347,12.89
C0348,12.77
C0349,12.52
C0350,12.09
C0351,14.0
C0352,11.68
C0353,11.35
C0354,12.93
C0355,12.38
C0356,11.37
C0357,12.1
C0358,11.94
C0359,12.17
C0360,12.5
C0361,11.78
C0362,12.54
C0363,11.23
C0364,12.77
C0365,12.39
C0366,11.47
C0367,11.7
C0368,12.45
C0369,12.0
C0370,11.89
C0371,14.0
C0372,12.59
C0373,11.62
C0374,12.5
C0375,11.32
C0376,11.38
C0377,12.81
C0378,11.46
C0379,12.03
C0380,12.36
C0381,12.65
C0382,12.78
C0383,12.4
C0384,11.66
C0385,11.54
C0386,14.0
