rule_id,rule_family,unit_id,time_id,subgroup_id,sense,rhs,gen_scope,gen_coef,online_capacity_source
"MIN_DOWN_LOGIC[group=1,u=19,t=34]",THERMAL_STRESS_LIMIT_TYPE_B,GEN_019,34,1.0,<=,48.0,,,
"STARTUP_COST_RULE[u=19,t=34,cat=1]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,34,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=19,t=34,cat=3]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,34,3.0,>=,-139.0064,,,
"MIN_UP_LOGIC[group=1,u=19,t=35]",THERMAL_STRESS_LIMIT_TYPE_A,GEN_019,35,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=19,t=35]",THERMAL_STRESS_LIMIT_TYPE_B,GEN_019,35,1.0,<=,48.0,,,
"STARTUP_COST_RULE[u=19,t=35,cat=1]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,35,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=19,t=35,cat=3]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,35,3.0,>=,-130.3185,,,
"MIN_UP_LOGIC[group=1,u=19,t=36]",THERMAL_STRESS_LIMIT_TYPE_A,GEN_019,36,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=19,t=36]",THERMAL_STRESS_LIMIT_TYPE_B,GEN_019,36,1.0,<=,48.0,,,
"STARTUP_COST_RULE[u=19,t=36,cat=1]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,36,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=19,t=36,cat=3]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,36,3.0,>=,-121.6306,,,
"MIN_UP_LOGIC[group=1,u=19,t=37]",THERMAL_STRESS_LIMIT_TYPE_A,GEN_019,37,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=19,t=37]",THERMAL_STRESS_LIMIT_TYPE_B,GEN_019,37,1.0,<=,48.0,,,
"STARTUP_COST_RULE[u=19,t=37,cat=1]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,37,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=19,t=37,cat=3]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,37,3.0,>=,-112.9427,,,
"MIN_UP_LOGIC[group=1,u=19,t=38]",THERMAL_STRESS_LIMIT_TYPE_A,GEN_019,38,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=19,t=38]",THERMAL_STRESS_LIMIT_TYPE_B,GEN_019,38,1.0,<=,48.0,,,
"STARTUP_COST_RULE[u=19,t=38,cat=1]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,38,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=19,t=38,cat=3]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,38,3.0,>=,-104.2548,,,
"MIN_UP_LOGIC[group=1,u=19,t=39]",THERMAL_STRESS_LIMIT_TYPE_A,GEN_019,39,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=19,t=39]",THERMAL_STRESS_LIMIT_TYPE_B,GEN_019,39,1.0,<=,48.0,,,
"STARTUP_COST_RULE[u=19,t=39,cat=1]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,39,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=19,t=39,cat=3]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,39,3.0,>=,-95.5669,,,
"MIN_UP_LOGIC[group=1,u=19,t=40]",THERMAL_STRESS_LIMIT_TYPE_A,GEN_019,40,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=19,t=40]",THERMAL_STRESS_LIMIT_TYPE_B,GEN_019,40,1.0,<=,48.0,,,
"STARTUP_COST_RULE[u=19,t=40,cat=1]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,40,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=19,t=40,cat=3]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,40,3.0,>=,-86.879,,,
"MIN_UP_LOGIC[group=1,u=19,t=41]",THERMAL_STRESS_LIMIT_TYPE_A,GEN_019,41,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=19,t=41]",THERMAL_STRESS_LIMIT_TYPE_B,GEN_019,41,1.0,<=,48.0,,,
"STARTUP_COST_RULE[u=19,t=41,cat=1]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,41,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=19,t=41,cat=3]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,41,3.0,>=,-78.1911,,,
"MIN_UP_LOGIC[group=1,u=19,t=42]",THERMAL_STRESS_LIMIT_TYPE_A,GEN_019,42,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=19,t=42]",THERMAL_STRESS_LIMIT_TYPE_B,GEN_019,42,1.0,<=,48.0,,,
"STARTUP_COST_RULE[u=19,t=42,cat=1]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,42,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=19,t=42,cat=3]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,42,3.0,>=,-69.5032,,,
"MIN_UP_LOGIC[group=1,u=19,t=43]",THERMAL_STRESS_LIMIT_TYPE_A,GEN_019,43,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=19,t=43]",THERMAL_STRESS_LIMIT_TYPE_B,GEN_019,43,1.0,<=,48.0,,,
"STARTUP_COST_RULE[u=19,t=43,cat=1]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,43,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=19,t=43,cat=3]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,43,3.0,>=,-60.8153,,,
"MIN_UP_LOGIC[group=1,u=19,t=44]",THERMAL_STRESS_LIMIT_TYPE_A,GEN_019,44,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=19,t=44]",THERMAL_STRESS_LIMIT_TYPE_B,GEN_019,44,1.0,<=,48.0,,,
"STARTUP_COST_RULE[u=19,t=44,cat=1]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,44,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=19,t=44,cat=3]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,44,3.0,>=,-52.1274,,,
"MIN_UP_LOGIC[group=1,u=19,t=45]",THERMAL_STRESS_LIMIT_TYPE_A,GEN_019,45,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=19,t=45]",THERMAL_STRESS_LIMIT_TYPE_B,GEN_019,45,1.0,<=,48.0,,,
"STARTUP_COST_RULE[u=19,t=45,cat=1]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,45,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=19,t=45,cat=3]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,45,3.0,>=,-43.4395,,,
"MIN_UP_LOGIC[group=1,u=19,t=46]",THERMAL_STRESS_LIMIT_TYPE_A,GEN_019,46,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=19,t=46]",THERMAL_STRESS_LIMIT_TYPE_B,GEN_019,46,1.0,<=,48.0,,,
"STARTUP_COST_RULE[u=19,t=46,cat=1]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,46,1.0,>=,-0.0,,,
"STARTUP_COST_RULE[u=19,t=46,cat=3]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,46,3.0,>=,-34.7516,,,
"MIN_UP_LOGIC[group=1,u=19,t=47]",THERMAL_STRESS_LIMIT_TYPE_A,GEN_019,47,1.0,>=,-0.0,,,
"MIN_DOWN_LOGIC[group=1,u=19,t=47]",THERMAL_STRESS_LIMIT_TYPE_B,GEN_019,47,1.0,<=,48.0,,,
"STARTUP_COST_RULE[u=19,t=47,cat=1]",ACTIVATION_SURCHARGE_LOGIC,GEN_019,47,1.0,>=,-0.0,,,
