ledger_id,hub_code,wave_code,event_type,message
LEDGER_0000615,H5919788,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000515,H8164450,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0001424,H3527785,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000672,H6535383,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000715,H5437948,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0001175,H4490752,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000872,H1712534,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000937,H5901387,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0001102,H5874460,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0001443,H6646418,W2,EXCHANGE_ONLY,manual_review
LEDGER_0001059,H1110350,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000182,H1390913,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0001516,H6746004,W3,NOTE,heartbeat
LEDGER_0000219,H5390273,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000984,H9280986,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0001121,H4036078,W4,EXCHANGE_ONLY,manual_review
LEDGER_0001560,H5593623,W2,INFO,n/a
LEDGER_0001283,H1639568,W0,EXCHANGE_ONLY,manual_review
LEDGER_0001549,H2485013,W3,HEALTHCHECK,n/a
LEDGER_0001518,H5422433,W1,INFO,ok
LEDGER_0000619,H5919788,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0000597,H6357708,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000653,H6629406,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0000069,H0543892,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0001429,H5905765,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0001051,H3819681,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000077,H2514780,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0000951,H4602929,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000151,H8660481,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0001565,H2282458,W2,NOTE,heartbeat
LEDGER_0001328,H0995683,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000678,H6535383,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000670,H6535383,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0001422,H3527785,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0000850,H9308618,W2,EXCHANGE_ONLY,manual_review
LEDGER_0001280,H6006827,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000506,H6757504,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0000015,H5183814,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000459,H3563364,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0001197,H8026674,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000893,H6452165,W2,EXCHANGE_ONLY,manual_review
LEDGER_0001322,H3682755,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000073,H2514780,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0001066,H8613335,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0001204,H1353248,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000115,H5210432,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0001067,H8613335,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000435,H6305070,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000418,H4927877,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000450,H5593623,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0001337,H0496703,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0001299,H7138383,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000097,H6087173,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000029,H9402089,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000718,H5437948,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000630,H2427142,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000061,H1312183,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000186,H1390913,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000195,H5897727,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000050,H8487831,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000836,H4061033,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000047,H8487831,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000181,H6692637,W2,EXCHANGE_ONLY,manual_review
LEDGER_0001418,H3527785,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000803,H4696527,W4,EXCHANGE_ONLY,manual_review
LEDGER_0001173,H4490752,W2,EXCHANGE_ONLY,manual_review
LEDGER_0001362,H5088095,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000121,H5422433,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0000583,H9570310,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0001448,H6646418,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000877,H1712534,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0000242,H2509311,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000446,H5593623,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000754,H3446486,W3,EXCHANGE_ONLY,manual_review
LEDGER_0001152,H5367675,W1,EXCHANGE_ONLY,manual_review
LEDGER_0001078,H2630270,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000810,H7739990,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000901,H0848711,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0001052,H3819681,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0001186,H0229435,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000169,H7688276,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000524,H0805114,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0000622,H2427142,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0001003,H2282458,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000307,H0713336,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000371,H2098593,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000127,H5422433,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0000886,H4446355,W3,EXCHANGE_ONLY,manual_review
LEDGER_0001185,H0229435,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0000744,H1840721,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000756,H3446486,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000629,H2427142,W2,EXCHANGE_ONLY,manual_review
LEDGER_0001008,H9727016,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0000276,H8911502,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0000302,H0713336,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0000234,H2509311,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0001142,H0234957,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000393,H7688334,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000614,H5919788,W3,EXCHANGE_ONLY,manual_review
LEDGER_0001203,H1353248,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0001517,H0329666,W0,NOTE,n/a
LEDGER_0001375,H3310538,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000447,H5593623,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0001478,H6746004,W1,INFO,n/a
LEDGER_0001365,H5088095,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000631,H2427142,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0000117,H5210432,W3,EXCHANGE_ONLY,manual_review
LEDGER_0001383,H4018544,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0000137,H3356574,W4,EXCHANGE_ONLY,manual_review
LEDGER_0001113,H8035772,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000224,H5390273,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0001407,H6128963,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0000401,H0977192,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0001043,H3819681,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0000473,H3849307,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000139,H8660481,W0,EXCHANGE_ONLY,manual_review
LEDGER_0001306,H5330692,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000376,H2098593,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000445,H5593623,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0000032,H9402089,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0000338,H6909037,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0001369,H3310538,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0001103,H5874460,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000638,H5185958,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0000156,H4502638,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0001163,H1151584,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000368,H2098593,W1,EXCHANGE_ONLY,manual_review
LEDGER_0001468,H2466944,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000364,H2098593,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000794,H0220528,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0000278,H8911502,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0000175,H7688276,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0000282,H6699721,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000805,H7739990,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0001162,H1151584,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000319,H8048478,W3,EXCHANGE_ONLY,manual_review
LEDGER_0001018,H2437267,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000163,H4502638,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000510,H8164450,W0,EXCHANGE_ONLY,manual_review
LEDGER_0000068,H0543892,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0000303,H0713336,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000569,H9309550,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0000110,H3840479,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000922,H9172095,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000074,H2514780,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000642,H5185958,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000635,H5185958,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0000655,H6629406,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0001335,H0995683,W4,EXCHANGE_ONLY,manual_review
LEDGER_0001077,H9099806,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000320,H8048478,W4,EXCHANGE_ONLY,manual_review
LEDGER_0001451,H6646418,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0001274,H6006827,W0,EXCHANGE_ONLY,manual_review
LEDGER_0000567,H9309550,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000700,H1312149,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000889,H6452165,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000954,H4602929,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0001248,H9231170,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0000507,H6757504,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000023,H5183814,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000217,H5390273,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0001477,H0805114,W2,NOTE,heartbeat
LEDGER_0000819,H2986472,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000537,H8979590,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0000789,H0220528,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0000516,H8164450,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000958,H4602929,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000218,H5390273,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0000208,H4608990,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000386,H0831743,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000305,H0713336,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000560,H2686586,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000180,H6692637,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0000460,H3563364,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000043,H5417792,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000861,H5717942,W2,EXCHANGE_ONLY,manual_review
LEDGER_0001374,H3310538,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000481,H4656123,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0001251,H9231170,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000947,H4097453,W2,EXCHANGE_ONLY,manual_review
LEDGER_0001540,H5422433,W3,NOTE,ok
LEDGER_0000456,H3563364,W1,EXCHANGE_ONLY,manual_review
LEDGER_0001553,H6452165,W0,HEALTHCHECK,heartbeat
LEDGER_0000529,H0805114,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000991,H9173572,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000239,H2509311,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000996,H9173572,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0001548,H7695808,W1,INFO,ok
LEDGER_0000554,H1459530,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0001544,H7954029,W4,HEALTHCHECK,n/a
LEDGER_0001134,H0300605,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0001245,H6746355,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000323,H6871362,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000020,H5183814,W3,EXCHANGE_ONLY,manual_review
LEDGER_0001487,H6646418,W3,NOTE,n/a
LEDGER_0000878,H4446355,W0,EXCHANGE_ONLY,manual_review
LEDGER_0000831,H0162719,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000251,H1081262,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000548,H1459530,W0,EXCHANGE_ONLY,manual_review
LEDGER_0000539,H8979590,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0001496,H2403659,W0,INFO,heartbeat
LEDGER_0000581,H9570310,W4,EXCHANGE_ONLY,manual_review
LEDGER_0001256,H9231170,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0000946,H4097453,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0001107,H5874460,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000165,H4502638,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0000353,H4565658,W3,EXCHANGE_ONLY,manual_review
LEDGER_0001341,H0496703,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000369,H2098593,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000348,H4565658,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0000621,H2427142,W0,EXCHANGE_ONLY,manual_review
LEDGER_0001566,H5437948,W0,INFO,ok
LEDGER_0000267,H8911502,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0000079,H2514780,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0001279,H6006827,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000791,H0220528,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000572,H9570310,W0,EXCHANGE_ONLY,manual_review
LEDGER_0000713,H5437948,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000964,H2485013,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000483,H6746004,W1,EXCHANGE_ONLY,manual_review
LEDGER_0001112,H8035772,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000919,H9172095,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000562,H9309550,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000535,H8979590,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000373,H2098593,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000337,H6909037,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0001009,H9727016,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000643,H8043403,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000598,H6357708,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0000021,H5183814,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000083,H2514780,W3,EXCHANGE_ONLY,manual_review
LEDGER_0001558,H9280986,W0,INFO,ok
LEDGER_0001259,H7695808,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0001391,H8027147,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0001188,H0229435,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0001094,H2403659,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0001087,H2403659,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000972,H5899494,W0,EXCHANGE_ONLY,manual_review
LEDGER_0000662,H4702031,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000085,H2514780,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000825,H0162719,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000573,H9570310,W0,EXCHANGE_ONLY,manual_review
LEDGER_0001556,H9906711,W4,NOTE,ok
LEDGER_0000422,H6305070,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0001501,H2630270,W4,HEALTHCHECK,heartbeat
LEDGER_0001234,H1666822,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0000578,H9570310,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0000482,H4656123,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0000260,H0455439,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000010,H9906711,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0001257,H7695808,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0001340,H0496703,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0001490,H2403659,W1,INFO,heartbeat
LEDGER_0000308,H0713336,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0001528,H1081262,W2,HEALTHCHECK,ok
LEDGER_0000586,H9440582,W0,EXCHANGE_ONLY,manual_review
LEDGER_0000859,H5717942,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0001368,H3310538,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0001214,H7954029,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0000026,H9402089,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0001220,H7954029,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0001295,H1639568,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0000367,H2098593,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0001144,H0234957,W2,EXCHANGE_ONLY,manual_review
LEDGER_0001171,H4490752,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0001542,H4787631,W2,NOTE,heartbeat
LEDGER_0000480,H4656123,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0000792,H0220528,W4,EXCHANGE_ONLY,manual_review
LEDGER_0001550,H4271883,W2,INFO,heartbeat
LEDGER_0001111,H8035772,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000903,H0848711,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0000608,H1750744,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000094,H6087173,W3,EXCHANGE_ONLY,manual_review
LEDGER_0001498,H1081262,W4,INFO,ok
LEDGER_0000976,H5899494,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0001035,H0329666,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000556,H2686586,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0000963,H2485013,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000256,H0455439,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000895,H6452165,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0000101,H3840479,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000442,H5593623,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000712,H5437948,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0001464,H2466944,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000019,H5183814,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000116,H5210432,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000648,H6790398,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000412,H0734616,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0001292,H1639568,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000122,H5422433,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0001530,H4036078,W2,NOTE,ok
LEDGER_0001465,H2466944,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000501,H6757504,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0001409,H6128963,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000654,H6629406,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000096,H6087173,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000517,H8164450,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0000736,H4271883,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000605,H6357708,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000291,H7243268,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000279,H6699721,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000126,H5422433,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0001105,H5874460,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000841,H4061033,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000471,H3849307,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000628,H2427142,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0001500,H7429320,W3,HEALTHCHECK,ok
LEDGER_0001032,H5338159,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000857,H9308618,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000938,H5901387,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0001457,H4643573,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0001370,H3310538,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0000207,H4608990,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000545,H8979590,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0001398,H3045176,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000440,H0361636,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0000708,H1312149,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0001427,H3527785,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0000327,H9676302,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000104,H3840479,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0000408,H0734616,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000833,H0162719,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000796,H4696527,W0,EXCHANGE_ONLY,manual_review
LEDGER_0000550,H1459530,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0001432,H5905765,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0001470,H5897727,W1,INFO,n/a
LEDGER_0001193,H0229435,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000568,H9309550,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0001428,H5905765,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000918,H9172095,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000536,H8979590,W0,EXCHANGE_ONLY,manual_review
LEDGER_0000344,H7112053,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0001325,H0995683,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0001178,H4490752,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000059,H1312183,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0000646,H8043403,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000349,H4565658,W1,EXCHANGE_ONLY,manual_review
