window_id,yard_id,location_id,stage_id,base_capacity,open_cost
win_00526,0,53,0,1,1
win_00527,0,53,1,1,1
win_00528,0,54,3,1,1
win_00529,0,55,1,1,1
win_00530,0,56,1,1,1
win_00531,0,57,2,1,1
win_00532,0,57,3,1,1
win_00533,0,58,3,1,1
win_00534,0,58,4,1,1
win_00535,0,59,0,1,1
win_00536,0,59,1,1,1
win_00537,0,60,2,1,1
win_00538,0,61,2,1,1
win_00539,0,61,3,1,1
win_00540,0,62,4,1,1
win_00541,0,63,0,1,1
win_00542,0,63,1,1,1
win_00543,0,63,3,1,1
win_00544,0,63,4,1,1
win_00545,0,64,1,1,1
win_00546,0,64,2,1,1
win_00547,0,65,3,1,1
win_00548,0,66,3,1,1
win_00549,0,66,4,1,1
win_00550,0,67,1,1,1
win_00551,0,67,2,1,1
win_00552,0,67,3,1,1
win_00553,0,68,0,1,1
win_00554,0,68,3,1,1
win_00555,0,68,4,1,1
win_00556,0,69,1,1,1
win_00557,0,69,3,1,1
win_00558,0,69,4,1,1
win_00559,0,70,0,1,1
win_00560,0,70,1,1,1
win_00561,0,72,0,1,1
win_00562,0,72,2,1,1
win_00563,0,72,3,1,1
win_00564,0,72,4,1,1
win_00565,0,73,0,1,1
win_00566,0,73,2,1,1
win_00567,0,75,2,1,1
win_00568,0,76,1,1,1
win_00569,0,76,2,1,1
win_00570,0,77,0,1,1
win_00571,0,77,2,1,1
win_00572,0,77,3,1,1
win_00573,0,78,0,1,1
win_00574,0,78,3,1,1
win_00575,0,79,1,1,1
win_00576,0,81,0,1,1
win_00577,0,81,2,1,1
win_00578,0,81,3,1,1
win_00579,0,81,4,1,1
win_00580,0,82,2,1,1
win_00581,0,82,4,1,1
win_00582,0,83,2,1,1
win_00583,0,83,3,1,1
win_00584,0,84,0,1,1
win_00585,0,84,1,1,1
win_00586,0,84,2,1,1
win_00587,0,84,3,1,1
win_00588,0,85,1,1,1
win_00589,0,85,2,1,1
win_00590,0,87,0,1,1
win_00591,0,87,2,1,1
win_00592,0,87,3,1,1
win_00593,0,88,0,1,1
win_00594,0,88,3,1,1
win_00595,0,89,0,1,1
win_00596,0,89,1,1,1
win_00597,0,89,3,1,1
win_00598,0,89,4,1,1
win_00599,0,90,1,1,1
win_00600,0,90,4,1,1
win_00601,0,91,0,1,1
win_00602,0,91,1,1,1
win_00603,0,91,2,1,1
win_00604,0,91,4,1,1
win_00605,0,92,2,1,1
win_00606,0,92,4,1,1
win_00607,0,93,2,1,1
win_00608,0,93,3,1,1
win_00609,0,94,0,1,1
win_00610,0,94,4,1,1
win_00611,0,95,2,1,1
win_00612,0,95,3,1,1
win_00613,0,96,0,1,1
win_00614,0,96,1,1,1
win_00615,0,96,2,1,1
win_00616,0,97,0,1,1
win_00617,0,97,4,1,1
win_00618,0,98,2,1,1
win_00619,0,98,3,1,1
win_00620,0,99,4,1,1
win_00621,0,100,0,1,1
win_00622,0,100,2,1,1
win_00623,0,100,3,1,1
win_00624,0,100,4,1,1
win_00625,0,101,1,1,1
win_00626,0,101,2,1,1
win_00627,0,102,0,1,1
win_00628,0,102,4,1,1
win_00629,0,103,1,1,1
win_00630,0,103,3,1,1
win_00631,0,103,4,1,1
win_00632,0,104,3,1,1
win_00633,0,105,2,1,1
win_00634,0,106,0,1,1
win_00635,0,106,1,1,1
win_00636,0,106,2,1,1
win_00637,0,106,4,1,1
win_00638,0,107,4,1,1
win_00639,0,108,3,1,1
win_00640,0,109,1,1,1
win_00641,0,109,2,1,1
win_00642,0,109,3,1,1
win_00643,0,109,4,1,1
win_00644,0,110,0,1,1
win_00645,0,110,1,1,1
win_00646,0,110,3,1,1
win_00647,0,110,4,1,1
win_00648,0,111,0,1,1
win_00649,0,111,3,1,1
win_00650,0,112,1,1,1
win_00651,0,112,2,1,1
win_00652,0,112,3,1,1
win_00653,0,112,4,1,1
win_00654,0,113,0,1,1
win_00655,0,113,2,1,1
win_00656,0,114,0,1,1
win_00657,0,114,2,1,1
win_00658,0,114,3,1,1
win_00659,0,114,4,1,1
win_00660,0,115,0,1,1
win_00661,0,115,1,1,1
win_00662,0,115,2,1,1
win_00663,0,115,3,1,1
win_00664,0,116,0,1,1
win_00665,0,116,3,1,1
win_00666,0,117,0,1,1
win_00667,0,117,3,1,1
win_00668,0,117,4,1,1
win_00669,0,118,1,1,1
win_00670,0,118,3,1,1
win_00671,0,119,2,1,1
win_00672,0,119,3,1,1
win_00673,0,120,1,1,1
win_00674,0,120,4,1,1
win_00675,0,121,1,1,1
win_00676,0,121,4,1,1
win_00677,0,122,0,1,1
win_00678,0,122,1,1,1
win_00679,0,122,4,1,1
win_00680,0,123,1,1,1
win_00681,0,123,2,1,1
win_00682,0,123,3,1,1
win_00683,0,123,4,1,1
win_00684,0,124,2,1,1
win_00685,0,124,3,1,1
win_00686,0,124,4,1,1
win_00687,0,125,0,1,1
win_00688,0,125,1,1,1
win_00689,0,125,3,1,1
win_00690,0,125,4,1,1
win_00691,0,126,0,1,1
win_00692,0,126,1,1,1
win_00693,0,126,4,1,1
win_00694,0,127,1,1,1
win_00695,0,127,2,1,1
win_00696,0,127,3,1,1
win_00697,0,128,0,1,1
win_00698,0,128,1,1,1
win_00699,0,128,3,1,1
win_00700,0,128,4,1,1
win_00701,0,129,0,1,1
win_00702,0,129,3,1,1
win_00703,0,129,4,1,1
win_00704,0,130,0,1,1
win_00705,0,130,4,1,1
win_00706,0,131,0,1,1
win_00707,0,131,1,1,1
win_00708,0,131,4,1,1
win_00709,0,132,1,1,1
win_00710,0,132,2,1,1
win_00711,0,132,3,1,1
win_00712,0,132,4,1,1
win_00713,0,133,0,1,1
win_00714,0,133,2,1,1
win_00715,0,133,4,1,1
win_00716,0,134,1,1,1
win_00717,0,134,2,1,1
win_00718,0,134,3,1,1
win_00719,0,134,4,1,1
win_00720,0,135,0,1,1
win_00721,0,135,2,1,1
win_00722,0,136,0,1,1
win_00723,0,136,1,1,1
win_00724,0,136,2,1,1
win_00725,0,137,0,1,1
win_00726,0,137,2,1,1
win_00727,0,137,3,1,1
win_00728,0,137,4,1,1
win_00729,0,138,0,1,1
win_00730,0,138,1,1,1
win_00731,0,138,2,1,1
win_00732,0,139,0,1,1
win_00733,0,139,3,1,1
win_00734,0,140,0,1,1
win_00735,0,140,1,1,1
win_00736,0,140,2,1,1
win_00737,0,141,0,1,1
win_00738,0,141,2,1,1
win_00739,0,141,4,1,1
win_00740,0,142,3,1,1
win_00741,0,142,4,1,1
win_00742,0,143,0,1,1
win_00743,0,143,2,1,1
win_00744,0,143,4,1,1
win_00745,0,144,0,1,1
win_00746,0,144,1,1,1
win_00747,0,145,1,1,1
win_00748,0,145,4,1,1
win_00749,0,146,0,1,1
win_00750,0,146,1,1,1
win_00751,0,146,2,1,1
win_00752,0,146,4,1,1
win_00753,0,147,1,1,1
win_00754,0,147,2,1,1
win_00755,0,147,3,1,1
win_00756,0,148,0,1,1
win_00757,0,148,3,1,1
win_00758,0,148,4,1,1
win_00759,0,149,0,1,1
win_00760,0,149,1,1,1
win_00761,0,149,4,1,1
win_00762,0,150,1,1,1
win_00763,0,150,3,1,1
win_00764,0,150,4,1,1
win_00765,0,151,0,1,1
win_00766,0,151,4,1,1
win_00767,0,152,0,1,1
win_00768,0,152,1,1,1
win_00769,0,153,1,1,1
win_00770,0,154,2,1,1
win_00771,0,154,4,1,1
win_00772,0,155,1,1,1
win_00773,0,155,3,1,1
win_00774,0,155,4,1,1
win_00775,0,156,0,1,1
win_00776,0,156,1,1,1
win_00777,0,156,2,1,1
win_00778,0,156,3,1,1
win_00779,0,156,4,1,1
win_00780,0,157,1,1,1
win_00781,0,157,4,1,1
win_00782,0,0,0,1,1
win_00783,0,0,1,1,1
win_00784,0,0,2,1,1
win_00785,0,0,3,1,1
win_00786,0,0,4,1,1
win_00787,0,1,0,1,1
win_00788,0,1,1,1,1
win_00789,0,1,3,1,1
win_00790,0,2,1,1,1
win_00791,0,2,3,1,1
win_00792,0,3,0,1,1
win_00793,0,3,4,1,1
win_00794,0,4,0,1,1
win_00795,0,4,1,1,1
win_00796,0,4,2,1,1
win_00797,0,4,3,1,1
win_00798,0,5,0,1,1
win_00799,0,5,1,1,1
win_00800,0,5,2,1,1
win_00801,0,5,3,1,1
win_00802,0,5,4,1,1
win_00803,0,6,1,1,1
win_00804,0,6,2,1,1
win_00805,0,7,0,1,1
win_00806,0,7,1,1,1
win_00807,0,7,3,1,1
win_00808,0,8,2,1,1
win_00809,0,9,1,1,1
win_00810,0,9,2,1,1
win_00811,0,9,3,1,1
win_00812,0,10,0,1,1
win_00813,0,10,3,1,1
win_00814,0,10,4,1,1
win_00815,0,11,1,1,1
win_00816,0,11,3,1,1
win_00817,0,11,4,1,1
win_00818,0,12,0,1,1
win_00819,0,12,3,1,1
win_00820,0,13,3,1,1
win_00821,0,14,0,1,1
win_00822,0,14,1,1,1
win_00823,0,14,3,1,1
win_00824,0,15,1,1,1
win_00825,0,15,3,1,1
win_00826,0,16,0,1,1
win_00827,0,16,1,1,1
win_00828,0,17,1,1,1
win_00829,0,17,4,1,1
win_00830,0,18,3,1,1
win_00831,0,19,0,1,1
win_00832,0,19,1,1,1
win_00833,0,19,2,1,1
win_00834,0,19,3,1,1
win_00835,0,20,1,1,1
win_00836,0,20,3,1,1
win_00837,0,20,4,1,1
win_00838,0,21,3,1,1
win_00839,0,21,4,1,1
win_00840,0,22,0,1,1
win_00841,0,22,1,1,1
win_00842,0,22,3,1,1
win_00843,0,23,0,1,1
win_00844,0,23,1,1,1
win_00845,0,23,3,1,1
win_00846,0,24,3,1,1
win_00847,0,24,4,1,1
win_00848,0,25,0,1,1
win_00849,0,25,1,1,1
win_00850,0,25,2,1,1
win_00851,0,26,0,1,1
win_00852,0,26,1,1,1
win_00853,0,26,2,1,1
win_00854,0,27,1,1,1
win_00855,0,27,2,1,1
win_00856,0,27,3,1,1
win_00857,0,27,4,1,1
win_00858,0,28,1,1,1
win_00859,0,28,4,1,1
win_00860,0,29,0,1,1
win_00861,0,29,2,1,1
win_00862,0,29,3,1,1
win_00863,0,30,1,1,1
win_00864,0,30,2,1,1
win_00865,0,31,0,1,1
win_00866,0,31,1,1,1
win_00867,0,32,1,1,1
win_00868,0,32,2,1,1
win_00869,0,32,3,1,1
win_00870,0,32,4,1,1
win_00871,0,33,0,1,1
win_00872,0,33,4,1,1
win_00873,0,35,0,1,1
win_00874,0,35,2,1,1
win_00875,0,35,3,1,1
win_00876,0,36,1,1,1
win_00877,0,36,2,1,1
win_00878,0,36,4,1,1
win_00879,0,38,0,1,1
win_00880,0,38,1,1,1
win_00881,0,38,4,1,1
win_00882,0,39,0,1,1
win_00883,0,39,1,1,1
win_00884,0,40,0,1,1
win_00885,0,40,1,1,1
win_00886,0,40,2,1,1
win_00887,0,40,3,1,1
win_00888,0,41,0,1,1
win_00889,0,41,3,1,1
win_00890,0,41,4,1,1
win_00891,0,42,0,1,1
win_00892,0,42,1,1,1
win_00893,0,42,2,1,1
win_00894,0,42,4,1,1
win_00895,0,44,0,1,1
win_00896,0,44,1,1,1
win_00897,0,45,3,1,1
win_00898,0,46,1,1,1
win_00899,0,46,4,1,1
win_00900,0,47,0,1,1
win_00901,0,47,1,1,1
win_00902,0,47,2,1,1
win_00903,0,48,0,1,1
win_00904,0,48,2,1,1
win_00905,0,48,4,1,1
win_00906,0,49,0,1,1
win_00907,0,49,1,1,1
win_00908,0,49,2,1,1
win_00909,0,49,4,1,1
win_00910,0,50,1,1,1
win_00911,0,50,2,1,1
win_00912,0,51,0,1,1
win_00913,0,51,4,1,1
win_00914,0,52,2,1,1
win_00915,0,52,3,1,1
win_00916,0,52,4,1,1
win_00917,0,53,0,1,1
win_00918,0,53,1,1,1
win_00919,0,54,3,1,1
win_00920,0,55,1,1,1
win_00921,0,56,1,1,1
win_00922,0,57,2,1,1
win_00923,0,57,3,1,1
win_00924,0,58,3,1,1
win_00925,0,58,4,1,1
win_00926,0,59,0,1,1
win_00927,0,59,1,1,1
win_00928,0,60,2,1,1
