option_id,unit_id,dest_location_id,wave_id
opt_00190,1,1,0
opt_00191,81,97,3
opt_00192,24,41,2
opt_00193,27,30,1
opt_00194,77,98,2
opt_00195,93,0,0
opt_00196,86,98,1
opt_00197,58,67,0
opt_00198,90,15,2
opt_00199,34,36,1
opt_00200,139,137,2
opt_00201,44,74,4
opt_00202,56,63,2
opt_00203,29,29,0
opt_00204,119,115,0
opt_00205,96,4,0
opt_00206,154,159,0
opt_00207,50,52,1
opt_00208,80,92,1
opt_00209,31,26,1
opt_00210,124,118,1
opt_00211,48,60,0
opt_00212,94,102,2
opt_00213,27,31,1
opt_00214,66,98,2
opt_00215,48,71,3
opt_00216,88,78,0
opt_00217,85,78,4
opt_00218,115,117,2
opt_00219,146,149,2
opt_00220,142,144,3
opt_00221,34,28,1
opt_00222,5,0,0
opt_00223,113,14,1
opt_00224,101,7,1
opt_00225,35,43,2
opt_00226,35,39,2
opt_00227,67,92,2
opt_00228,87,97,0
opt_00229,106,23,4
opt_00230,148,150,1
opt_00231,99,100,3
opt_00232,155,159,0
opt_00233,96,18,3
opt_00234,40,61,1
opt_00235,148,149,2
opt_00236,47,56,0
opt_00237,31,39,2
opt_00238,127,122,0
opt_00239,39,46,3
opt_00240,6,8,4
opt_00241,7,14,2
opt_00242,84,96,0
opt_00243,32,34,2
opt_00244,133,130,1
opt_00245,158,147,0
opt_00246,76,92,2
opt_00247,50,57,1
opt_00248,85,77,4
opt_00249,91,21,3
opt_00250,105,7,1
opt_00251,52,58,1
opt_00252,9,17,2
opt_00253,38,27,1
opt_00254,122,121,2
opt_00255,142,136,2
opt_00256,37,41,2
opt_00257,54,60,0
opt_00258,62,53,2
opt_00259,104,102,2
opt_00260,76,94,3
opt_00261,41,53,4
opt_00262,52,51,3
opt_00263,77,93,2
opt_00264,35,34,2
opt_00265,151,156,1
opt_00266,92,9,1
opt_00267,100,19,4
opt_00268,128,125,2
opt_00269,131,140,3
opt_00270,24,34,2
opt_00271,133,137,1
opt_00272,90,16,2
opt_00273,94,102,2
opt_00274,57,53,2
opt_00275,26,26,0
opt_00276,117,119,3
opt_00277,102,110,1
opt_00278,108,13,2
opt_00279,111,15,1
opt_00280,110,15,2
opt_00281,148,150,1
opt_00282,58,74,3
opt_00283,113,23,4
opt_00284,54,67,4
opt_00285,114,7,1
opt_00286,31,37,2
opt_00287,94,12,2
opt_00288,22,35,4
opt_00289,88,89,0
opt_00290,92,6,1
opt_00291,129,115,0
opt_00292,100,108,2
opt_00293,94,101,1
opt_00294,98,17,2
opt_00295,97,114,3
opt_00296,29,31,2
opt_00297,63,54,0
opt_00298,115,126,2
opt_00299,15,34,2
opt_00300,62,55,2
opt_00301,103,19,4
opt_00302,114,6,1
opt_00303,94,17,2
opt_00304,92,109,1
opt_00305,20,42,3
opt_00306,24,42,0
opt_00307,84,99,1
opt_00308,42,60,1
opt_00309,2,2,1
opt_00310,153,157,3
opt_00311,21,32,1
opt_00312,37,44,2
opt_00313,117,128,3
opt_00314,68,84,0
opt_00315,69,98,2
opt_00316,84,83,1
opt_00317,99,112,3
opt_00318,13,17,2
opt_00319,24,37,2
opt_00320,103,19,4
opt_00321,82,95,1
opt_00322,60,53,2
opt_00323,88,87,0
opt_00324,17,34,3
opt_00325,99,14,1
opt_00326,24,43,2
opt_00327,78,97,3
opt_00328,121,117,3
opt_00329,19,40,4
opt_00330,105,4,1
opt_00331,111,103,0
opt_00332,113,17,1
opt_00333,54,67,4
opt_00334,51,55,2
opt_00335,40,58,2
opt_00336,75,82,1
opt_00337,92,6,1
opt_00338,19,45,4
opt_00339,52,50,3
opt_00340,16,35,4
opt_00341,73,94,3
opt_00342,89,84,2
opt_00343,66,75,3
opt_00344,148,149,2
opt_00345,25,38,1
opt_00346,72,91,0
opt_00347,82,77,0
opt_00348,85,93,2
opt_00349,13,24,2
opt_00350,83,75,1
opt_00351,54,66,0
opt_00352,101,108,3
opt_00353,6,17,1
opt_00354,17,34,3
opt_00355,81,97,3
opt_00356,23,36,3
opt_00357,55,50,0
opt_00358,103,19,4
opt_00359,25,36,1
opt_00360,11,18,3
opt_00361,50,57,1
opt_00362,4,23,4
opt_00363,13,13,2
opt_00364,72,82,1
opt_00365,36,41,2
opt_00366,49,57,0
opt_00367,91,19,3
opt_00368,108,16,2
opt_00369,55,68,1
opt_00370,0,12,2
opt_00371,6,20,1
opt_00372,128,121,2
opt_00373,76,90,3
opt_00374,99,19,3
opt_00375,74,95,4
opt_00376,33,49,0
opt_00377,124,118,1
opt_00378,10,9,1
opt_00379,101,11,1
opt_00380,39,48,3
opt_00381,3,4,1
opt_00382,102,6,1
opt_00383,144,139,1
opt_00384,43,62,2
opt_00385,133,131,0
opt_00386,16,45,4
opt_00387,27,28,1
opt_00388,68,98,2
opt_00389,86,84,2
opt_00390,73,94,1
opt_00391,97,21,3
opt_00392,84,80,1
opt_00393,42,58,1
opt_00394,93,6,4
opt_00395,27,32,1
opt_00396,87,92,1
opt_00397,95,105,4
opt_00398,44,53,4
opt_00399,23,36,1
opt_00400,52,61,1
opt_00401,149,152,1
opt_00402,73,90,3
opt_00403,105,109,1
opt_00404,119,115,0
opt_00405,157,146,1
opt_00406,113,15,1
opt_00407,136,137,1
opt_00408,90,24,2
opt_00409,118,126,0
opt_00410,68,81,2
opt_00411,63,57,0
opt_00412,114,11,1
opt_00413,133,141,1
opt_00414,36,39,2
opt_00415,155,159,0
opt_00416,145,148,2
opt_00417,74,96,4
opt_00418,72,92,1
opt_00419,110,13,2
opt_00420,144,135,2
opt_00421,141,136,2
opt_00422,8,19,3
opt_00423,31,49,1
opt_00424,62,66,0
opt_00425,9,17,2
opt_00426,40,51,1
opt_00427,81,90,3
opt_00428,99,19,3
opt_00429,21,36,1
opt_00430,41,51,1
opt_00431,113,23,4
opt_00432,10,2,1
opt_00433,18,47,1
opt_00434,71,78,0
opt_00435,56,69,2
opt_00436,131,140,3
opt_00437,69,76,2
opt_00438,44,55,2
opt_00439,109,9,1
opt_00440,75,80,1
opt_00441,38,29,4
opt_00442,24,44,2
opt_00443,112,104,0
opt_00444,31,44,2
opt_00445,86,85,2
opt_00446,17,29,0
opt_00447,20,46,3
opt_00448,109,110,1
opt_00449,20,48,3
opt_00450,153,158,2
opt_00451,99,101,1
opt_00452,48,60,0
opt_00453,43,62,1
opt_00454,62,67,0
opt_00455,113,23,4
opt_00456,90,12,2
opt_00457,43,51,1
opt_00458,60,68,2
opt_00459,2,6,1
opt_00460,32,44,2
opt_00461,15,41,2
opt_00462,109,6,1
opt_00463,97,20,3
opt_00464,108,15,2
opt_00465,27,36,1
opt_00466,13,0,3
opt_00467,34,30,1
opt_00468,22,45,4
opt_00469,110,111,2
opt_00470,4,23,4
opt_00471,103,1,0
opt_00472,18,47,1
opt_00473,10,7,1
opt_00474,137,132,2
opt_00475,88,98,1
opt_00476,68,85,2
opt_00477,24,41,0
opt_00478,3,9,1
opt_00479,10,6,1
opt_00480,26,26,0
opt_00481,129,125,1
opt_00482,21,40,0
opt_00483,65,86,3
opt_00484,42,58,1
opt_00485,40,62,2
opt_00486,114,9,1
opt_00487,145,148,2
opt_00488,51,55,2
opt_00489,32,39,2
opt_00490,145,151,2
opt_00491,70,87,1
opt_00492,2,5,1
opt_00493,56,68,2
opt_00494,110,108,2
opt_00495,6,23,4
opt_00496,146,158,3
opt_00497,18,42,3
opt_00498,15,34,2
opt_00499,15,37,2
opt_00500,15,33,2
opt_00501,69,85,2
opt_00502,100,15,2
opt_00503,9,24,2
opt_00504,117,123,3
opt_00505,54,66,0
opt_00506,33,25,0
opt_00507,17,34,3
opt_00508,94,17,2
opt_00509,81,94,3
opt_00510,100,12,2
opt_00511,93,6,4
opt_00512,107,4,1
opt_00513,6,15,1
opt_00514,35,41,2
opt_00515,96,19,3
opt_00516,89,85,2
opt_00517,38,28,1
opt_00518,44,69,2
opt_00519,131,130,1
opt_00520,10,9,1
opt_00521,37,44,2
opt_00522,92,7,1
opt_00523,84,92,1
opt_00524,52,62,1
opt_00525,32,47,1
opt_00526,86,81,2
opt_00527,113,14,1
opt_00528,57,53,2
opt_00529,39,46,2
opt_00530,90,12,2
opt_00531,65,96,4
opt_00532,2,22,0
opt_00533,21,41,0
opt_00534,15,37,2
opt_00535,45,55,2
opt_00536,109,4,1
opt_00537,105,110,1
opt_00538,96,20,3
opt_00539,46,71,3
opt_00540,36,37,2
opt_00541,0,24,2
opt_00542,93,3,0
opt_00543,21,30,1
opt_00544,2,5,1
opt_00545,79,88,0
opt_00546,28,46,3
opt_00547,12,1,0
opt_00548,20,46,3
opt_00549,66,75,3
opt_00550,107,18,2
opt_00551,14,21,3
opt_00552,60,55,3
opt_00553,116,117,3
opt_00554,77,81,2
opt_00555,54,65,4
opt_00556,49,54,1
opt_00557,50,54,1
opt_00558,46,74,3
opt_00559,110,16,0
opt_00560,74,88,4
opt_00561,72,88,0
opt_00562,71,78,0
opt_00563,86,76,2
opt_00564,37,37,2
opt_00565,37,41,2
opt_00566,58,64,3
opt_00567,20,47,3
opt_00568,50,70,3
opt_00569,53,51,1
opt_00570,75,86,1
opt_00571,127,115,0
opt_00572,59,50,0
opt_00573,44,53,4
opt_00574,61,72,1
opt_00575,33,29,0
opt_00576,20,42,3
opt_00577,63,52,0
opt_00578,74,92,2
opt_00579,100,13,2
opt_00580,43,58,1
opt_00581,62,67,0
opt_00582,21,27,1
opt_00583,35,33,2
opt_00584,27,30,1
opt_00585,84,92,1
opt_00586,136,137,1
opt_00587,31,47,1
opt_00588,6,23,4
opt_00589,155,156,1
opt_00590,51,69,2
opt_00591,106,22,0
opt_00592,8,21,3
opt_00593,40,51,1
opt_00594,41,53,4
opt_00595,72,83,1
opt_00596,108,12,2
opt_00597,50,64,3
opt_00598,72,99,1
opt_00599,141,134,4
opt_00600,69,85,2
opt_00601,38,30,4
opt_00602,143,142,4
opt_00603,52,62,1
opt_00604,18,26,1
opt_00605,76,94,3
opt_00606,100,14,2
opt_00607,146,155,2
opt_00608,114,109,1
opt_00609,133,141,1
opt_00610,53,70,2
opt_00611,51,74,4
opt_00612,81,77,4
opt_00613,156,156,1
opt_00614,149,154,3
opt_00615,73,79,3
opt_00616,103,101,0
opt_00617,48,60,0
opt_00618,69,84,0
opt_00619,108,14,2
opt_00620,60,63,2
opt_00621,28,31,2
opt_00622,146,154,3
opt_00623,128,127,3
opt_00624,147,149,1
opt_00625,49,50,0
opt_00626,59,54,0
opt_00627,105,5,1
opt_00628,129,122,0
opt_00629,40,66,1
opt_00630,15,39,2
opt_00631,3,11,1
opt_00632,63,50,0
opt_00633,53,61,1
opt_00634,136,142,1
opt_00635,86,91,2
opt_00636,50,64,3
opt_00637,35,33,2
opt_00638,87,96,0
opt_00639,32,47,1
opt_00640,14,20,3
opt_00641,46,62,2
opt_00642,45,63,2
opt_00643,77,91,2
opt_00644,144,135,1
opt_00645,102,109,3
opt_00646,97,21,3
opt_00647,144,133,1
opt_00648,138,131,0
opt_00649,154,147,0
opt_00650,17,25,0
opt_00651,0,15,2
opt_00652,31,43,2
opt_00653,62,68,2
opt_00654,67,92,1
opt_00655,64,73,4
opt_00656,17,49,0
opt_00657,28,28,2
opt_00658,40,51,1
opt_00659,94,102,2
opt_00660,98,112,0
opt_00661,98,107,2
opt_00662,36,33,2
opt_00663,64,65,4
opt_00664,69,91,2
opt_00665,93,103,0
opt_00666,135,135,1
opt_00667,67,92,1
opt_00668,109,110,1
opt_00669,73,94,3
opt_00670,50,74,3
opt_00671,47,73,4
opt_00672,43,62,1
opt_00673,23,31,1
opt_00674,13,16,2
opt_00675,107,9,1
opt_00676,90,24,2
opt_00677,43,58,1
opt_00678,52,50,3
opt_00679,92,109,3
opt_00680,36,43,2
opt_00681,102,110,3
opt_00682,70,89,0
opt_00683,99,103,1
opt_00684,116,116,3
opt_00685,53,70,2
opt_00686,69,98,2
opt_00687,89,81,2
opt_00688,2,22,0
opt_00689,74,88,4
opt_00690,52,61,1
opt_00691,13,17,2
opt_00692,106,22,4
opt_00693,38,30,1
opt_00694,24,33,2
opt_00695,75,75,1
opt_00696,66,98,2
opt_00697,99,18,3
opt_00698,105,109,1
opt_00699,104,19,4
opt_00700,30,38,1
opt_00701,66,76,2
opt_00702,4,23,4
opt_00703,21,41,0
opt_00704,107,110,1
opt_00705,5,0,0
opt_00706,58,61,0
opt_00707,77,85,2
opt_00708,107,7,1
opt_00709,96,112,0
opt_00710,80,80,1
opt_00711,46,62,2
opt_00712,82,89,0
opt_00713,56,59,2
opt_00714,126,129,4
opt_00715,96,19,3
opt_00716,64,65,4
opt_00717,87,83,1
opt_00718,47,67,4
opt_00719,92,106,1
opt_00720,6,23,4
opt_00721,120,124,4
opt_00722,23,32,1
opt_00723,80,82,1
opt_00724,127,116,0
opt_00725,61,60,1
opt_00726,27,31,1
opt_00727,24,40,0
opt_00728,24,42,0
opt_00729,81,78,4
opt_00730,30,25,4
opt_00731,91,21,3
opt_00732,82,89,0
opt_00733,30,30,1
opt_00734,29,31,2
opt_00735,0,13,2
opt_00736,101,2,1
opt_00737,28,31,2
opt_00738,78,90,3
opt_00739,47,56,0
opt_00740,89,76,2
opt_00741,136,140,3
opt_00742,138,130,0
opt_00743,50,52,1
opt_00744,97,104,4
opt_00745,88,78,0
opt_00746,69,84,0
opt_00747,6,20,1
opt_00748,53,66,1
opt_00749,61,61,1
opt_00750,36,37,2
opt_00751,58,71,3
opt_00752,0,17,2
opt_00753,80,92,1
opt_00754,1,21,2
opt_00755,127,115,0
opt_00756,106,22,0
opt_00757,84,96,0
opt_00758,58,66,0
opt_00759,109,7,1
opt_00760,60,55,2
opt_00761,53,66,1
opt_00762,99,101,1
opt_00763,141,134,4
opt_00764,9,15,2
opt_00765,108,108,2
opt_00766,52,72,1
opt_00767,43,65,2
opt_00768,21,31,1
opt_00769,101,6,1
opt_00770,40,58,1
opt_00771,19,34,3
opt_00772,27,31,1
opt_00773,114,110,1
opt_00774,110,13,2
opt_00775,85,98,2
opt_00776,54,73,4
opt_00777,86,84,2
opt_00778,6,17,1
opt_00779,69,84,2
opt_00780,67,75,1
opt_00781,3,6,1
opt_00782,72,88,0
opt_00783,23,32,1
opt_00784,93,1,0
opt_00785,77,91,2
opt_00786,70,77,0
opt_00787,0,13,2
opt_00788,67,83,1
opt_00789,53,66,1
opt_00790,85,76,2
opt_00791,34,38,1
opt_00792,90,13,2
opt_00793,145,153,2
opt_00794,13,15,2
opt_00795,10,6,1
opt_00796,92,2,1
opt_00797,83,99,1
opt_00798,11,19,3
opt_00799,111,104,0
opt_00800,119,116,0
opt_00801,63,54,0
opt_00802,13,13,2
opt_00803,150,152,2
opt_00804,108,102,2
opt_00805,13,17,2
opt_00806,146,155,2
opt_00807,109,9,1
opt_00808,65,88,4
opt_00809,131,130,1
opt_00810,62,55,2
opt_00811,107,3,2
opt_00812,6,8,4
opt_00813,24,42,0
opt_00814,101,4,1
opt_00815,119,115,0
opt_00816,18,42,3
opt_00817,92,9,1
opt_00818,134,130,0
opt_00819,22,40,4
opt_00820,26,49,0
opt_00821,110,14,2
opt_00822,136,141,3
opt_00823,99,114,3
opt_00824,48,56,0
opt_00825,109,9,1
opt_00826,129,115,0
opt_00827,54,67,4
opt_00828,13,24,2
opt_00829,45,68,2
opt_00830,35,34,2
opt_00831,99,20,3
opt_00832,55,57,0
opt_00833,101,2,1
opt_00834,6,22,4
opt_00835,69,91,2
opt_00836,64,67,4
opt_00837,116,116,3
opt_00838,132,143,4
opt_00839,109,11,1
opt_00840,37,44,2
opt_00841,158,147,0
opt_00842,57,50,3
opt_00843,28,31,2
opt_00844,8,18,3
opt_00845,81,76,4
opt_00846,95,22,4
opt_00847,17,36,3
opt_00848,17,49,0
opt_00849,30,31,1
opt_00850,15,33,3
opt_00851,38,28,1
opt_00852,60,51,3
opt_00853,73,97,3
opt_00854,72,99,1
opt_00855,98,4,0
opt_00856,12,3,0
opt_00857,44,74,4
opt_00858,19,36,3
opt_00859,12,10,0
opt_00860,41,51,1
opt_00861,130,133,1
opt_00862,129,123,1
opt_00863,110,13,2
opt_00864,152,151,2
opt_00865,134,131,0
opt_00866,76,90,3
opt_00867,73,87,1
opt_00868,57,56,2
opt_00869,109,106,1
opt_00870,44,55,2
opt_00871,98,13,2
opt_00872,82,95,1
opt_00873,83,82,1
opt_00874,156,152,2
opt_00875,100,13,2
opt_00876,44,53,2
opt_00877,73,79,3
opt_00878,23,36,3
opt_00879,45,55,2
opt_00880,31,39,2
opt_00881,101,11,1
opt_00882,134,130,0
opt_00883,48,71,3
opt_00884,94,15,2
opt_00885,148,155,2
opt_00886,13,13,2
opt_00887,12,10,0
opt_00888,101,9,1
opt_00889,73,95,1
opt_00890,92,2,1
opt_00891,23,31,1
opt_00892,71,77,0
opt_00893,42,58,1
opt_00894,48,64,3
opt_00895,110,17,2
opt_00896,86,81,2
opt_00897,137,132,2
opt_00898,69,88,0
opt_00899,40,58,2
opt_00900,8,18,3
opt_00901,22,35,4
opt_00902,81,79,3
opt_00903,2,11,1
opt_00904,107,106,1
opt_00905,57,50,3
opt_00906,32,49,1
opt_00907,94,16,2
opt_00908,39,48,3
opt_00909,103,3,0
opt_00910,5,10,0
opt_00911,29,31,2
opt_00912,93,1,0
opt_00913,121,127,1
opt_00914,34,27,1
opt_00915,39,46,3
opt_00916,35,33,2
opt_00917,75,99,1
opt_00918,49,50,0
opt_00919,69,81,0
opt_00920,111,3,0
opt_00921,75,82,1
opt_00922,88,78,0
opt_00923,112,10,0
opt_00924,108,24,2
opt_00925,30,36,1
opt_00926,107,4,1
opt_00927,80,75,1
opt_00928,94,12,2
opt_00929,109,2,1
opt_00930,8,20,3
opt_00931,24,41,0
opt_00932,65,88,4
opt_00933,117,123,3
opt_00934,73,79,3
opt_00935,30,27,1
opt_00936,94,14,2
opt_00937,143,142,4
opt_00938,142,132,2
opt_00939,153,158,3
opt_00940,68,85,2
opt_00941,103,9,4
opt_00942,101,11,1
opt_00943,71,78,0
opt_00944,102,109,3
opt_00945,125,128,3
opt_00946,109,7,1
opt_00947,70,89,0
opt_00948,23,30,1
opt_00949,21,28,1
opt_00950,136,138,3
opt_00951,7,17,1
opt_00952,141,136,2
opt_00953,89,81,2
opt_00954,76,79,3
opt_00955,56,69,2
opt_00956,61,58,1
opt_00957,61,66,1
opt_00958,108,24,2
opt_00959,101,110,3
opt_00960,122,117,2
opt_00961,60,53,2
opt_00962,68,93,2
opt_00963,74,88,4
opt_00964,66,86,3
opt_00965,30,32,1
opt_00966,49,54,0
opt_00967,103,1,0
opt_00968,72,92,1
opt_00969,90,107,0
opt_00970,23,38,1
opt_00971,48,61,0
opt_00972,103,1,0
opt_00973,155,147,0
opt_00974,76,92,2
opt_00975,110,107,2
opt_00976,142,137,2
opt_00977,109,4,1
opt_00978,35,39,2
opt_00979,15,34,2
opt_00980,28,48,3
opt_00981,3,7,1
opt_00982,114,7,1
opt_00983,71,77,0
opt_00984,150,148,2
opt_00985,20,42,3
opt_00986,98,111,2
opt_00987,158,145,0
opt_00988,36,37,2
opt_00989,11,20,3
opt_00990,11,19,3
opt_00991,153,158,2
opt_00992,159,155,4
opt_00993,102,109,1
opt_00994,62,66,0
opt_00995,4,21,2
opt_00996,37,37,2
opt_00997,86,91,2
opt_00998,3,5,1
opt_00999,0,13,2
opt_01000,16,40,4
opt_01001,97,20,3
opt_01002,104,14,2
opt_01003,35,34,2
opt_01004,90,111,2
opt_01005,67,75,1
opt_01006,119,122,0
opt_01007,92,11,1
opt_01008,59,52,0
opt_01009,25,38,1
opt_01010,98,12,2
opt_01011,58,71,3
opt_01012,81,77,4
opt_01013,31,34,2
opt_01014,25,32,1
opt_01015,119,122,4
opt_01016,104,19,4
opt_01017,69,84,0
opt_01018,110,12,2
opt_01019,50,54,1
opt_01020,15,41,2
opt_01021,20,46,3
opt_01022,111,103,0
opt_01023,152,152,2
opt_01024,107,6,1
opt_01025,107,5,1
opt_01026,46,65,2
opt_01027,31,33,2
opt_01028,13,17,2
opt_01029,101,7,1
opt_01030,72,75,1
opt_01031,111,0,0
opt_01032,112,1,0
opt_01033,78,90,3
opt_01034,61,66,1
opt_01035,44,64,4
opt_01036,72,75,1
opt_01037,157,146,1
opt_01038,94,15,2
opt_01039,111,0,0
opt_01040,2,5,1
opt_01041,93,0,0
opt_01042,31,37,2
opt_01043,111,15,1
opt_01044,70,78,0
opt_01045,9,14,2
opt_01046,38,30,4
opt_01047,92,5,1
opt_01048,83,92,1
opt_01049,23,30,1
opt_01050,83,80,1
opt_01051,61,72,1
opt_01052,88,98,1
opt_01053,44,56,2
opt_01054,100,15,2
opt_01055,11,18,3
opt_01056,29,45,2
opt_01057,93,104,4
opt_01058,101,2,1
opt_01059,111,0,0
opt_01060,68,81,0
opt_01061,19,40,4
opt_01062,133,144,0
opt_01063,79,96,4
opt_01064,110,15,2
opt_01065,67,92,1
opt_01066,114,9,1
opt_01067,40,61,1
opt_01068,89,85,2
opt_01069,12,3,0
opt_01070,106,113,4
opt_01071,57,55,2
opt_01072,9,24,2
opt_01073,93,10,0
opt_01074,67,80,1
opt_01075,96,20,3
opt_01076,56,56,2
opt_01077,43,66,1
opt_01078,4,18,2
opt_01079,92,11,1
opt_01080,57,51,3
opt_01081,43,51,1
opt_01082,70,89,0
opt_01083,109,4,1
opt_01084,79,96,4
opt_01085,72,83,1
opt_01086,73,97,3
opt_01087,40,60,1
opt_01088,71,86,3
opt_01089,62,59,2
opt_01090,80,82,1
opt_01091,42,60,1
opt_01092,66,93,2
opt_01093,2,11,1
opt_01094,112,0,0
opt_01095,42,61,1
opt_01096,94,13,2
opt_01097,89,93,2
opt_01098,138,143,3
opt_01099,34,31,1
opt_01100,47,60,0
opt_01101,101,9,1
opt_01102,4,22,4
opt_01103,21,40,0
opt_01104,93,1,0
opt_01105,98,13,2
opt_01106,29,38,2
opt_01107,89,84,2
opt_01108,25,28,1
opt_01109,7,17,1
opt_01110,18,26,1
opt_01111,26,49,0
opt_01112,36,34,2
opt_01113,110,108,2
opt_01114,107,11,2
opt_01115,23,31,1
opt_01116,77,85,2
opt_01117,97,9,4
opt_01118,100,17,2
opt_01119,68,84,2
opt_01120,75,99,1
opt_01121,114,110,1
opt_01122,91,112,3
opt_01123,95,107,0
opt_01124,94,111,2
opt_01125,28,28,2
opt_01126,145,152,2
opt_01127,64,73,4
opt_01128,3,5,1
opt_01129,104,17,2
opt_01130,138,130,0
opt_01131,62,63,2
opt_01132,23,36,3
opt_01133,82,94,1
opt_01134,129,115,1
opt_01135,13,24,2
opt_01136,85,98,2
opt_01137,109,11,1
opt_01138,86,85,2
opt_01139,85,91,2
opt_01140,89,85,2
opt_01141,29,26,0
opt_01142,39,45,2
opt_01143,53,51,1
opt_01144,29,38,2
opt_01145,13,0,3
opt_01146,113,14,1
opt_01147,104,12,2
opt_01148,79,95,4
opt_01149,85,93,2
opt_01150,77,91,2
opt_01151,42,72,1
opt_01152,105,3,2
opt_01153,70,78,0
opt_01154,124,127,1
opt_01155,92,2,1
opt_01156,98,17,2
opt_01157,4,22,4
opt_01158,133,131,0
opt_01159,103,101,0
opt_01160,54,61,0
opt_01161,111,14,1
opt_01162,69,84,2
