option_id,reported_cost,travel_minutes,carbon_kg,sla_risk_band
opt_02246,46.95,22,11.44,LOW
opt_04198,133.3,31,23.08,MED
opt_02677,25.16,76,7.94,MED
opt_03180,61.1,80,1.54,HIGH
opt_01257,153.45,85,24.73,LOW
opt_00910,187.98,111,10.49,LOW
opt_03902,214.16,59,11.2,HIGH
opt_03437,62.77,52,22.28,MED
opt_03392,49.05,56,21.37,MED
opt_01386,222.55,20,12.32,LOW
opt_03693,191.13,78,16.15,MED
opt_01252,104.3,26,10.65,HIGH
opt_00705,23.5,16,6.46,MED
opt_00222,57.78,85,2.26,LOW
opt_03540,150.27,9,17.61,HIGH
opt_00720,242.42,32,18.97,LOW
opt_00588,195.38,116,8.03,LOW
opt_03129,71.99,47,6.44,HIGH
opt_00495,216.61,78,12.41,HIGH
opt_00834,21.16,58,21.67,HIGH
opt_02060,163.23,73,4.18,LOW
opt_02664,112.23,95,15.58,MED
opt_02532,129.73,112,12.98,HIGH
opt_02860,207.9,14,5.02,LOW
opt_00240,80.35,40,11.18,HIGH
opt_04051,98.6,10,3.86,MED
opt_02614,228.46,51,9.22,LOW
opt_00812,191.77,60,9.69,LOW
opt_01546,14.61,115,7.61,MED
opt_02383,219.43,10,14.03,HIGH
opt_02899,204.65,87,22.01,LOW
opt_00778,48.84,16,19.11,MED
opt_00353,237.9,50,14.09,LOW
opt_01858,90.44,56,12.6,LOW
opt_03550,192.25,77,23.92,LOW
opt_02986,109.48,96,23.17,HIGH
opt_01225,105.28,84,11.98,MED
opt_03376,63.4,50,12.87,HIGH
opt_00513,34.09,71,17.61,HIGH
opt_00747,63.18,16,4.22,LOW
opt_03686,94.84,105,21.7,MED
opt_00077,54.46,72,18.86,HIGH
opt_00371,47.06,21,7.14,LOW
opt_04703,27.6,102,21.75,MED
opt_02577,117.94,100,17.71,LOW
opt_02465,28.1,24,1.16,HIGH
opt_04504,225.0,31,1.95,MED
opt_04276,92.2,80,4.07,MED
opt_03999,94.86,93,10.73,MED
opt_02868,178.55,39,18.22,LOW
opt_03848,225.05,50,16.89,LOW
opt_02950,194.94,23,19.09,HIGH
opt_03517,214.38,98,5.1,LOW
opt_03712,4.84,2,16.41,MED
opt_03215,44.86,26,12.4,LOW
opt_03978,220.94,40,1.75,MED
opt_03481,47.78,66,3.65,LOW
opt_03849,171.8,54,23.44,HIGH
opt_02696,227.35,110,17.33,LOW
opt_03281,206.27,79,23.05,MED
opt_00241,63.27,23,16.43,LOW
opt_04878,133.29,26,24.76,HIGH
opt_01984,183.04,118,20.84,MED
opt_04667,64.96,33,17.88,MED
opt_03520,61.12,78,7.11,LOW
opt_04691,167.36,50,13.2,HIGH
opt_03068,131.83,57,11.72,LOW
opt_03662,185.16,14,17.59,MED
opt_03575,38.07,43,23.09,HIGH
opt_01535,214.26,119,15.25,HIGH
opt_02375,18.11,73,13.45,MED
opt_00189,126.26,58,18.35,HIGH
opt_04473,102.65,104,24.24,LOW
opt_02216,174.17,108,3.06,HIGH
opt_03404,198.63,105,6.25,HIGH
opt_03403,60.93,57,3.35,HIGH
opt_04935,4.38,67,18.14,MED
opt_04963,80.23,81,1.59,LOW
opt_03041,21.61,20,16.96,LOW
opt_04936,127.44,87,17.22,MED
opt_00023,147.9,110,24.59,LOW
opt_04389,83.98,57,14.96,HIGH
opt_02353,22.15,59,4.67,HIGH
opt_03211,174.92,50,6.53,HIGH
opt_01109,42.15,61,17.37,MED
opt_03131,181.72,68,24.64,LOW
opt_04979,127.11,79,12.79,MED
opt_00951,236.51,80,2.63,HIGH
opt_03722,161.86,62,18.94,MED
opt_02324,134.93,84,2.23,LOW
opt_01473,246.77,10,4.4,HIGH
opt_00422,25.99,57,13.89,LOW
opt_03005,85.89,82,18.17,LOW
opt_01412,21.0,112,1.86,LOW
opt_00000,165.85,108,16.29,HIGH
opt_00900,26.85,61,21.67,MED
opt_04753,73.68,50,7.02,LOW
opt_04974,81.25,12,4.56,LOW
opt_00844,222.95,78,7.19,HIGH
opt_03779,238.73,91,24.85,LOW
opt_02215,12.21,41,22.83,MED
opt_01168,108.34,23,7.99,MED
opt_03436,54.28,17,7.43,HIGH
opt_00930,104.34,79,22.51,LOW
opt_02297,121.53,77,8.03,MED
opt_00094,90.87,2,14.76,HIGH
opt_03611,243.95,107,23.72,HIGH
opt_03160,182.19,64,1.82,HIGH
opt_00592,196.41,61,6.02,LOW
opt_00252,87.53,39,24.41,MED
opt_02248,225.84,48,18.87,MED
opt_00010,152.43,37,20.77,LOW
opt_00425,22.48,56,4.03,LOW
opt_02881,232.13,57,7.63,LOW
opt_00125,44.07,73,19.73,MED
opt_00121,41.17,83,16.56,LOW
opt_04439,219.3,22,6.52,MED
opt_02052,163.68,76,10.1,HIGH
opt_03001,143.54,64,5.83,LOW
opt_04084,71.21,16,3.97,HIGH
opt_01072,182.26,56,2.24,HIGH
opt_00503,150.72,88,18.7,LOW
opt_03047,159.82,30,10.27,LOW
opt_03218,43.61,77,6.97,LOW
opt_01553,82.41,81,4.05,LOW
opt_04267,244.16,76,1.49,HIGH
opt_01430,187.66,108,1.02,HIGH
opt_04156,65.86,120,22.49,HIGH
opt_00764,142.26,70,19.06,MED
opt_01045,149.9,46,19.89,LOW
opt_03969,213.79,24,8.42,HIGH
opt_01175,227.16,102,11.42,HIGH
opt_00046,98.01,34,21.81,MED
opt_02712,239.32,44,21.48,LOW
opt_03212,100.63,105,0.73,HIGH
opt_04301,34.93,16,0.56,MED
opt_04024,33.08,14,0.17,LOW
opt_04990,240.79,79,14.47,MED
opt_04385,129.74,105,2.39,HIGH
opt_02162,77.18,91,8.38,LOW
opt_01587,245.68,39,5.52,MED
opt_04187,178.84,71,21.59,MED
opt_00111,223.74,52,10.08,HIGH
opt_01276,102.66,59,15.49,HIGH
opt_03474,151.08,61,5.5,MED
opt_03506,88.48,44,20.2,MED
opt_02762,27.88,116,17.25,MED
opt_01570,161.83,94,7.02,HIGH
opt_03900,201.23,6,5.74,MED
opt_03261,216.21,75,2.42,HIGH
opt_02847,62.68,53,17.39,MED
opt_01537,80.68,78,13.18,HIGH
opt_00378,179.33,49,10.56,LOW
opt_00520,4.86,66,2.89,LOW
opt_03519,6.23,33,7.57,HIGH
opt_01602,1.74,109,1.2,LOW
opt_00473,76.49,22,20.11,HIGH
opt_03321,93.25,72,8.41,MED
opt_03352,48.41,22,2.54,MED
opt_00479,244.15,51,21.15,HIGH
opt_04285,68.68,19,10.59,MED
opt_02481,177.64,8,17.98,HIGH
opt_02825,102.16,13,19.91,MED
opt_00795,170.88,71,9.16,LOW
opt_04475,38.58,78,0.25,LOW
opt_04353,182.51,94,16.15,MED
opt_00019,210.48,119,11.11,LOW
opt_00001,235.29,79,20.63,HIGH
opt_04170,23.95,23,18.95,LOW
opt_01816,35.43,65,5.32,LOW
opt_03776,115.97,94,21.85,LOW
opt_05018,107.64,94,5.74,MED
opt_02578,194.15,78,6.02,MED
opt_00069,247.51,119,21.03,LOW
opt_00432,149.03,1,15.69,HIGH
opt_01442,79.52,12,2.24,HIGH
opt_04328,239.78,2,15.57,MED
opt_03529,88.27,77,22.48,MED
opt_04680,56.35,105,21.45,LOW
opt_02225,170.13,9,14.85,MED
opt_01547,207.53,21,10.08,HIGH
opt_03893,51.19,86,16.65,MED
opt_03099,139.07,5,20.43,HIGH
opt_04929,98.18,69,21.39,LOW
opt_00989,192.99,96,19.63,HIGH
opt_02380,105.11,92,1.98,HIGH
opt_03203,127.97,27,21.07,LOW
opt_03318,211.79,104,24.14,MED
opt_02923,124.51,82,12.02,HIGH
opt_04239,117.81,111,9.95,HIGH
opt_00798,88.87,11,0.44,LOW
opt_02687,139.48,119,9.67,LOW
opt_00071,56.97,69,11.78,LOW
opt_00990,187.91,6,23.9,LOW
opt_04647,168.28,26,10.9,LOW
opt_02154,74.75,64,18.45,HIGH
opt_04083,144.0,80,5.35,LOW
opt_01227,87.83,79,4.16,LOW
opt_02451,78.64,5,6.69,LOW
opt_00360,35.07,100,9.66,LOW
opt_02142,230.65,101,9.24,LOW
opt_01629,86.04,64,5.39,LOW
opt_01055,169.53,99,17.72,MED
opt_03513,224.9,62,20.26,MED
opt_00859,94.44,46,8.04,LOW
opt_01517,120.55,21,19.69,HIGH
opt_03792,73.59,94,10.71,HIGH
opt_00887,80.66,83,15.36,MED
opt_03254,167.26,15,10.62,LOW
opt_01069,26.84,68,16.02,HIGH
opt_04400,74.52,23,10.25,HIGH
opt_01641,154.27,99,20.17,HIGH
opt_00856,95.8,80,18.1,LOW
opt_04337,208.87,65,1.36,HIGH
opt_02845,179.77,46,3.58,HIGH
opt_00547,91.63,14,8.56,MED
opt_04477,7.3,88,13.9,MED
opt_04854,242.23,54,5.09,LOW
opt_03711,106.34,108,6.11,HIGH
opt_04739,156.42,108,3.76,MED
opt_01423,229.31,40,12.59,HIGH
opt_02921,37.72,78,24.94,MED
opt_02175,109.41,91,16.4,HIGH
opt_00173,2.39,108,0.75,MED
opt_02895,19.99,6,23.49,HIGH
opt_02153,100.49,2,14.79,LOW
opt_01184,16.26,39,6.7,MED
opt_01357,192.85,68,0.78,HIGH
opt_01761,60.28,119,24.9,LOW
opt_00349,212.38,70,10.59,HIGH
opt_01135,238.35,76,17.3,MED
opt_02257,243.03,114,8.22,HIGH
opt_00828,56.55,116,3.45,LOW
opt_01682,181.82,23,2.76,LOW
opt_00805,188.96,6,14.71,LOW
opt_00318,190.77,1,8.67,MED
opt_02278,228.08,39,23.87,LOW
opt_01028,44.93,25,19.76,MED
opt_00691,11.11,86,15.14,HIGH
opt_02792,18.73,87,16.22,HIGH
opt_00674,81.37,55,6.97,HIGH
opt_04865,86.65,14,14.78,MED
opt_03762,106.95,34,17.98,MED
opt_01170,243.11,17,22.33,MED
opt_03331,234.63,70,5.08,MED
opt_04503,209.02,1,5.32,HIGH
opt_00794,239.41,63,2.46,LOW
opt_01359,206.65,47,4.86,LOW
opt_01588,196.35,34,20.84,LOW
opt_03807,111.76,94,18.34,HIGH
opt_04684,146.43,12,6.59,LOW
opt_02752,102.22,41,16.49,LOW
opt_04399,161.32,54,6.78,HIGH
opt_03065,120.09,70,1.46,MED
opt_00363,102.25,113,2.07,MED
opt_04230,120.94,99,17.46,MED
opt_00886,0.47,87,14.58,HIGH
opt_01594,44.77,11,21.96,MED
opt_00802,29.94,113,12.22,LOW
opt_01706,102.01,24,10.88,HIGH
opt_01705,19.69,38,4.45,HIGH
opt_04268,214.99,49,19.83,HIGH
opt_01989,204.1,10,14.71,HIGH
opt_04444,10.84,103,11.83,LOW
opt_04491,144.79,7,19.53,MED
opt_03743,205.25,118,24.33,MED
opt_00466,1.79,84,17.78,MED
opt_04525,197.3,55,9.1,MED
opt_01145,158.98,116,14.63,LOW
opt_02507,160.55,119,19.9,MED
opt_04628,123.06,11,24.81,LOW
opt_00551,80.99,101,1.52,MED
opt_03756,43.27,86,15.04,HIGH
opt_03665,234.3,74,21.31,HIGH
opt_00640,42.68,81,18.63,LOW
opt_01715,41.4,7,21.23,LOW
opt_03308,36.75,112,19.32,LOW
opt_03939,245.44,36,13.38,LOW
opt_00003,200.81,107,3.14,HIGH
opt_04104,218.45,112,2.23,LOW
opt_01645,238.33,49,13.85,HIGH
opt_01495,56.33,113,3.78,MED
opt_04697,167.05,14,9.51,MED
opt_01387,50.15,17,20.0,HIGH
opt_03699,115.83,47,9.73,MED
opt_03864,182.11,119,5.83,HIGH
opt_02196,234.98,1,3.36,LOW
opt_01211,198.23,55,5.88,MED
opt_04259,53.75,25,15.4,MED
opt_02441,208.46,71,19.17,LOW
opt_04218,159.28,20,20.76,LOW
opt_02099,13.73,68,4.02,MED
opt_00500,40.11,68,8.03,MED
opt_03249,7.35,105,1.6,LOW
opt_00498,23.99,101,21.85,MED
opt_00299,141.35,80,19.49,LOW
opt_01751,200.69,18,3.75,HIGH
opt_00979,67.18,41,12.86,HIGH
opt_01859,225.68,114,19.37,MED
opt_04042,173.53,48,8.88,HIGH
opt_03031,212.71,91,9.71,LOW
opt_00499,234.8,40,3.61,MED
opt_02555,124.54,106,8.38,LOW
opt_00534,21.57,59,20.46,LOW
opt_01324,40.7,5,3.53,LOW
opt_04559,176.36,102,8.08,LOW
opt_02545,0.17,106,12.8,LOW
opt_00630,201.79,62,5.04,HIGH
opt_00120,125.9,119,18.3,MED
opt_00461,156.19,35,8.9,MED
opt_04999,158.59,15,23.49,LOW
opt_01020,150.04,95,9.61,HIGH
opt_03084,19.89,23,21.23,MED
opt_03402,33.85,4,21.39,HIGH
opt_00150,200.82,115,13.56,HIGH
opt_03266,52.26,75,9.85,MED
opt_04111,186.56,5,8.8,LOW
opt_04023,163.62,61,20.41,LOW
opt_04459,104.73,84,14.79,HIGH
opt_03248,169.46,117,3.3,LOW
opt_04704,112.17,113,11.19,MED
opt_04787,113.83,111,20.4,HIGH
opt_01624,159.15,43,22.11,MED
opt_01573,216.28,39,17.92,MED
opt_00850,107.08,38,6.33,LOW
opt_02617,182.71,114,14.92,HIGH
opt_02140,79.95,63,22.81,MED
opt_04349,61.71,118,15.33,MED
opt_03124,104.84,102,5.93,LOW
opt_03467,23.1,108,10.91,LOW
opt_04140,123.85,15,17.06,LOW
opt_04092,77.71,39,0.78,HIGH
opt_01531,127.75,53,21.63,HIGH
opt_01758,150.98,117,7.76,LOW
opt_00340,220.55,64,0.94,HIGH
opt_03993,58.98,30,5.85,HIGH
opt_04578,93.07,33,24.75,LOW
opt_02416,237.05,103,22.48,HIGH
opt_04636,13.89,120,13.84,HIGH
opt_02221,228.77,77,24.45,LOW
opt_03173,183.49,85,3.71,MED
opt_03839,110.71,111,0.86,LOW
opt_03156,144.29,67,20.28,MED
opt_01000,100.23,9,22.86,LOW
opt_04821,216.88,79,3.33,MED
opt_03806,43.82,28,6.26,LOW
opt_00386,96.42,27,8.12,MED
opt_02661,121.95,91,4.22,HIGH
opt_04663,92.47,91,3.56,MED
opt_01597,226.69,79,12.8,MED
opt_04670,42.65,108,8.65,HIGH
opt_01744,133.03,95,18.56,MED
opt_04665,139.2,10,19.2,LOW
opt_02203,118.85,75,22.07,LOW
opt_04772,239.71,27,24.98,HIGH
opt_02031,194.42,14,18.99,LOW
opt_02631,45.82,84,20.68,HIGH
opt_04234,93.89,47,5.08,HIGH
opt_02487,103.66,17,6.7,HIGH
opt_04737,245.21,98,18.61,LOW
opt_04411,167.01,93,8.16,LOW
opt_00087,12.57,65,20.26,HIGH
opt_04017,182.84,100,22.57,LOW
opt_00650,73.74,92,12.15,HIGH
opt_03649,45.09,99,0.35,HIGH
opt_01282,40.6,47,9.26,MED
opt_01627,197.75,51,11.54,MED
opt_03251,195.64,82,6.25,HIGH
opt_01381,55.83,105,15.22,MED
opt_02495,93.88,51,0.14,HIGH
opt_04828,71.17,32,17.55,HIGH
opt_00446,116.82,65,14.34,LOW
opt_05034,63.17,96,23.96,HIGH
opt_03122,36.37,32,23.16,MED
opt_00848,140.47,67,17.92,LOW
opt_00656,21.18,83,13.19,MED
opt_03652,216.04,33,22.03,LOW
opt_03868,97.62,2,14.34,HIGH
opt_01298,233.64,112,23.52,MED
opt_02403,158.83,90,8.84,LOW
opt_00324,22.5,46,3.67,HIGH
opt_00507,177.37,83,8.08,HIGH
opt_04055,54.53,11,5.32,HIGH
opt_00354,79.02,69,6.97,MED
opt_03606,138.43,12,1.11,HIGH
opt_01163,198.01,41,2.95,LOW
opt_03433,186.61,104,24.0,HIGH
opt_01886,83.72,16,6.15,LOW
opt_03495,220.76,66,5.64,HIGH
opt_04526,65.2,112,11.97,HIGH
opt_04464,189.22,41,20.44,MED
opt_00847,184.27,73,23.79,HIGH
opt_03833,157.3,9,4.34,MED
opt_03584,160.58,9,15.18,LOW
opt_01408,18.85,35,4.71,MED
opt_00816,20.13,79,18.94,LOW
opt_00049,244.45,100,10.89,HIGH
opt_00497,27.22,83,6.85,MED
opt_02472,241.45,25,15.5,HIGH
opt_01953,226.27,87,4.86,LOW
opt_02653,226.09,34,10.26,LOW
opt_03637,223.5,56,3.25,LOW
opt_04764,54.69,57,12.38,MED
opt_04026,77.71,20,0.55,LOW
opt_04918,84.8,117,12.1,LOW
opt_03171,66.2,26,22.36,MED
opt_04110,191.19,93,20.98,MED
opt_02040,145.44,105,14.5,HIGH
opt_02484,57.65,59,24.74,HIGH
opt_02865,4.86,104,22.47,MED
opt_04080,136.01,84,0.51,LOW
opt_04221,48.88,66,12.32,HIGH
opt_01632,53.04,101,20.72,HIGH
opt_02594,12.34,78,24.12,HIGH
opt_03847,1.14,54,21.12,HIGH
opt_00604,94.89,90,22.04,MED
opt_01110,235.56,106,15.24,LOW
opt_01913,175.66,38,9.93,LOW
opt_04623,73.3,66,0.86,MED
opt_00433,191.41,86,17.61,LOW
opt_03240,129.5,75,13.53,LOW
opt_02894,182.73,40,4.29,HIGH
opt_00472,94.04,30,14.54,LOW
opt_02474,107.71,8,19.07,LOW
opt_01648,45.21,66,12.04,HIGH
opt_04211,197.96,120,20.46,MED
opt_01061,91.24,5,17.73,LOW
opt_03628,53.61,63,1.97,MED
opt_00329,206.32,60,20.38,LOW
opt_02985,134.39,24,22.48,HIGH
opt_01272,51.31,100,11.0,LOW
opt_04289,177.36,46,9.37,MED
opt_03313,222.99,66,21.84,HIGH
opt_01212,18.05,117,24.37,LOW
opt_02533,19.2,56,23.04,LOW
opt_02010,79.41,102,16.56,LOW
opt_00338,79.09,59,12.06,LOW
opt_03561,95.75,6,21.32,HIGH
opt_01238,184.04,18,7.74,LOW
opt_03530,157.26,44,0.71,LOW
opt_01967,23.59,17,2.07,MED
opt_00858,246.07,91,15.93,HIGH
opt_04077,235.05,104,18.29,LOW
opt_02692,58.79,99,20.21,HIGH
opt_03168,80.39,109,12.65,MED
opt_00771,247.2,7,4.49,MED
opt_03476,130.59,109,10.4,MED
opt_02962,220.97,77,21.72,LOW
opt_00183,241.82,8,1.58,MED
opt_03255,173.28,6,4.57,LOW
opt_00548,166.87,80,24.67,MED
opt_01021,248.36,49,10.61,HIGH
opt_00447,6.26,71,8.92,MED
opt_04442,175.9,8,3.29,MED
opt_03925,142.38,3,22.47,MED
opt_03333,22.35,44,5.65,MED
opt_00305,243.41,106,14.08,LOW
opt_00985,208.54,33,13.5,MED
opt_00576,81.45,14,8.61,LOW
opt_02027,141.02,104,23.96,HIGH
opt_01464,125.9,20,14.53,HIGH
opt_03875,139.96,60,7.21,MED
opt_01305,44.89,87,12.61,HIGH
opt_00567,185.98,38,14.37,MED
opt_02207,85.94,80,0.53,LOW
opt_03653,181.12,36,5.1,MED
opt_04040,10.51,73,19.13,MED
opt_01188,198.52,106,6.48,MED
opt_00449,167.94,86,17.69,HIGH
opt_01745,93.98,59,7.39,HIGH
opt_01662,33.11,105,12.35,HIGH
opt_02405,168.47,66,23.51,HIGH
opt_03620,135.11,24,14.68,HIGH
opt_03384,102.48,119,11.1,HIGH
opt_03275,161.13,92,12.53,HIGH
opt_02531,163.59,45,10.91,HIGH
opt_03130,36.73,49,17.04,MED
opt_05012,23.47,86,4.39,HIGH
opt_04371,239.3,24,11.38,LOW
opt_00582,129.92,13,24.26,LOW
opt_03949,216.39,19,21.79,HIGH
opt_03865,39.01,53,24.34,MED
opt_04008,138.1,82,16.81,LOW
opt_02960,58.39,58,7.58,MED
opt_01809,77.54,119,1.01,LOW
opt_02750,202.08,57,8.97,MED
opt_01353,228.67,90,4.32,MED
opt_00949,16.48,77,1.01,MED
opt_02754,68.82,105,6.44,HIGH
opt_02281,247.06,13,9.21,MED
opt_00543,167.13,19,1.96,HIGH
opt_02841,210.96,4,11.93,LOW
opt_01787,166.91,101,15.11,LOW
opt_01249,61.8,96,20.42,MED
opt_00063,65.1,77,10.86,MED
opt_00768,8.6,118,12.02,LOW
opt_03250,146.51,77,11.27,LOW
opt_03537,142.87,105,4.1,HIGH
opt_02641,87.63,63,24.8,MED
opt_00154,33.91,61,17.68,HIGH
opt_00311,188.94,101,12.97,LOW
opt_04452,247.43,107,4.08,MED
opt_04548,246.5,73,0.35,MED
opt_02127,187.34,68,4.31,HIGH
opt_04059,124.76,84,20.9,HIGH
opt_03892,32.04,120,2.31,LOW
opt_04882,124.84,67,15.16,MED
opt_00429,184.71,106,15.09,MED
opt_01534,147.68,57,24.69,MED
opt_02396,124.36,23,5.94,HIGH
opt_02468,34.53,76,17.25,LOW
opt_01329,222.24,87,19.4,LOW
opt_03689,123.36,115,3.74,HIGH
opt_04984,230.11,66,2.57,LOW
opt_00482,31.07,24,24.97,MED
opt_02457,217.48,71,15.72,HIGH
opt_02529,43.5,96,20.27,MED
opt_04668,22.71,109,8.89,MED
opt_01103,179.8,46,10.37,LOW
opt_03692,83.21,99,16.89,MED
