operation_id,station_id,assignment_type_id,workload_units,priority_eligible,workcontent_score
61,2,0,1.0,1,2.0
61,3,0,1.0,1,2.0
61,4,1,1.0,0,
61,5,1,1.0,0,
61,6,1,1.0,0,
61,7,1,1.0,0,
62,0,0,1.0,1,10.0
62,1,0,1.0,1,10.0
62,2,0,1.0,1,10.0
62,3,0,1.0,1,10.0
62,4,1,1.0,0,
62,5,1,1.0,0,
62,6,1,1.0,0,
62,7,1,1.0,0,
63,2,0,2.0,1,4.0
63,3,0,2.0,1,4.0
63,6,1,2.0,0,
63,7,1,2.0,0,
63,9,1,2.0,0,
63,10,1,2.0,0,
63,11,1,2.0,0,
64,2,0,3.0,1,2.0
64,3,0,3.0,1,2.0
64,6,1,3.0,0,
64,7,1,3.0,0,
64,9,1,3.0,0,
64,10,1,3.0,0,
64,11,1,3.0,0,
65,8,1,1.0,0,
66,0,0,1.0,1,2.0
66,1,0,1.0,1,2.0
66,2,0,1.0,1,2.0
66,3,0,1.0,1,2.0
66,4,1,1.0,0,
66,5,1,1.0,0,
66,6,1,1.0,0,
66,7,1,1.0,0,
67,0,0,1.0,1,2.0
67,1,0,1.0,1,2.0
67,2,0,1.0,1,2.0
67,3,0,1.0,1,2.0
67,4,1,1.0,0,
67,5,1,1.0,0,
67,6,1,1.0,0,
67,7,1,1.0,0,
68,0,0,1.0,1,2.0
68,1,0,1.0,1,2.0
68,2,0,1.0,1,2.0
68,3,0,1.0,1,2.0
68,4,1,1.0,0,
68,5,1,1.0,0,
68,6,1,1.0,0,
68,7,1,1.0,0,
69,0,0,1.0,1,4.0
69,1,0,1.0,1,4.0
69,2,0,1.0,1,4.0
69,3,0,1.0,1,4.0
69,4,1,1.0,0,
69,5,1,1.0,0,
69,6,1,1.0,0,
69,7,1,1.0,0,
70,2,0,2.0,1,6.0
70,3,0,2.0,1,6.0
70,6,1,2.0,0,
70,7,1,2.0,0,
71,9,1,5.0,0,
71,10,1,5.0,0,
71,11,1,5.0,0,
72,2,0,2.0,1,5.0
72,3,0,2.0,1,5.0
72,6,1,2.0,0,
72,7,1,2.0,0,
72,9,1,2.0,0,
72,10,1,2.0,0,
72,11,1,2.0,0,
73,0,0,1.0,1,2.0
73,1,0,1.0,1,2.0
73,2,0,1.0,1,2.0
73,3,0,1.0,1,2.0
73,4,1,1.0,0,
73,5,1,1.0,0,
73,6,1,1.0,0,
73,7,1,1.0,0,
74,2,0,3.0,1,9.0
74,3,0,3.0,1,9.0
74,6,1,3.0,0,
74,7,1,3.0,0,
74,9,1,3.0,0,
74,10,1,3.0,0,
74,11,1,3.0,0,
75,2,0,3.0,1,2.0
75,3,0,3.0,1,2.0
75,6,1,3.0,0,
75,7,1,3.0,0,
76,2,0,3.0,1,5.0
76,3,0,3.0,1,5.0
76,6,1,3.0,0,
76,7,1,3.0,0,
76,9,1,3.0,0,
76,10,1,3.0,0,
76,11,1,3.0,0,
77,2,0,3.0,1,2.0
77,3,0,3.0,1,2.0
77,6,1,3.0,0,
77,7,1,3.0,0,
77,9,1,3.0,0,
77,10,1,3.0,0,
77,11,1,3.0,0,
78,2,0,2.0,1,2.0
78,3,0,2.0,1,2.0
78,6,1,2.0,0,
78,7,1,2.0,0,
78,9,1,2.0,0,
78,10,1,2.0,0,
78,11,1,2.0,0,
79,0,0,1.0,1,2.0
79,1,0,1.0,1,2.0
79,2,0,1.0,1,2.0
79,3,0,1.0,1,2.0
79,4,1,1.0,0,
79,5,1,1.0,0,
79,6,1,1.0,0,
79,7,1,1.0,0,
80,2,0,3.0,1,2.0
80,3,0,3.0,1,2.0
80,6,1,3.0,0,
80,7,1,3.0,0,
81,0,0,1.0,1,2.0
81,1,0,1.0,1,2.0
81,2,0,1.0,1,2.0
81,3,0,1.0,1,2.0
81,4,1,1.0,0,
81,5,1,1.0,0,
81,6,1,1.0,0,
81,7,1,1.0,0,
82,8,1,1.0,0,
83,0,0,1.0,1,2.0
83,1,0,1.0,1,2.0
83,2,0,1.0,1,2.0
83,3,0,1.0,1,2.0
83,4,1,1.0,0,
83,5,1,1.0,0,
83,6,1,1.0,0,
83,7,1,1.0,0,
84,2,0,2.0,1,2.0
84,3,0,2.0,1,2.0
84,6,1,2.0,0,
84,7,1,2.0,0,
84,9,1,2.0,0,
84,10,1,2.0,0,
84,11,1,2.0,0,
85,2,0,3.0,1,2.0
85,3,0,3.0,1,2.0
85,6,1,3.0,0,
85,7,1,3.0,0,
85,9,1,3.0,0,
85,10,1,3.0,0,
85,11,1,3.0,0,
86,0,0,1.0,1,2.0
86,1,0,1.0,1,2.0
86,2,0,1.0,1,2.0
86,3,0,1.0,1,2.0
86,4,1,1.0,0,
86,5,1,1.0,0,
86,6,1,1.0,0,
86,7,1,1.0,0,
87,2,0,3.0,1,8.0
87,3,0,3.0,1,8.0
87,6,1,3.0,0,
87,7,1,3.0,0,
88,9,1,4.0,0,
88,10,1,4.0,0,
88,11,1,4.0,0,
89,9,1,5.0,0,
89,10,1,5.0,0,
89,11,1,5.0,0,
90,2,0,3.0,1,1.0
90,3,0,3.0,1,1.0
90,6,1,3.0,0,
90,7,1,3.0,0,
90,9,1,3.0,0,
90,10,1,3.0,0,
90,11,1,3.0,0,
91,9,1,3.0,0,
91,10,1,3.0,0,
91,11,1,3.0,0,
92,2,0,3.0,1,1.0
92,3,0,3.0,1,1.0
92,6,1,3.0,0,
92,7,1,3.0,0,
92,9,1,3.0,0,
92,10,1,3.0,0,
92,11,1,3.0,0,
93,9,1,3.0,0,
93,10,1,3.0,0,
93,11,1,3.0,0,
94,0,0,1.0,1,2.0
94,1,0,1.0,1,2.0
94,2,0,1.0,1,2.0
94,3,0,1.0,1,2.0
94,4,1,1.0,0,
94,5,1,1.0,0,
94,6,1,1.0,0,
94,7,1,1.0,0,
95,0,0,1.0,1,1.0
95,1,0,1.0,1,1.0
95,2,0,1.0,1,1.0
95,3,0,1.0,1,1.0
95,4,1,1.0,0,
95,5,1,1.0,0,
95,6,1,1.0,0,
95,7,1,1.0,0,
96,0,0,1.0,1,2.0
96,1,0,1.0,1,2.0
96,2,0,1.0,1,2.0
96,3,0,1.0,1,2.0
96,4,1,1.0,0,
96,5,1,1.0,0,
96,6,1,1.0,0,
96,7,1,1.0,0,
97,0,0,1.0,1,1.0
97,1,0,1.0,1,1.0
97,2,0,1.0,1,1.0
97,3,0,1.0,1,1.0
97,4,1,1.0,0,
97,5,1,1.0,0,
97,6,1,1.0,0,
97,7,1,1.0,0,
98,0,0,1.0,1,5.0
98,1,0,1.0,1,5.0
98,2,0,1.0,1,5.0
98,3,0,1.0,1,5.0
98,4,1,1.0,0,
98,5,1,1.0,0,
98,6,1,1.0,0,
98,7,1,1.0,0,
99,0,0,1.0,1,3.0
99,1,0,1.0,1,3.0
99,2,0,1.0,1,3.0
99,3,0,1.0,1,3.0
99,4,1,1.0,0,
99,5,1,1.0,0,
99,6,1,1.0,0,
99,7,1,1.0,0,
100,0,0,1.0,1,2.0
100,1,0,1.0,1,2.0
100,2,0,1.0,1,2.0
100,3,0,1.0,1,2.0
100,4,1,1.0,0,
100,5,1,1.0,0,
100,6,1,1.0,0,
100,7,1,1.0,0,
101,0,0,1.0,1,10.0
101,1,0,1.0,1,10.0
101,2,0,1.0,1,10.0
101,3,0,1.0,1,10.0
101,4,1,1.0,0,
101,5,1,1.0,0,
101,6,1,1.0,0,
101,7,1,1.0,0,
102,0,0,1.0,1,5.0
102,1,0,1.0,1,5.0
102,2,0,1.0,1,5.0
102,3,0,1.0,1,5.0
102,4,1,1.0,0,
102,5,1,1.0,0,
102,6,1,1.0,0,
102,7,1,1.0,0,
103,0,0,1.0,1,9.0
103,1,0,1.0,1,9.0
103,2,0,1.0,1,9.0
103,3,0,1.0,1,9.0
103,4,1,1.0,0,
103,5,1,1.0,0,
103,6,1,1.0,0,
103,7,1,1.0,0,
104,0,0,1.0,1,2.0
104,1,0,1.0,1,2.0
104,2,0,1.0,1,2.0
104,3,0,1.0,1,2.0
104,4,1,1.0,0,
104,5,1,1.0,0,
104,6,1,1.0,0,
104,7,1,1.0,0,
105,0,0,1.0,1,4.0
105,1,0,1.0,1,4.0
105,2,0,1.0,1,4.0
105,3,0,1.0,1,4.0
105,4,1,1.0,0,
105,5,1,1.0,0,
105,6,1,1.0,0,
105,7,1,1.0,0,
106,0,0,1.0,1,6.0
106,1,0,1.0,1,6.0
106,2,0,1.0,1,6.0
106,3,0,1.0,1,6.0
106,4,1,1.0,0,
106,5,1,1.0,0,
106,6,1,1.0,0,
106,7,1,1.0,0,
107,0,0,1.0,1,6.0
107,1,0,1.0,1,6.0
107,2,0,1.0,1,6.0
107,3,0,1.0,1,6.0
107,4,1,1.0,0,
107,5,1,1.0,0,
107,6,1,1.0,0,
107,7,1,1.0,0,
108,0,0,1.0,1,1.0
108,1,0,1.0,1,1.0
108,2,0,1.0,1,1.0
108,3,0,1.0,1,1.0
108,4,1,1.0,0,
108,5,1,1.0,0,
108,6,1,1.0,0,
108,7,1,1.0,0,
109,0,0,1.0,1,3.0
109,1,0,1.0,1,3.0
109,2,0,1.0,1,3.0
109,3,0,1.0,1,3.0
109,4,1,1.0,0,
109,5,1,1.0,0,
109,6,1,1.0,0,
109,7,1,1.0,0,
110,0,0,1.0,1,3.0
110,1,0,1.0,1,3.0
110,2,0,1.0,1,3.0
110,3,0,1.0,1,3.0
110,4,1,1.0,0,
110,5,1,1.0,0,
110,6,1,1.0,0,
110,7,1,1.0,0,
111,0,0,1.0,1,2.0
111,1,0,1.0,1,2.0
111,2,0,1.0,1,2.0
111,3,0,1.0,1,2.0
111,4,1,1.0,0,
111,5,1,1.0,0,
111,6,1,1.0,0,
111,7,1,1.0,0,
112,0,0,1.0,1,2.0
112,1,0,1.0,1,2.0
112,2,0,1.0,1,2.0
112,3,0,1.0,1,2.0
112,4,1,1.0,0,
112,5,1,1.0,0,
112,6,1,1.0,0,
112,7,1,1.0,0,
113,0,0,1.0,1,4.0
113,1,0,1.0,1,4.0
113,2,0,1.0,1,4.0
113,3,0,1.0,1,4.0
113,4,1,1.0,0,
113,5,1,1.0,0,
113,6,1,1.0,0,
113,7,1,1.0,0,
114,0,0,1.0,1,2.0
114,1,0,1.0,1,2.0
114,2,0,1.0,1,2.0
114,3,0,1.0,1,2.0
114,4,1,1.0,0,
114,5,1,1.0,0,
114,6,1,1.0,0,
114,7,1,1.0,0,
115,0,0,1.0,1,2.0
115,1,0,1.0,1,2.0
115,2,0,1.0,1,2.0
115,3,0,1.0,1,2.0
115,4,1,1.0,0,
115,5,1,1.0,0,
115,6,1,1.0,0,
115,7,1,1.0,0,
116,0,0,1.0,1,3.0
116,1,0,1.0,1,3.0
116,2,0,1.0,1,3.0
116,3,0,1.0,1,3.0
116,4,1,1.0,0,
116,5,1,1.0,0,
116,6,1,1.0,0,
116,7,1,1.0,0,
117,0,0,1.0,1,2.0
117,1,0,1.0,1,2.0
117,2,0,1.0,1,2.0
117,3,0,1.0,1,2.0
117,4,1,1.0,0,
117,5,1,1.0,0,
117,6,1,1.0,0,
117,7,1,1.0,0,
118,0,0,1.0,1,5.0
118,1,0,1.0,1,5.0
118,2,0,1.0,1,5.0
118,3,0,1.0,1,5.0
118,4,1,1.0,0,
118,5,1,1.0,0,
118,6,1,1.0,0,
118,7,1,1.0,0,
119,0,0,1.0,1,1.0
119,1,0,1.0,1,1.0
119,2,0,1.0,1,1.0
119,3,0,1.0,1,1.0
119,4,1,1.0,0,
119,5,1,1.0,0,
119,6,1,1.0,0,
119,7,1,1.0,0,
120,0,0,1.0,1,4.0
120,1,0,1.0,1,4.0
120,2,0,1.0,1,4.0
120,3,0,1.0,1,4.0
120,4,1,1.0,0,
120,5,1,1.0,0,
120,6,1,1.0,0,
120,7,1,1.0,0,
121,0,0,1.0,1,2.0
121,1,0,1.0,1,2.0
121,2,0,1.0,1,2.0
121,3,0,1.0,1,2.0
121,4,1,1.0,0,
121,5,1,1.0,0,
121,6,1,1.0,0,
121,7,1,1.0,0,
122,0,0,1.0,1,2.0
122,1,0,1.0,1,2.0
122,2,0,1.0,1,2.0
122,3,0,1.0,1,2.0
122,4,1,1.0,0,
122,5,1,1.0,0,
122,6,1,1.0,0,
122,7,1,1.0,0,
123,0,0,1.0,1,7.0
123,1,0,1.0,1,7.0
123,2,0,1.0,1,7.0
123,3,0,1.0,1,7.0
123,4,1,1.0,0,
123,5,1,1.0,0,
123,6,1,1.0,0,
123,7,1,1.0,0,
124,0,0,1.0,1,14.0
124,1,0,1.0,1,14.0
124,2,0,1.0,1,14.0
124,3,0,1.0,1,14.0
124,4,1,1.0,0,
124,5,1,1.0,0,
124,6,1,1.0,0,
124,7,1,1.0,0,
125,2,0,3.0,1,1.0
125,3,0,3.0,1,1.0
125,6,1,3.0,0,
125,7,1,3.0,0,
126,0,0,1.0,1,2.0
126,1,0,1.0,1,2.0
126,2,0,1.0,1,2.0
126,3,0,1.0,1,2.0
126,4,1,1.0,0,
126,5,1,1.0,0,
126,6,1,1.0,0,
126,7,1,1.0,0,
127,2,0,2.0,1,2.0
127,3,0,2.0,1,2.0
127,6,1,2.0,0,
127,7,1,2.0,0,
127,9,1,2.0,0,
127,10,1,2.0,0,
127,11,1,2.0,0,
128,2,0,3.0,1,2.0
128,3,0,3.0,1,2.0
128,6,1,3.0,0,
128,7,1,3.0,0,
129,2,0,3.0,1,2.0
129,3,0,3.0,1,2.0
129,6,1,3.0,0,
129,7,1,3.0,0,
130,2,0,3.0,1,3.0
130,3,0,3.0,1,3.0
130,6,1,3.0,0,
130,7,1,3.0,0,
131,2,0,3.0,1,2.0
131,3,0,3.0,1,2.0
131,6,1,3.0,0,
131,7,1,3.0,0,
132,0,0,1.0,1,7.0
132,1,0,1.0,1,7.0
132,2,0,1.0,1,7.0
132,3,0,1.0,1,7.0
132,4,1,1.0,0,
132,5,1,1.0,0,
132,6,1,1.0,0,
132,7,1,1.0,0,
133,0,0,1.0,1,1.0
133,1,0,1.0,1,1.0
133,2,0,1.0,1,1.0
133,3,0,1.0,1,1.0
133,4,1,1.0,0,
133,5,1,1.0,0,
133,6,1,1.0,0,
133,7,1,1.0,0,
134,0,0,1.0,1,1.0
134,1,0,1.0,1,1.0
134,2,0,1.0,1,1.0
134,3,0,1.0,1,1.0
134,4,1,1.0,0,
134,5,1,1.0,0,
134,6,1,1.0,0,
134,7,1,1.0,0,
135,0,0,2.0,1,5.0
135,1,0,2.0,1,5.0
135,2,0,2.0,1,5.0
135,3,0,2.0,1,5.0
135,4,1,2.0,0,
135,5,1,2.0,0,
135,6,1,2.0,0,
135,7,1,2.0,0,
136,0,0,1.0,1,1.0
136,1,0,1.0,1,1.0
136,2,0,1.0,1,1.0
136,3,0,1.0,1,1.0
