operation_id,station_id,assignment_type_id,workload_units,priority_eligible,workcontent_score
51,1,0,1.0,1,5.0
51,2,0,2.0,1,5.0
51,3,0,2.0,1,5.0
51,5,1,1.0,0,
51,6,1,1.0,0,
51,7,1,2.0,0,
51,8,1,2.0,0,
52,0,0,1.0,1,7.0
52,1,0,1.0,1,7.0
52,2,0,2.0,1,7.0
52,3,0,2.0,1,7.0
52,5,1,1.0,0,
52,6,1,1.0,0,
52,7,1,2.0,0,
52,8,1,2.0,0,
53,0,0,1.0,1,7.0
53,1,0,1.0,1,7.0
53,2,0,2.0,1,7.0
53,3,0,2.0,1,7.0
53,5,1,1.0,0,
53,6,1,1.0,0,
53,7,1,2.0,0,
53,8,1,2.0,0,
54,0,0,1.0,1,1.0
54,1,0,1.0,1,1.0
54,2,0,2.0,1,1.0
54,3,0,2.0,1,1.0
54,5,1,1.0,0,
54,6,1,1.0,0,
54,7,1,2.0,0,
54,8,1,2.0,0,
55,0,0,1.0,1,11.0
55,1,0,1.0,1,11.0
55,2,0,2.0,1,11.0
55,3,0,2.0,1,11.0
55,5,1,1.0,0,
55,6,1,1.0,0,
55,7,1,2.0,0,
55,8,1,2.0,0,
56,0,0,1.0,1,9.0
56,1,0,1.0,1,9.0
56,2,0,2.0,1,9.0
56,3,0,2.0,1,9.0
56,5,1,1.0,0,
56,6,1,1.0,0,
56,7,1,2.0,0,
56,8,1,2.0,0,
57,0,0,1.0,1,7.0
57,1,0,1.0,1,7.0
57,2,0,2.0,1,7.0
57,3,0,2.0,1,7.0
57,5,1,1.0,0,
57,6,1,1.0,0,
57,7,1,2.0,0,
57,8,1,2.0,0,
58,0,0,1.0,1,14.0
58,1,0,1.0,1,14.0
58,2,0,2.0,1,14.0
58,3,0,2.0,1,14.0
58,5,1,1.0,0,
58,6,1,1.0,0,
58,7,1,2.0,0,
58,8,1,2.0,0,
59,2,0,6.0,1,14.0
59,3,0,6.0,1,14.0
59,7,1,6.0,0,
59,8,1,6.0,0,
60,0,0,1.0,1,7.0
60,1,0,1.0,1,7.0
60,2,0,2.0,1,7.0
60,3,0,2.0,1,7.0
60,5,1,1.0,0,
60,6,1,1.0,0,
60,7,1,2.0,0,
60,8,1,2.0,0,
61,0,0,1.0,1,16.0
61,1,0,1.0,1,16.0
61,2,0,2.0,1,16.0
61,3,0,2.0,1,16.0
61,5,1,1.0,0,
61,6,1,1.0,0,
61,7,1,2.0,0,
61,8,1,2.0,0,
62,0,0,1.0,1,17.0
62,1,0,1.0,1,17.0
62,2,0,2.0,1,17.0
62,3,0,2.0,1,17.0
62,5,1,1.0,0,
62,6,1,1.0,0,
62,7,1,2.0,0,
62,8,1,2.0,0,
63,0,0,1.0,1,16.0
63,1,0,1.0,1,16.0
63,2,0,2.0,1,16.0
63,3,0,2.0,1,16.0
63,5,1,1.0,0,
63,6,1,1.0,0,
63,7,1,2.0,0,
63,8,1,2.0,0,
64,0,0,1.0,1,16.0
64,1,0,1.0,1,16.0
64,2,0,2.0,1,16.0
64,3,0,2.0,1,16.0
64,5,1,1.0,0,
64,6,1,1.0,0,
64,7,1,2.0,0,
64,8,1,2.0,0,
65,0,0,1.0,1,16.0
65,1,0,1.0,1,16.0
65,2,0,2.0,1,16.0
65,3,0,2.0,1,16.0
65,5,1,1.0,0,
65,6,1,1.0,0,
65,7,1,2.0,0,
65,8,1,2.0,0,
66,0,0,1.0,1,14.0
66,1,0,1.0,1,14.0
66,2,0,2.0,1,14.0
66,3,0,2.0,1,14.0
66,5,1,1.0,0,
66,6,1,1.0,0,
66,7,1,2.0,0,
66,8,1,2.0,0,
67,0,0,1.0,1,12.0
67,1,0,1.0,1,12.0
67,2,0,2.0,1,12.0
67,3,0,2.0,1,12.0
67,5,1,1.0,0,
67,6,1,1.0,0,
67,7,1,2.0,0,
67,8,1,2.0,0,
68,0,0,1.0,1,13.0
68,1,0,1.0,1,13.0
68,2,0,2.0,1,13.0
68,3,0,2.0,1,13.0
68,5,1,1.0,0,
68,6,1,1.0,0,
68,7,1,2.0,0,
68,8,1,2.0,0,
69,0,0,1.0,1,16.0
69,1,0,1.0,1,16.0
69,2,0,2.0,1,16.0
69,3,0,2.0,1,16.0
69,5,1,1.0,0,
69,6,1,1.0,0,
69,7,1,2.0,0,
69,8,1,2.0,0,
70,0,0,1.0,1,14.0
70,1,0,1.0,1,14.0
70,2,0,2.0,1,14.0
70,3,0,2.0,1,14.0
70,5,1,1.0,0,
70,6,1,1.0,0,
70,7,1,2.0,0,
70,8,1,2.0,0,
71,0,0,1.0,1,6.0
71,1,0,1.0,1,6.0
71,2,0,2.0,1,6.0
71,3,0,2.0,1,6.0
71,5,1,1.0,0,
71,6,1,1.0,0,
71,7,1,2.0,0,
71,8,1,2.0,0,
72,0,0,1.0,1,13.0
72,1,0,1.0,1,13.0
72,2,0,2.0,1,13.0
72,3,0,2.0,1,13.0
72,5,1,1.0,0,
72,6,1,1.0,0,
72,7,1,2.0,0,
72,8,1,2.0,0,
73,0,0,1.0,1,13.0
73,1,0,1.0,1,13.0
73,2,0,2.0,1,13.0
73,3,0,2.0,1,13.0
73,5,1,1.0,0,
73,6,1,1.0,0,
73,7,1,2.0,0,
73,8,1,2.0,0,
74,0,0,1.0,1,24.0
74,1,0,1.0,1,24.0
74,2,0,2.0,1,24.0
74,3,0,2.0,1,24.0
74,5,1,1.0,0,
74,6,1,1.0,0,
74,7,1,2.0,0,
74,8,1,2.0,0,
75,0,0,1.0,1,18.0
75,1,0,1.0,1,18.0
75,2,0,2.0,1,18.0
75,3,0,2.0,1,18.0
75,5,1,1.0,0,
75,6,1,1.0,0,
75,7,1,2.0,0,
75,8,1,2.0,0,
76,0,0,1.0,1,22.0
76,1,0,1.0,1,22.0
76,2,0,2.0,1,22.0
76,3,0,2.0,1,22.0
76,5,1,1.0,0,
76,6,1,1.0,0,
76,7,1,2.0,0,
76,8,1,2.0,0,
77,0,0,1.0,1,20.0
77,1,0,1.0,1,20.0
77,2,0,2.0,1,20.0
77,3,0,2.0,1,20.0
77,5,1,1.0,0,
77,6,1,1.0,0,
77,7,1,2.0,0,
77,8,1,2.0,0,
78,0,0,1.0,1,7.0
78,1,0,1.0,1,7.0
78,2,0,2.0,1,7.0
78,3,0,2.0,1,7.0
78,5,1,1.0,0,
78,6,1,1.0,0,
78,7,1,2.0,0,
78,8,1,2.0,0,
79,0,0,1.0,1,22.0
79,1,0,1.0,1,22.0
79,2,0,2.0,1,22.0
79,3,0,2.0,1,22.0
79,5,1,1.0,0,
79,6,1,1.0,0,
79,7,1,2.0,0,
79,8,1,2.0,0,
80,0,0,1.0,1,13.0
80,1,0,1.0,1,13.0
80,2,0,2.0,1,13.0
80,3,0,2.0,1,13.0
80,5,1,1.0,0,
80,6,1,1.0,0,
80,7,1,2.0,0,
80,8,1,2.0,0,
81,0,0,1.0,1,5.0
81,1,0,1.0,1,5.0
81,2,0,2.0,1,5.0
81,3,0,2.0,1,5.0
81,5,1,1.0,0,
81,6,1,1.0,0,
81,7,1,2.0,0,
81,8,1,2.0,0,
82,0,0,1.0,1,5.0
82,1,0,1.0,1,5.0
82,2,0,2.0,1,5.0
82,3,0,2.0,1,5.0
82,5,1,1.0,0,
82,6,1,1.0,0,
82,7,1,2.0,0,
82,8,1,2.0,0,
83,0,0,1.0,1,15.0
83,1,0,1.0,1,15.0
83,2,0,2.0,1,15.0
83,3,0,2.0,1,15.0
83,5,1,1.0,0,
83,6,1,1.0,0,
83,7,1,2.0,0,
83,8,1,2.0,0,
84,0,0,1.0,1,13.0
84,1,0,1.0,1,13.0
84,2,0,2.0,1,13.0
84,3,0,2.0,1,13.0
84,5,1,1.0,0,
84,6,1,1.0,0,
84,7,1,2.0,0,
84,8,1,2.0,0,
85,0,0,1.0,1,7.0
85,1,0,1.0,1,7.0
85,2,0,2.0,1,7.0
85,3,0,2.0,1,7.0
85,5,1,1.0,0,
85,6,1,1.0,0,
85,7,1,2.0,0,
85,8,1,2.0,0,
86,0,0,1.0,1,24.0
86,1,0,1.0,1,24.0
86,2,0,2.0,1,24.0
86,3,0,2.0,1,24.0
86,5,1,1.0,0,
86,6,1,1.0,0,
86,7,1,2.0,0,
86,8,1,2.0,0,
87,0,0,1.0,1,16.0
87,1,0,1.0,1,16.0
87,2,0,2.0,1,16.0
87,3,0,2.0,1,16.0
87,5,1,1.0,0,
87,6,1,1.0,0,
87,7,1,2.0,0,
87,8,1,2.0,0,
88,0,0,1.0,1,7.0
88,1,0,1.0,1,7.0
88,2,0,2.0,1,7.0
88,3,0,2.0,1,7.0
88,5,1,1.0,0,
88,6,1,1.0,0,
88,7,1,2.0,0,
88,8,1,2.0,0,
89,0,0,1.0,1,14.0
89,1,0,1.0,1,14.0
89,2,0,2.0,1,14.0
89,3,0,2.0,1,14.0
89,5,1,1.0,0,
89,6,1,1.0,0,
89,7,1,2.0,0,
89,8,1,2.0,0,
90,0,0,1.0,1,10.0
90,1,0,1.0,1,10.0
90,2,0,2.0,1,10.0
90,3,0,2.0,1,10.0
90,5,1,1.0,0,
90,6,1,1.0,0,
90,7,1,2.0,0,
90,8,1,2.0,0,
91,0,0,1.0,1,3.0
91,1,0,1.0,1,3.0
91,2,0,2.0,1,3.0
91,3,0,2.0,1,3.0
91,5,1,1.0,0,
91,6,1,1.0,0,
91,7,1,2.0,0,
91,8,1,2.0,0,
92,0,0,1.0,1,5.0
92,1,0,1.0,1,5.0
92,2,0,2.0,1,5.0
92,3,0,2.0,1,5.0
92,5,1,1.0,0,
92,6,1,1.0,0,
92,7,1,2.0,0,
92,8,1,2.0,0,
93,0,0,1.0,1,5.0
93,1,0,1.0,1,5.0
93,2,0,2.0,1,5.0
93,3,0,2.0,1,5.0
93,5,1,1.0,0,
93,6,1,1.0,0,
93,7,1,2.0,0,
93,8,1,2.0,0,
94,0,0,1.0,1,5.0
94,1,0,1.0,1,5.0
94,2,0,2.0,1,5.0
94,3,0,2.0,1,5.0
94,5,1,1.0,0,
94,6,1,1.0,0,
94,7,1,2.0,0,
94,8,1,2.0,0,
95,2,0,6.0,1,5.0
95,3,0,6.0,1,5.0
95,7,1,6.0,0,
95,8,1,6.0,0,
96,2,0,6.0,1,5.0
96,3,0,6.0,1,5.0
96,7,1,6.0,0,
96,8,1,6.0,0,
97,0,0,1.0,1,18.0
97,1,0,1.0,1,18.0
97,2,0,2.0,1,18.0
97,3,0,2.0,1,18.0
97,5,1,1.0,0,
97,6,1,1.0,0,
97,7,1,2.0,0,
97,8,1,2.0,0,
98,2,0,2.0,1,4.0
98,3,0,2.0,1,4.0
98,7,1,2.0,0,
98,8,1,2.0,0,
99,0,0,1.0,1,13.0
99,1,0,1.0,1,13.0
99,2,0,2.0,1,13.0
99,5,1,1.0,0,
99,6,1,1.0,0,
99,7,1,2.0,0,
99,8,1,2.0,0,
100,0,0,1.0,1,16.0
100,1,0,1.0,1,16.0
100,2,0,2.0,1,16.0
100,5,1,1.0,0,
100,6,1,1.0,0,
100,7,1,2.0,0,
100,8,1,2.0,0,
101,0,0,1.0,1,7.0
101,1,0,1.0,1,7.0
101,2,0,2.0,1,7.0
101,3,0,2.0,1,7.0
101,5,1,1.0,0,
101,6,1,1.0,0,
101,7,1,2.0,0,
101,8,1,2.0,0,
102,0,0,1.0,1,16.0
102,1,0,1.0,1,16.0
102,2,0,2.0,1,16.0
102,3,0,2.0,1,16.0
102,5,1,1.0,0,
102,6,1,1.0,0,
102,7,1,2.0,0,
102,8,1,2.0,0,
103,2,0,6.0,1,7.0
103,3,0,6.0,1,7.0
103,7,1,6.0,0,
103,8,1,6.0,0,
104,2,0,6.0,1,14.0
104,3,0,6.0,1,14.0
104,7,1,6.0,0,
104,8,1,6.0,0,
105,9,1,15.0,0,
106,9,1,12.0,0,
107,4,0,1.0,1,8.0
108,9,1,9.0,0,
109,2,0,6.0,1,7.0
109,3,0,6.0,1,7.0
109,7,1,6.0,0,
109,8,1,6.0,0,
109,9,1,6.0,0,
110,0,0,1.0,1,14.0
110,1,0,1.0,1,14.0
110,2,0,2.0,1,14.0
110,3,0,2.0,1,14.0
110,5,1,1.0,0,
110,6,1,1.0,0,
110,7,1,2.0,0,
110,8,1,2.0,0,
111,0,0,1.0,1,8.0
111,1,0,1.0,1,8.0
111,2,0,2.0,1,8.0
111,3,0,2.0,1,8.0
111,5,1,1.0,0,
111,6,1,1.0,0,
111,7,1,2.0,0,
111,8,1,2.0,0,
112,0,0,1.0,1,9.0
112,1,0,1.0,1,9.0
112,2,0,2.0,1,9.0
112,3,0,2.0,1,9.0
112,5,1,1.0,0,
112,6,1,1.0,0,
112,7,1,2.0,0,
112,8,1,2.0,0,
113,0,0,1.0,1,6.0
113,1,0,1.0,1,6.0
113,2,0,2.0,1,6.0
113,3,0,2.0,1,6.0
113,5,1,1.0,0,
113,6,1,1.0,0,
113,7,1,2.0,0,
113,8,1,2.0,0,
114,0,0,1.0,1,8.0
114,1,0,1.0,1,8.0
114,2,0,2.0,1,8.0
114,3,0,2.0,1,8.0
114,5,1,1.0,0,
114,6,1,1.0,0,
114,7,1,2.0,0,
114,8,1,2.0,0,
115,0,0,1.0,1,14.0
115,1,0,1.0,1,14.0
115,2,0,2.0,1,14.0
115,3,0,2.0,1,14.0
115,5,1,1.0,0,
115,6,1,1.0,0,
115,7,1,2.0,0,
115,8,1,2.0,0,
116,0,0,1.0,1,1.0
116,1,0,1.0,1,1.0
116,2,0,2.0,1,1.0
116,3,0,2.0,1,1.0
116,5,1,1.0,0,
116,6,1,1.0,0,
116,7,1,2.0,0,
116,8,1,2.0,0,
117,0,0,1.0,1,1.0
117,1,0,1.0,1,1.0
117,2,0,2.0,1,1.0
117,3,0,2.0,1,1.0
117,5,1,1.0,0,
117,6,1,1.0,0,
117,7,1,2.0,0,
117,8,1,2.0,0,
118,0,0,1.0,1,14.0
118,1,0,1.0,1,14.0
118,2,0,2.0,1,14.0
118,3,0,2.0,1,14.0
118,5,1,1.0,0,
118,6,1,1.0,0,
118,7,1,2.0,0,
118,8,1,2.0,0,
119,0,0,1.0,1,1.0
119,1,0,1.0,1,1.0
119,2,0,2.0,1,1.0
119,3,0,2.0,1,1.0
119,5,1,1.0,0,
119,6,1,1.0,0,
119,7,1,2.0,0,
119,8,1,2.0,0,
120,0,0,1.0,1,13.0
120,1,0,1.0,1,13.0
120,2,0,2.0,1,13.0
120,3,0,2.0,1,13.0
120,5,1,1.0,0,
120,6,1,1.0,0,
120,7,1,2.0,0,
120,8,1,2.0,0,
121,0,0,1.0,1,14.0
121,1,0,1.0,1,14.0
121,2,0,2.0,1,14.0
121,3,0,2.0,1,14.0
121,5,1,1.0,0,
121,6,1,1.0,0,
121,7,1,2.0,0,
121,8,1,2.0,0,
122,2,0,6.0,1,5.0
122,3,0,6.0,1,5.0
122,7,1,6.0,0,
122,8,1,6.0,0,
123,0,0,1.0,1,13.0
123,1,0,1.0,1,13.0
123,2,0,2.0,1,13.0
123,3,0,2.0,1,13.0
123,5,1,1.0,0,
123,6,1,1.0,0,
123,7,1,2.0,0,
123,8,1,2.0,0,
124,2,0,6.0,1,5.0
124,3,0,6.0,1,5.0
124,7,1,6.0,0,
124,8,1,6.0,0,
125,0,0,1.0,1,10.0
125,1,0,1.0,1,10.0
125,2,0,2.0,1,10.0
125,3,0,2.0,1,10.0
125,5,1,1.0,0,
125,6,1,1.0,0,
125,7,1,2.0,0,
125,8,1,2.0,0,
126,2,0,6.0,1,4.0
126,3,0,6.0,1,4.0
126,7,1,6.0,0,
126,8,1,6.0,0,
127,2,0,6.0,1,1.0
127,3,0,6.0,1,1.0
127,7,1,6.0,0,
127,8,1,6.0,0,
128,2,0,6.0,1,14.0
128,3,0,6.0,1,14.0
128,7,1,6.0,0,
128,8,1,6.0,0,
129,2,0,6.0,1,13.0
129,3,0,6.0,1,13.0
129,7,1,6.0,0,
129,8,1,6.0,0,
130,9,1,9.0,0,
131,2,0,6.0,1,1.0
