Constraint_ID,Variable_ID,Coefficient
R0063,C0324,1.0
R0063,C0434,1.0
R0064,C0180,1.0
R0064,C0304,-1.0
R0064,C0322,1.0
R0064,C0424,1.0
R0065,C0181,1.0
R0065,C0305,-1.0
R0065,C0323,1.0
R0065,C0429,1.0
R0066,C0039,-1.0
R0066,C0182,1.0
R0066,C0307,-1.0
R0066,C0325,1.0
R0066,C0439,1.0
R0067,C0183,1.0
R0067,C0308,-1.0
R0067,C0326,1.0
R0067,C0444,1.0
R0068,C0040,-1.0
R0068,C0184,1.0
R0068,C0309,-1.0
R0068,C0327,1.0
R0068,C0417,-1.0
R0068,C0424,-1.0
R0068,C0429,-1.0
R0068,C0434,-1.0
R0068,C0439,-1.0
R0068,C0444,-1.0
R0069,C0185,1.0
R0069,C0310,-1.0
R0069,C0328,1.0
R0070,C0041,-1.0
R0070,C0186,1.0
R0070,C0311,-1.0
R0070,C0329,1.0
R0071,C0042,-1.0
R0071,C0187,1.0
R0071,C0312,-1.0
R0071,C0330,1.0
R0072,C0043,-1.0
R0072,C0188,1.0
R0072,C0313,-1.0
R0072,C0331,1.0
R0073,C0189,1.0
R0073,C0314,-1.0
R0073,C0332,1.0
R0074,C0044,-1.0
R0074,C0190,1.0
R0074,C0333,-1.0
R0074,C0351,1.0
R0074,C0410,1.0
R0075,C0045,-1.0
R0075,C0191,1.0
R0075,C0334,-1.0
R0075,C0352,1.0
R0075,C0410,-1.0
R0075,C0414,-1.0
R0076,C0192,1.0
R0076,C0335,-1.0
R0076,C0353,1.0
R0076,C0414,1.0
R0077,C0193,1.0
R0077,C0336,-1.0
R0077,C0354,1.0
R0078,C0194,1.0
R0078,C0337,-1.0
R0078,C0355,1.0
R0079,C0195,1.0
R0079,C0338,-1.0
R0079,C0356,1.0
R0080,C0196,1.0
R0080,C0339,-1.0
R0080,C0357,1.0
R0080,C0418,1.0
R0081,C0046,-1.0
R0081,C0197,1.0
R0081,C0342,-1.0
R0081,C0360,1.0
R0081,C0435,1.0
R0082,C0198,1.0
R0082,C0340,-1.0
R0082,C0358,1.0
R0082,C0425,1.0
R0083,C0047,-1.0
R0083,C0199,1.0
R0083,C0341,-1.0
R0083,C0359,1.0
R0083,C0430,1.0
R0084,C0200,1.0
R0084,C0343,-1.0
R0084,C0361,1.0
R0084,C0440,1.0
R0085,C0201,1.0
R0085,C0344,-1.0
R0085,C0362,1.0
R0085,C0445,1.0
R0086,C0048,-1.0
R0086,C0202,1.0
R0086,C0345,-1.0
R0086,C0363,1.0
R0086,C0418,-1.0
R0086,C0425,-1.0
R0086,C0430,-1.0
R0086,C0435,-1.0
R0086,C0440,-1.0
R0086,C0445,-1.0
R0087,C0203,1.0
R0087,C0346,-1.0
R0087,C0364,1.0
R0088,C0049,-1.0
R0088,C0204,1.0
R0088,C0347,-1.0
R0088,C0365,1.0
R0089,C0205,1.0
R0089,C0348,-1.0
R0089,C0366,1.0
R0090,C0050,-1.0
R0090,C0206,1.0
R0090,C0349,-1.0
R0090,C0367,1.0
R0091,C0051,-1.0
R0091,C0207,1.0
R0091,C0350,-1.0
R0091,C0368,1.0
R0092,C0209,1.0
R0092,C0333,1.0
R0092,C0351,-1.0
R0092,C0411,1.0
R0093,C0210,1.0
R0093,C0334,1.0
R0093,C0352,-1.0
R0093,C0411,-1.0
R0093,C0415,-1.0
R0094,C0211,1.0
R0094,C0335,1.0
R0094,C0353,-1.0
R0094,C0415,1.0
R0095,C0053,-1.0
R0095,C0212,1.0
R0095,C0336,1.0
R0095,C0354,-1.0
R0096,C0054,-1.0
R0096,C0213,1.0
R0096,C0337,1.0
R0096,C0355,-1.0
R0097,C0055,-1.0
R0097,C0214,1.0
R0097,C0338,1.0
R0097,C0356,-1.0
R0098,C0215,1.0
R0098,C0339,1.0
R0098,C0357,-1.0
R0098,C0419,1.0
R0099,C0216,1.0
R0099,C0342,1.0
R0099,C0360,-1.0
R0099,C0436,1.0
R0100,C0217,1.0
R0100,C0340,1.0
R0100,C0358,-1.0
R0100,C0426,1.0
R0101,C0218,1.0
R0101,C0341,1.0
R0101,C0359,-1.0
R0101,C0431,1.0
R0102,C0056,-1.0
R0102,C0219,1.0
R0102,C0343,1.0
R0102,C0361,-1.0
R0102,C0441,1.0
R0103,C0220,1.0
R0103,C0344,1.0
R0103,C0362,-1.0
R0103,C0446,1.0
R0104,C0057,-1.0
R0104,C0221,1.0
R0104,C0345,1.0
R0104,C0363,-1.0
R0104,C0419,-1.0
R0104,C0426,-1.0
R0104,C0431,-1.0
R0104,C0436,-1.0
R0104,C0441,-1.0
R0104,C0446,-1.0
R0105,C0058,-1.0
R0105,C0222,1.0
R0105,C0346,1.0
R0105,C0364,-1.0
R0106,C0223,1.0
R0106,C0347,1.0
R0106,C0365,-1.0
R0107,C0224,1.0
R0107,C0348,1.0
R0107,C0366,-1.0
R0108,C0059,-1.0
R0108,C0225,1.0
R0108,C0349,1.0
R0108,C0367,-1.0
R0109,C0060,-1.0
R0109,C0226,1.0
R0109,C0350,1.0
R0109,C0368,-1.0
R0110,C0062,-1.0
R0110,C0228,1.0
R0111,C0063,-1.0
R0111,C0229,1.0
R0111,C0369,1.0
R0112,C0064,-1.0
R0112,C0230,1.0
R0112,C0370,1.0
R0113,C0065,-1.0
R0113,C0231,1.0
R0113,C0371,1.0
R0114,C0067,-1.0
R0114,C0233,1.0
R0115,C0068,-1.0
R0115,C0234,1.0
R0116,C0069,-1.0
R0116,C0235,1.0
R0117,C0236,1.0
R0117,C0372,-1.0
R0117,C0420,1.0
R0118,C0070,-1.0
R0118,C0237,1.0
R0118,C0373,-1.0
R0118,C0427,1.0
R0119,C0071,-1.0
R0119,C0238,1.0
R0119,C0447,1.0
R0120,C0239,1.0
R0120,C0369,-1.0
R0120,C0374,-1.0
R0120,C0420,-1.0
R0120,C0427,-1.0
R0120,C0447,-1.0
R0121,C0240,1.0
R0121,C0375,-1.0
R0122,C0072,-1.0
R0122,C0241,1.0
R0123,C0242,1.0
R0123,C0376,-1.0
R0124,C0243,1.0
R0124,C0370,-1.0
R0124,C0377,-1.0
R0125,C0073,-1.0
R0125,C0244,1.0
R0125,C0371,-1.0
R0125,C0378,-1.0
R0126,C0074,-1.0
R0126,C0245,1.0
R0127,C0075,-1.0
R0127,C0246,1.0
R0127,C0372,1.0
R0128,C0076,-1.0
R0128,C0247,1.0
R0128,C0373,1.0
R0129,C0077,-1.0
R0129,C0248,1.0
R0129,C0374,1.0
R0130,C0078,-1.0
R0130,C0249,1.0
R0130,C0375,1.0
R0131,C0079,-1.0
R0131,C0250,1.0
R0131,C0376,1.0
R0132,C0080,-1.0
R0132,C0251,1.0
R0132,C0377,1.0
R0133,C0081,-1.0
R0133,C0252,1.0
R0133,C0378,1.0
R0134,C0082,-1.0
R0134,C0253,1.0
R0135,C0083,-1.0
R0135,C0254,1.0
R0136,C0084,-1.0
R0136,C0255,1.0
R0137,C0085,-1.0
R0137,C0256,1.0
R0138,C0086,-1.0
R0138,C0257,1.0
R0139,C0087,-1.0
R0139,C0258,1.0
R0139,C0421,1.0
R0140,C0088,-1.0
R0140,C0259,1.0
R0140,C0437,1.0
R0141,C0089,-1.0
R0141,C0260,1.0
R0141,C0421,-1.0
R0141,C0437,-1.0
R0142,C0090,-1.0
R0142,C0261,1.0
R0143,C0091,-1.0
R0143,C0262,1.0
R0144,C0092,-1.0
R0144,C0263,1.0
R0145,C0093,-1.0
R0145,C0264,1.0
R0146,C0094,-1.0
R0146,C0265,1.0
R0146,C0379,1.0
R0147,C0095,-1.0
R0147,C0266,1.0
R0147,C0381,1.0
R0148,C0096,-1.0
R0148,C0267,1.0
R0148,C0382,1.0
R0149,C0098,-1.0
R0149,C0269,1.0
R0149,C0380,1.0
R0150,C0099,-1.0
R0150,C0270,1.0
R0150,C0383,1.0
R0151,C0100,-1.0
R0151,C0271,1.0
R0151,C0384,1.0
R0152,C0101,-1.0
R0152,C0272,1.0
R0152,C0386,1.0
R0153,C0102,-1.0
R0153,C0273,1.0
R0153,C0385,1.0
R0154,C0103,-1.0
R0154,C0274,1.0
R0154,C0387,1.0
R0155,C0104,-1.0
R0155,C0275,1.0
R0155,C0388,1.0
R0156,C0105,-1.0
R0156,C0276,1.0
R0156,C0389,1.0
R0157,C0108,-1.0
R0157,C0279,1.0
R0157,C0387,-1.0
R0158,C0280,1.0
R0158,C0384,-1.0
R0159,C0281,1.0
R0159,C0388,-1.0
R0160,C0282,1.0
R0160,C0380,-1.0
R0160,C0381,-1.0
R0160,C0386,-1.0
R0160,C0389,-1.0
R0161,C0109,-1.0
R0161,C0283,1.0
R0161,C0379,-1.0
R0161,C0382,-1.0
R0161,C0383,-1.0
R0161,C0385,-1.0
R0162,C0110,-1.0
R0162,C0284,1.0
R0163,C0111,-1.0
R0163,C0285,1.0
R0164,C0112,-1.0
R0164,C0286,1.0
R0165,C0113,-1.0
R0165,C0287,1.0
R0166,C0114,-1.0
R0166,C0288,1.0
R0167,C0115,-1.0
R0167,C0289,1.0
R0168,C0026,-1.0
R0168,C0149,1.0
R0168,C0290,1.0
R0169,C0052,-1.0
R0169,C0208,1.0
R0169,C0291,1.0
R0170,C0061,-1.0
R0170,C0227,1.0
R0170,C0292,1.0
R0171,C0066,-1.0
R0171,C0232,1.0
R0171,C0293,1.0
R0172,C0097,-1.0
R0172,C0268,1.0
R0172,C0294,1.0
R0173,C0106,-1.0
R0173,C0277,1.0
R0173,C0295,1.0
R0174,C0107,-1.0
R0174,C0278,1.0
R0174,C0296,1.0
R0380,C0116,-1.0
R0380,C0117,-1.0
R0380,C0118,-1.0
R0380,C0119,-1.0
R0380,C0120,-1.0
R0380,C0121,-1.0
R0380,C0122,-1.0
R0380,C0123,-1.0
R0380,C0124,-1.0
R0380,C0125,-1.0
R0380,C0126,-1.0
R0380,C0127,-1.0
R0380,C0448,1.0
R0563,C0546,1.0
R0563,C0555,-1.0
R0563,C0556,-1.0
R0563,C0557,-1.0
R0563,C0558,-1.0
R0563,C0559,-1.0
R0563,C0560,-1.0
R0563,C0561,-1.0
R0563,C0562,-1.0
R0564,C0547,1.0
R0564,C0555,1.0
R0564,C0563,-1.0
R0564,C0564,-1.0
R0564,C0565,-1.0
R0564,C0566,-1.0
R0564,C0567,-1.0
R0564,C0568,-1.0
R0564,C0569,-1.0
R0565,C0548,1.0
R0565,C0556,1.0
R0565,C0563,1.0
R0565,C0570,-1.0
R0565,C0571,-1.0
R0565,C0572,-1.0
R0565,C0573,-1.0
R0565,C0574,-1.0
R0565,C0575,-1.0
R0565,C0576,1.0
R0566,C0549,1.0
R0566,C0557,1.0
R0566,C0564,1.0
R0566,C0570,1.0
R0566,C0576,-1.0
R0566,C0577,-1.0
R0566,C0578,-1.0
R0566,C0579,-1.0
R0566,C0580,-1.0
R0566,C0581,-1.0
R0567,C0550,1.0
R0567,C0558,1.0
R0567,C0565,1.0
R0567,C0571,1.0
R0567,C0577,1.0
R0567,C0582,-1.0
R0567,C0583,-1.0
R0567,C0584,-1.0
R0567,C0585,-1.0
R0567,C0586,1.0
R0568,C0551,1.0
R0568,C0559,1.0
R0568,C0566,1.0
R0568,C0572,1.0
R0568,C0578,1.0
R0568,C0582,1.0
R0568,C0586,-1.0
R0568,C0587,-1.0
R0568,C0588,-1.0
R0568,C0589,-1.0
R0569,C0552,1.0
R0569,C0560,1.0
R0569,C0567,1.0
R0569,C0573,1.0
R0569,C0579,1.0
R0569,C0583,1.0
R0569,C0587,1.0
R0569,C0590,-1.0
R0569,C0591,-1.0
R0569,C0592,-1.0
R0569,C0593,-1.0
R0569,C0594,-1.0
R0569,C0595,-1.0
R0569,C0596,-1.0
R0569,C0597,-1.0
R0569,C0598,-1.0
R0569,C0599,-1.0
R0569,C0600,-1.0
R0569,C0601,-1.0
R0569,C0602,1.0
R0569,C0614,1.0
R0570,C0553,1.0
R0570,C0561,1.0
R0570,C0568,1.0
R0570,C0574,1.0
R0570,C0580,1.0
R0570,C0584,1.0
R0570,C0588,1.0
R0570,C0590,1.0
R0570,C0602,-1.0
R0570,C0603,-1.0
R0570,C0604,-1.0
R0570,C0605,-1.0
R0570,C0606,-1.0
R0570,C0607,-1.0
R0570,C0608,-1.0
R0570,C0609,-1.0
R0570,C0610,-1.0
R0570,C0611,-1.0
R0570,C0612,-1.0
R0570,C0613,-1.0
R0570,C0615,1.0
R0571,C0554,1.0
R0571,C0562,1.0
R0571,C0569,1.0
R0571,C0575,1.0
R0571,C0581,1.0
R0571,C0585,1.0
R0571,C0589,1.0
R0571,C0591,1.0
R0571,C0603,1.0
R0571,C0614,-1.0
R0571,C0615,-1.0
R0571,C0616,-1.0
R0571,C0617,-1.0
R0571,C0618,-1.0
R0571,C0619,-1.0
R0571,C0620,-1.0
R0571,C0621,-1.0
R0571,C0622,-1.0
R0571,C0623,-1.0
R0571,C0624,-1.0
R0571,C0625,-1.0
R0572,C0592,1.0
R0572,C0604,1.0
R0572,C0616,1.0
R0572,C0626,-1.0
R0572,C0627,-1.0
R0572,C0628,-1.0
R0572,C0629,-1.0
R0572,C0630,-1.0
R0572,C0631,-1.0
R0572,C0632,-1.0
R0572,C0633,-1.0
R0572,C0634,-1.0
R0573,C0593,1.0
R0573,C0605,1.0
R0573,C0617,1.0
R0573,C0626,1.0
R0573,C0635,-1.0
R0573,C0636,-1.0
R0573,C0637,-1.0
R0573,C0638,-1.0
R0573,C0639,-1.0
R0573,C0640,-1.0
R0573,C0641,-1.0
R0573,C0642,-1.0
R0574,C0594,1.0
R0574,C0606,1.0
R0574,C0618,1.0
R0574,C0627,1.0
R0574,C0635,1.0
R0574,C0643,-1.0
R0574,C0644,-1.0
R0574,C0645,-1.0
R0574,C0646,-1.0
R0574,C0647,-1.0
R0574,C0648,-1.0
R0575,C0595,1.0
R0575,C0607,1.0
R0575,C0619,1.0
R0575,C0628,1.0
R0575,C0636,1.0
R0575,C0643,1.0
R0575,C0649,-1.0
R0575,C0650,-1.0
R0575,C0651,-1.0
R0575,C0652,-1.0
R0575,C0653,-1.0
R0575,C0654,-1.0
R0575,C0655,-1.0
R0575,C0656,-1.0
R0575,C0657,-1.0
R0575,C0658,1.0
R0575,C0668,1.0
R0575,C0678,1.0
R0575,C0688,1.0
R0575,C0698,1.0
R0575,C0708,1.0
R0576,C0596,1.0
R0576,C0608,1.0
R0576,C0620,1.0
R0576,C0629,1.0
R0576,C0637,1.0
R0576,C0644,1.0
R0576,C0649,1.0
R0576,C0658,-1.0
R0576,C0659,-1.0
R0576,C0660,-1.0
R0576,C0661,-1.0
R0576,C0662,-1.0
R0576,C0663,-1.0
R0576,C0664,-1.0
R0576,C0665,-1.0
R0576,C0666,-1.0
R0576,C0667,-1.0
R0576,C0669,1.0
R0576,C0679,1.0
R0576,C0689,1.0
R0576,C0699,1.0
R0576,C0709,1.0
R0577,C0597,1.0
R0577,C0609,1.0
R0577,C0621,1.0
R0577,C0630,1.0
R0577,C0638,1.0
R0577,C0650,1.0
R0577,C0659,1.0
R0577,C0668,-1.0
R0577,C0669,-1.0
R0577,C0670,-1.0
R0577,C0671,-1.0
R0577,C0672,-1.0
R0577,C0673,-1.0
R0577,C0674,-1.0
R0577,C0675,-1.0
R0577,C0676,-1.0
R0577,C0677,-1.0
R0577,C0680,1.0
R0577,C0690,1.0
R0577,C0700,1.0
R0577,C0710,1.0
R0578,C0598,1.0
R0578,C0610,1.0
R0578,C0622,1.0
R0578,C0631,1.0
R0578,C0639,1.0
R0578,C0645,1.0
R0578,C0651,1.0
R0578,C0660,1.0
R0578,C0670,1.0
R0578,C0678,-1.0
R0578,C0679,-1.0
R0578,C0680,-1.0
R0578,C0681,-1.0
R0578,C0682,-1.0
R0578,C0683,-1.0
R0578,C0684,-1.0
R0578,C0685,-1.0
R0578,C0686,-1.0
R0578,C0687,-1.0
R0578,C0691,1.0
R0578,C0701,1.0
R0578,C0711,1.0
R0579,C0599,1.0
R0579,C0611,1.0
R0579,C0623,1.0
R0579,C0632,1.0
R0579,C0640,1.0
R0579,C0646,1.0
R0579,C0652,1.0
R0579,C0661,1.0
R0579,C0671,1.0
R0579,C0681,1.0
R0579,C0688,-1.0
R0579,C0689,-1.0
R0579,C0690,-1.0
R0579,C0691,-1.0
R0579,C0692,-1.0
R0579,C0693,-1.0
R0579,C0694,-1.0
R0579,C0695,-1.0
R0579,C0696,-1.0
R0579,C0697,-1.0
R0579,C0702,1.0
R0579,C0712,1.0
R0580,C0600,1.0
R0580,C0612,1.0
R0580,C0624,1.0
R0580,C0633,1.0
R0580,C0641,1.0
R0580,C0647,1.0
R0580,C0653,1.0
R0580,C0662,1.0
R0580,C0672,1.0
R0580,C0682,1.0
R0580,C0692,1.0
R0580,C0698,-1.0
R0580,C0699,-1.0
R0580,C0700,-1.0
R0580,C0701,-1.0
R0580,C0702,-1.0
R0580,C0703,-1.0
R0580,C0704,-1.0
R0580,C0705,-1.0
R0580,C0706,-1.0
R0580,C0707,-1.0
R0580,C0713,1.0
R0581,C0601,1.0
R0581,C0613,1.0
R0581,C0625,1.0
R0581,C0634,1.0
R0581,C0642,1.0
R0581,C0648,1.0
R0581,C0654,1.0
R0581,C0663,1.0
R0581,C0673,1.0
R0581,C0683,1.0
R0581,C0693,1.0
R0581,C0703,1.0
R0581,C0708,-1.0
R0581,C0709,-1.0
R0581,C0710,-1.0
R0581,C0711,-1.0
R0581,C0712,-1.0
R0581,C0713,-1.0
R0581,C0714,-1.0
R0581,C0715,-1.0
R0581,C0716,-1.0
R0581,C0717,-1.0
R0582,C0655,1.0
R0582,C0664,1.0
R0582,C0674,1.0
R0582,C0684,1.0
R0582,C0694,1.0
R0582,C0704,1.0
R0582,C0714,1.0
R0582,C0718,-1.0
R0582,C0719,-1.0
R0582,C0720,-1.0
R0583,C0656,1.0
R0583,C0665,1.0
R0583,C0675,1.0
R0583,C0685,1.0
R0583,C0695,1.0
R0583,C0705,1.0
R0583,C0715,1.0
R0583,C0718,1.0
R0583,C0721,-1.0
R0583,C0722,-1.0
R0584,C0657,1.0
R0584,C0666,1.0
R0584,C0676,1.0
R0584,C0686,1.0
R0584,C0696,1.0
R0584,C0706,1.0
R0584,C0716,1.0
R0584,C0719,1.0
R0584,C0721,1.0
R0584,C0723,-1.0
R0789,C0473,-1.0
R0789,C0497,-1.0
R0789,C0522,1.0
R0790,C0474,-1.0
R0790,C0498,-1.0
R0790,C0523,1.0
R0791,C0475,-1.0
R0791,C0499,-1.0
R0791,C0524,1.0
R0792,C0476,-1.0
R0792,C0500,-1.0
R0792,C0525,1.0
R0793,C0477,-1.0
R0793,C0501,-1.0
R0793,C0526,1.0
R0794,C0478,-1.0
R0794,C0502,-1.0
R0794,C0527,1.0
R0795,C0479,-1.0
R0795,C0503,-1.0
R0795,C0528,1.0
R0796,C0480,-1.0
R0796,C0504,-1.0
R0796,C0529,1.0
R0797,C0481,-1.0
R0797,C0505,-1.0
R0797,C0530,1.0
R0798,C0482,-1.0
R0798,C0506,-1.0
R0798,C0531,1.0
R0799,C0483,-1.0
R0799,C0507,-1.0
R0799,C0532,1.0
R0800,C0484,-1.0
R0800,C0508,-1.0
R0800,C0533,1.0
R0801,C0485,-1.0
R0801,C0509,-1.0
R0801,C0534,1.0
R0802,C0486,-1.0
R0802,C0510,-1.0
R0802,C0535,1.0
R0803,C0487,-1.0
R0803,C0511,-1.0
R0803,C0536,1.0
R0804,C0488,-1.0
R0804,C0512,-1.0
R0804,C0537,1.0
R0805,C0489,-1.0
R0805,C0513,-1.0
R0805,C0538,1.0
R0806,C0490,-1.0
R0806,C0514,-1.0
R0806,C0539,1.0
R0807,C0491,-1.0
R0807,C0515,-1.0
R0807,C0540,1.0
R0808,C0492,-1.0
R0808,C0516,-1.0
R0808,C0541,1.0
R0809,C0493,-1.0
R0809,C0517,-1.0
R0809,C0542,1.0
R0810,C0494,-1.0
R0810,C0518,-1.0
R0810,C0543,1.0
R0811,C0495,-1.0
R0811,C0519,-1.0
R0811,C0544,1.0
R0812,C0496,-1.0
R0812,C0520,-1.0
R0812,C0545,1.0
