Constraint_ID,Variable_ID,Coefficient
R0342,C0250,-1.0
R0342,C0251,-1.0
R0342,C0252,-1.0
R0342,C0614,1000.0
R0342,C0615,1000.0
R0342,C0616,1000.0
R0342,C0617,1000.0
R0342,C0618,1000.0
R0342,C0619,1000.0
R0342,C0620,1000.0
R0342,C0621,1000.0
R0342,C0622,1000.0
R0342,C0623,1000.0
R0342,C0624,1000.0
R0342,C0625,1000.0
R0343,C0253,-1.0
R0343,C0254,-1.0
R0343,C0255,-1.0
R0343,C0256,-1.0
R0343,C0626,1000.0
R0343,C0627,1000.0
R0343,C0628,1000.0
R0343,C0629,1000.0
R0343,C0630,1000.0
R0343,C0631,1000.0
R0343,C0632,1000.0
R0343,C0633,1000.0
R0343,C0634,1000.0
R0344,C0257,-1.0
R0344,C0258,-1.0
R0344,C0259,-1.0
R0344,C0260,-1.0
R0344,C0261,-1.0
R0344,C0635,1000.0
R0344,C0636,1000.0
R0344,C0637,1000.0
R0344,C0638,1000.0
R0344,C0639,1000.0
R0344,C0640,1000.0
R0344,C0641,1000.0
R0344,C0642,1000.0
R0345,C0262,-1.0
R0345,C0263,-1.0
R0345,C0264,-1.0
R0345,C0643,1000.0
R0345,C0644,1000.0
R0345,C0645,1000.0
R0345,C0646,1000.0
R0345,C0647,1000.0
R0345,C0648,1000.0
R0346,C0265,-1.0
R0346,C0649,1000.0
R0346,C0650,1000.0
R0346,C0651,1000.0
R0346,C0652,1000.0
R0346,C0653,1000.0
R0346,C0654,1000.0
R0346,C0655,1000.0
R0346,C0656,1000.0
R0346,C0657,1000.0
R0347,C0266,-1.0
R0347,C0267,-1.0
R0347,C0658,1000.0
R0347,C0659,1000.0
R0347,C0660,1000.0
R0347,C0661,1000.0
R0347,C0662,1000.0
R0347,C0663,1000.0
R0347,C0664,1000.0
R0347,C0665,1000.0
R0347,C0666,1000.0
R0347,C0667,1000.0
R0348,C0268,-1.0
R0348,C0269,-1.0
R0348,C0668,1000.0
R0348,C0669,1000.0
R0348,C0670,1000.0
R0348,C0671,1000.0
R0348,C0672,1000.0
R0348,C0673,1000.0
R0348,C0674,1000.0
R0348,C0675,1000.0
R0348,C0676,1000.0
R0348,C0677,1000.0
R0349,C0270,-1.0
R0349,C0678,1000.0
R0349,C0679,1000.0
R0349,C0680,1000.0
R0349,C0681,1000.0
R0349,C0682,1000.0
R0349,C0683,1000.0
R0349,C0684,1000.0
R0349,C0685,1000.0
R0349,C0686,1000.0
R0349,C0687,1000.0
R0350,C0271,-1.0
R0350,C0272,-1.0
R0350,C0273,-1.0
R0350,C0688,1000.0
R0350,C0689,1000.0
R0350,C0690,1000.0
R0350,C0691,1000.0
R0350,C0692,1000.0
R0350,C0693,1000.0
R0350,C0694,1000.0
R0350,C0695,1000.0
R0350,C0696,1000.0
R0350,C0697,1000.0
R0351,C0274,-1.0
R0351,C0275,-1.0
R0351,C0276,-1.0
R0351,C0698,1000.0
R0351,C0699,1000.0
R0351,C0700,1000.0
R0351,C0701,1000.0
R0351,C0702,1000.0
R0351,C0703,1000.0
R0351,C0704,1000.0
R0351,C0705,1000.0
R0351,C0706,1000.0
R0351,C0707,1000.0
R0352,C0277,-1.0
R0352,C0278,-1.0
R0352,C0279,-1.0
R0352,C0280,-1.0
R0352,C0281,-1.0
R0352,C0282,-1.0
R0352,C0283,-1.0
R0352,C0708,1000.0
R0352,C0709,1000.0
R0352,C0710,1000.0
R0352,C0711,1000.0
R0352,C0712,1000.0
R0352,C0713,1000.0
R0352,C0714,1000.0
R0352,C0715,1000.0
R0352,C0716,1000.0
R0352,C0717,1000.0
R0353,C0284,-1.0
R0353,C0285,-1.0
R0353,C0286,-1.0
R0353,C0718,1000.0
R0353,C0719,1000.0
R0353,C0720,1000.0
R0354,C0287,-1.0
R0354,C0721,1000.0
R0354,C0722,1000.0
R0355,C0288,-1.0
R0355,C0289,-1.0
R0355,C0723,1000.0
R0357,C0117,-1.0
R0357,C0547,1000.0
R0357,C0555,1000.0
R0358,C0118,-1.0
R0358,C0128,-1.0
R0358,C0138,-1.0
R0358,C0548,1000.0
R0358,C0556,1000.0
R0358,C0563,1000.0
R0358,C0576,1000.0
R0359,C0119,-1.0
R0359,C0129,-1.0
R0359,C0139,-1.0
R0359,C0149,-1.0
R0359,C0549,1000.0
R0359,C0557,1000.0
R0359,C0564,1000.0
R0359,C0570,1000.0
R0360,C0120,-1.0
R0360,C0130,-1.0
R0360,C0140,-1.0
R0360,C0150,-1.0
R0360,C0170,-1.0
R0360,C0208,-1.0
R0360,C0550,1000.0
R0360,C0558,1000.0
R0360,C0565,1000.0
R0360,C0571,1000.0
R0360,C0577,1000.0
R0360,C0586,1000.0
R0361,C0121,-1.0
R0361,C0131,-1.0
R0361,C0141,-1.0
R0361,C0151,-1.0
R0361,C0171,-1.0
R0361,C0551,1000.0
R0361,C0559,1000.0
R0361,C0566,1000.0
R0361,C0572,1000.0
R0361,C0578,1000.0
R0361,C0582,1000.0
R0362,C0122,-1.0
R0362,C0142,-1.0
R0362,C0152,-1.0
R0362,C0172,-1.0
R0362,C0190,-1.0
R0362,C0209,-1.0
R0362,C0552,1000.0
R0362,C0560,1000.0
R0362,C0567,1000.0
R0362,C0573,1000.0
R0362,C0579,1000.0
R0362,C0583,1000.0
R0362,C0587,1000.0
R0362,C0602,1000.0
R0362,C0614,1000.0
R0363,C0123,-1.0
R0363,C0132,-1.0
R0363,C0143,-1.0
R0363,C0153,-1.0
R0363,C0173,-1.0
R0363,C0191,-1.0
R0363,C0210,-1.0
R0363,C0553,1000.0
R0363,C0561,1000.0
R0363,C0568,1000.0
R0363,C0574,1000.0
R0363,C0580,1000.0
R0363,C0584,1000.0
R0363,C0588,1000.0
R0363,C0590,1000.0
R0363,C0615,1000.0
R0364,C0154,-1.0
R0364,C0174,-1.0
R0364,C0192,-1.0
R0364,C0211,-1.0
R0364,C0227,-1.0
R0364,C0232,-1.0
R0364,C0554,1000.0
R0364,C0562,1000.0
R0364,C0569,1000.0
R0364,C0575,1000.0
R0364,C0581,1000.0
R0364,C0585,1000.0
R0364,C0589,1000.0
R0364,C0591,1000.0
R0364,C0603,1000.0
R0365,C0124,-1.0
R0365,C0133,-1.0
R0365,C0144,-1.0
R0365,C0155,-1.0
R0365,C0175,-1.0
R0365,C0193,-1.0
R0365,C0212,-1.0
R0365,C0233,-1.0
R0365,C0592,1000.0
R0365,C0604,1000.0
R0365,C0616,1000.0
R0366,C0134,-1.0
R0366,C0156,-1.0
R0366,C0176,-1.0
R0366,C0194,-1.0
R0366,C0213,-1.0
R0366,C0228,-1.0
R0366,C0234,-1.0
R0366,C0245,-1.0
R0366,C0253,-1.0
R0366,C0593,1000.0
R0366,C0605,1000.0
R0366,C0617,1000.0
R0366,C0626,1000.0
R0367,C0157,-1.0
R0367,C0177,-1.0
R0367,C0195,-1.0
R0367,C0214,-1.0
R0367,C0235,-1.0
R0367,C0257,-1.0
R0367,C0594,1000.0
R0367,C0606,1000.0
R0367,C0618,1000.0
R0367,C0627,1000.0
R0367,C0635,1000.0
R0368,C0158,-1.0
R0368,C0178,-1.0
R0368,C0196,-1.0
R0368,C0215,-1.0
R0368,C0236,-1.0
R0368,C0246,-1.0
R0368,C0258,-1.0
R0368,C0595,1000.0
R0368,C0607,1000.0
R0368,C0619,1000.0
R0368,C0628,1000.0
R0368,C0636,1000.0
R0368,C0643,1000.0
R0368,C0658,1000.0
R0368,C0668,1000.0
R0368,C0678,1000.0
R0368,C0688,1000.0
R0368,C0698,1000.0
R0368,C0708,1000.0
R0369,C0135,-1.0
R0369,C0159,-1.0
R0369,C0179,-1.0
R0369,C0197,-1.0
R0369,C0216,-1.0
R0369,C0259,-1.0
R0369,C0596,1000.0
R0369,C0608,1000.0
R0369,C0620,1000.0
R0369,C0629,1000.0
R0369,C0637,1000.0
R0369,C0644,1000.0
R0369,C0649,1000.0
R0369,C0669,1000.0
R0369,C0679,1000.0
R0369,C0689,1000.0
R0369,C0699,1000.0
R0369,C0709,1000.0
R0370,C0145,-1.0
R0370,C0160,-1.0
R0370,C0180,-1.0
R0370,C0198,-1.0
R0370,C0217,-1.0
R0370,C0237,-1.0
R0370,C0247,-1.0
R0370,C0277,-1.0
R0370,C0597,1000.0
R0370,C0609,1000.0
R0370,C0621,1000.0
R0370,C0630,1000.0
R0370,C0638,1000.0
R0370,C0650,1000.0
R0370,C0659,1000.0
R0370,C0680,1000.0
R0370,C0690,1000.0
R0370,C0700,1000.0
R0370,C0710,1000.0
R0371,C0161,-1.0
R0371,C0181,-1.0
R0371,C0199,-1.0
R0371,C0218,-1.0
R0371,C0598,1000.0
R0371,C0610,1000.0
R0371,C0622,1000.0
R0371,C0631,1000.0
R0371,C0639,1000.0
R0371,C0645,1000.0
R0371,C0651,1000.0
R0371,C0660,1000.0
R0371,C0670,1000.0
R0371,C0691,1000.0
R0371,C0701,1000.0
R0371,C0711,1000.0
R0372,C0162,-1.0
R0372,C0182,-1.0
R0372,C0200,-1.0
R0372,C0219,-1.0
R0372,C0599,1000.0
R0372,C0611,1000.0
R0372,C0623,1000.0
R0372,C0632,1000.0
R0372,C0640,1000.0
R0372,C0646,1000.0
R0372,C0652,1000.0
R0372,C0661,1000.0
R0372,C0671,1000.0
R0372,C0681,1000.0
R0372,C0702,1000.0
R0372,C0712,1000.0
R0373,C0146,-1.0
R0373,C0163,-1.0
R0373,C0183,-1.0
R0373,C0201,-1.0
R0373,C0220,-1.0
R0373,C0238,-1.0
R0373,C0268,-1.0
R0373,C0278,-1.0
R0373,C0600,1000.0
R0373,C0612,1000.0
R0373,C0624,1000.0
R0373,C0633,1000.0
R0373,C0641,1000.0
R0373,C0647,1000.0
R0373,C0653,1000.0
R0373,C0662,1000.0
R0373,C0672,1000.0
R0373,C0682,1000.0
R0373,C0692,1000.0
R0373,C0713,1000.0
R0374,C0136,-1.0
R0374,C0147,-1.0
R0374,C0164,-1.0
R0374,C0184,-1.0
R0374,C0202,-1.0
R0374,C0221,-1.0
R0374,C0229,-1.0
R0374,C0239,-1.0
R0374,C0248,-1.0
R0374,C0260,-1.0
R0374,C0262,-1.0
R0374,C0601,1000.0
R0374,C0613,1000.0
R0374,C0625,1000.0
R0374,C0634,1000.0
R0374,C0642,1000.0
R0374,C0648,1000.0
R0374,C0654,1000.0
R0374,C0663,1000.0
R0374,C0673,1000.0
R0374,C0683,1000.0
R0374,C0693,1000.0
R0374,C0703,1000.0
R0375,C0165,-1.0
R0375,C0185,-1.0
R0375,C0203,-1.0
R0375,C0222,-1.0
R0375,C0240,-1.0
R0375,C0249,-1.0
R0375,C0274,-1.0
R0375,C0279,-1.0
R0375,C0655,1000.0
R0375,C0664,1000.0
R0375,C0674,1000.0
R0375,C0684,1000.0
R0375,C0694,1000.0
R0375,C0704,1000.0
R0375,C0714,1000.0
R0376,C0125,-1.0
R0376,C0166,-1.0
R0376,C0186,-1.0
R0376,C0204,-1.0
R0376,C0223,-1.0
R0376,C0241,-1.0
R0376,C0271,-1.0
R0376,C0280,-1.0
R0376,C0656,1000.0
R0376,C0665,1000.0
R0376,C0675,1000.0
R0376,C0685,1000.0
R0376,C0695,1000.0
R0376,C0705,1000.0
R0376,C0715,1000.0
R0376,C0718,1000.0
R0377,C0126,-1.0
R0377,C0167,-1.0
R0377,C0187,-1.0
R0377,C0205,-1.0
R0377,C0224,-1.0
R0377,C0242,-1.0
R0377,C0250,-1.0
R0377,C0254,-1.0
R0377,C0275,-1.0
R0377,C0281,-1.0
R0377,C0284,-1.0
R0377,C0657,1000.0
R0377,C0666,1000.0
R0377,C0676,1000.0
R0377,C0686,1000.0
R0377,C0696,1000.0
R0377,C0706,1000.0
R0377,C0716,1000.0
R0377,C0719,1000.0
R0377,C0721,1000.0
R0378,C0127,-1.0
R0378,C0168,-1.0
R0378,C0188,-1.0
R0378,C0206,-1.0
R0378,C0225,-1.0
R0378,C0230,-1.0
R0378,C0243,-1.0
R0378,C0251,-1.0
R0378,C0255,-1.0
R0378,C0263,-1.0
R0378,C0266,-1.0
R0378,C0269,-1.0
R0378,C0272,-1.0
R0378,C0276,-1.0
R0378,C0282,-1.0
R0378,C0285,-1.0
R0378,C0287,-1.0
R0378,C0288,-1.0
R0378,C0667,1000.0
R0378,C0677,1000.0
R0378,C0687,1000.0
R0378,C0697,1000.0
R0378,C0707,1000.0
R0378,C0717,1000.0
R0378,C0720,1000.0
R0378,C0722,1000.0
R0378,C0723,1000.0
R0379,C0137,-1.0
R0379,C0148,-1.0
R0379,C0169,-1.0
R0379,C0189,-1.0
R0379,C0207,-1.0
R0379,C0226,-1.0
R0379,C0231,-1.0
R0379,C0244,-1.0
R0379,C0252,-1.0
R0379,C0256,-1.0
R0379,C0261,-1.0
R0379,C0264,-1.0
R0379,C0265,-1.0
R0379,C0267,-1.0
R0379,C0270,-1.0
R0379,C0273,-1.0
R0379,C0283,-1.0
R0379,C0286,-1.0
R0379,C0289,-1.0
R0381,C0116,-1.0
R0381,C0128,1.0
R0381,C0129,1.0
R0381,C0130,1.0
R0381,C0131,1.0
R0381,C0132,1.0
R0381,C0133,1.0
R0381,C0134,1.0
R0381,C0135,1.0
R0381,C0136,1.0
R0381,C0137,1.0
R0381,C0448,1.0
R0381,C0449,-1.0
R0381,C0546,1000.0
R0382,C0117,-1.0
R0382,C0138,1.0
R0382,C0139,1.0
R0382,C0140,1.0
R0382,C0141,1.0
R0382,C0142,1.0
R0382,C0143,1.0
R0382,C0144,1.0
R0382,C0145,1.0
R0382,C0146,1.0
R0382,C0147,1.0
R0382,C0148,1.0
R0382,C0448,1.0
R0382,C0450,-1.0
R0382,C0547,1000.0
R0383,C0118,-1.0
R0383,C0128,-1.0
R0383,C0138,-1.0
R0383,C0149,1.0
R0383,C0150,1.0
R0383,C0151,1.0
R0383,C0152,1.0
R0383,C0153,1.0
R0383,C0154,1.0
R0383,C0155,1.0
R0383,C0156,1.0
R0383,C0157,1.0
R0383,C0158,1.0
R0383,C0159,1.0
R0383,C0160,1.0
R0383,C0161,1.0
R0383,C0162,1.0
R0383,C0163,1.0
R0383,C0164,1.0
R0383,C0165,1.0
R0383,C0166,1.0
R0383,C0167,1.0
R0383,C0168,1.0
R0383,C0169,1.0
R0383,C0448,1.0
R0383,C0451,-1.0
R0383,C0548,1000.0
R0384,C0119,-1.0
R0384,C0129,-1.0
R0384,C0139,-1.0
R0384,C0149,-1.0
R0384,C0170,1.0
R0384,C0171,1.0
R0384,C0172,1.0
R0384,C0173,1.0
R0384,C0174,1.0
R0384,C0175,1.0
R0384,C0176,1.0
R0384,C0177,1.0
R0384,C0178,1.0
R0384,C0179,1.0
R0384,C0180,1.0
R0384,C0181,1.0
R0384,C0182,1.0
R0384,C0183,1.0
R0384,C0184,1.0
R0384,C0185,1.0
R0384,C0186,1.0
R0384,C0187,1.0
R0384,C0188,1.0
R0384,C0189,1.0
R0384,C0448,1.0
R0384,C0452,-1.0
R0384,C0549,1000.0
R0385,C0120,-1.0
R0385,C0130,-1.0
R0385,C0140,-1.0
R0385,C0150,-1.0
R0385,C0170,-1.0
R0385,C0190,1.0
R0385,C0191,1.0
R0385,C0192,1.0
R0385,C0193,1.0
R0385,C0194,1.0
R0385,C0195,1.0
R0385,C0196,1.0
R0385,C0197,1.0
R0385,C0198,1.0
R0385,C0199,1.0
R0385,C0200,1.0
R0385,C0201,1.0
R0385,C0202,1.0
R0385,C0203,1.0
R0385,C0204,1.0
R0385,C0205,1.0
R0385,C0206,1.0
R0385,C0207,1.0
R0385,C0208,-1.0
R0385,C0448,1.0
R0385,C0453,-1.0
R0385,C0550,1000.0
R0386,C0121,-1.0
R0386,C0131,-1.0
R0386,C0141,-1.0
R0386,C0151,-1.0
R0386,C0171,-1.0
R0386,C0208,1.0
R0386,C0209,1.0
R0386,C0210,1.0
R0386,C0211,1.0
R0386,C0212,1.0
R0386,C0213,1.0
R0386,C0214,1.0
R0386,C0215,1.0
R0386,C0216,1.0
R0386,C0217,1.0
R0386,C0218,1.0
R0386,C0219,1.0
R0386,C0220,1.0
R0386,C0221,1.0
R0386,C0222,1.0
R0386,C0223,1.0
R0386,C0224,1.0
R0386,C0225,1.0
R0386,C0226,1.0
R0386,C0448,1.0
R0386,C0454,-1.0
R0386,C0551,1000.0
R0387,C0122,-1.0
R0387,C0142,-1.0
R0387,C0152,-1.0
R0387,C0172,-1.0
R0387,C0190,-1.0
R0387,C0209,-1.0
R0387,C0227,1.0
R0387,C0228,1.0
R0387,C0229,1.0
R0387,C0230,1.0
R0387,C0231,1.0
R0387,C0448,1.0
R0387,C0455,-1.0
R0387,C0552,1000.0
R0388,C0123,-1.0
R0388,C0132,-1.0
R0388,C0143,-1.0
R0388,C0153,-1.0
R0388,C0173,-1.0
R0388,C0191,-1.0
R0388,C0210,-1.0
R0388,C0232,1.0
R0388,C0233,1.0
R0388,C0234,1.0
R0388,C0235,1.0
R0388,C0236,1.0
R0388,C0237,1.0
R0388,C0238,1.0
R0388,C0239,1.0
R0388,C0240,1.0
R0388,C0241,1.0
R0388,C0242,1.0
R0388,C0243,1.0
R0388,C0244,1.0
R0388,C0448,1.0
R0388,C0456,-1.0
R0388,C0553,1000.0
R0389,C0154,-1.0
R0389,C0174,-1.0
R0389,C0192,-1.0
R0389,C0211,-1.0
R0389,C0227,-1.0
R0389,C0232,-1.0
R0389,C0245,1.0
R0389,C0246,1.0
R0389,C0247,1.0
R0389,C0248,1.0
R0389,C0249,1.0
R0389,C0250,1.0
R0389,C0251,1.0
R0389,C0252,1.0
R0389,C0448,1.0
R0389,C0457,-1.0
R0389,C0554,1000.0
R0390,C0117,-1.0
R0390,C0138,1.0
R0390,C0139,1.0
R0390,C0140,1.0
R0390,C0141,1.0
R0390,C0142,1.0
R0390,C0143,1.0
R0390,C0144,1.0
R0390,C0145,1.0
R0390,C0146,1.0
R0390,C0147,1.0
R0390,C0148,1.0
R0390,C0449,1.0
R0390,C0450,-1.0
R0390,C0555,1000.0
R0391,C0118,-1.0
R0391,C0128,-1.0
R0391,C0138,-1.0
R0391,C0149,1.0
R0391,C0150,1.0
R0391,C0151,1.0
R0391,C0152,1.0
R0391,C0153,1.0
R0391,C0154,1.0
R0391,C0155,1.0
R0391,C0156,1.0
R0391,C0157,1.0
R0391,C0158,1.0
R0391,C0159,1.0
R0391,C0160,1.0
R0391,C0161,1.0
R0391,C0162,1.0
R0391,C0163,1.0
R0391,C0164,1.0
R0391,C0165,1.0
R0391,C0166,1.0
R0391,C0167,1.0
R0391,C0168,1.0
R0391,C0169,1.0
R0391,C0449,1.0
R0391,C0451,-1.0
R0391,C0556,1000.0
R0392,C0119,-1.0
R0392,C0129,-1.0
R0392,C0139,-1.0
R0392,C0149,-1.0
R0392,C0170,1.0
R0392,C0171,1.0
R0392,C0172,1.0
R0392,C0173,1.0
R0392,C0174,1.0
R0392,C0175,1.0
R0392,C0176,1.0
R0392,C0177,1.0
R0392,C0178,1.0
R0392,C0179,1.0
R0392,C0180,1.0
R0392,C0181,1.0
R0392,C0182,1.0
R0392,C0183,1.0
R0392,C0184,1.0
R0392,C0185,1.0
R0392,C0186,1.0
R0392,C0187,1.0
R0392,C0188,1.0
R0392,C0189,1.0
R0392,C0449,1.0
R0392,C0452,-1.0
R0392,C0557,1000.0
R0393,C0120,-1.0
R0393,C0130,-1.0
R0393,C0140,-1.0
R0393,C0150,-1.0
R0393,C0170,-1.0
R0393,C0190,1.0
R0393,C0191,1.0
R0393,C0192,1.0
R0393,C0193,1.0
R0393,C0194,1.0
R0393,C0195,1.0
R0393,C0196,1.0
R0393,C0197,1.0
R0393,C0198,1.0
R0393,C0199,1.0
R0393,C0200,1.0
R0393,C0201,1.0
R0393,C0202,1.0
R0393,C0203,1.0
R0393,C0204,1.0
R0393,C0205,1.0
R0393,C0206,1.0
R0393,C0207,1.0
R0393,C0208,-1.0
R0393,C0449,1.0
R0393,C0453,-1.0
R0393,C0558,1000.0
R0394,C0121,-1.0
R0394,C0131,-1.0
R0394,C0141,-1.0
R0394,C0151,-1.0
R0394,C0171,-1.0
R0394,C0208,1.0
R0394,C0209,1.0
R0394,C0210,1.0
R0394,C0211,1.0
R0394,C0212,1.0
R0394,C0213,1.0
R0394,C0214,1.0
R0394,C0215,1.0
R0394,C0216,1.0
R0394,C0217,1.0
R0394,C0218,1.0
R0394,C0219,1.0
R0394,C0220,1.0
R0394,C0221,1.0
R0394,C0222,1.0
R0394,C0223,1.0
R0394,C0224,1.0
R0394,C0225,1.0
R0394,C0226,1.0
R0394,C0449,1.0
R0394,C0454,-1.0
R0394,C0559,1000.0
R0395,C0122,-1.0
R0395,C0142,-1.0
R0395,C0152,-1.0
R0395,C0172,-1.0
R0395,C0190,-1.0
R0395,C0209,-1.0
R0395,C0227,1.0
R0395,C0228,1.0
R0395,C0229,1.0
R0395,C0230,1.0
R0395,C0231,1.0
R0395,C0449,1.0
R0395,C0455,-1.0
R0395,C0560,1000.0
R0396,C0123,-1.0
R0396,C0132,-1.0
R0396,C0143,-1.0
R0396,C0153,-1.0
R0396,C0173,-1.0
R0396,C0191,-1.0
R0396,C0210,-1.0
R0396,C0232,1.0
R0396,C0233,1.0
R0396,C0234,1.0
R0396,C0235,1.0
R0396,C0236,1.0
R0396,C0237,1.0
R0396,C0238,1.0
R0396,C0239,1.0
R0396,C0240,1.0
R0396,C0241,1.0
R0396,C0242,1.0
R0396,C0243,1.0
R0396,C0244,1.0
R0396,C0449,1.0
R0396,C0456,-1.0
R0396,C0561,1000.0
R0397,C0154,-1.0
R0397,C0174,-1.0
R0397,C0192,-1.0
R0397,C0211,-1.0
R0397,C0227,-1.0
R0397,C0232,-1.0
R0397,C0245,1.0
R0397,C0246,1.0
R0397,C0247,1.0
R0397,C0248,1.0
R0397,C0249,1.0
R0397,C0250,1.0
R0397,C0251,1.0
R0397,C0252,1.0
R0397,C0449,1.0
R0397,C0457,-1.0
R0397,C0562,1000.0
R0398,C0118,-1.0
R0398,C0128,-1.0
R0398,C0138,-1.0
R0398,C0149,1.0
R0398,C0150,1.0
R0398,C0151,1.0
R0398,C0152,1.0
R0398,C0153,1.0
R0398,C0154,1.0
R0398,C0155,1.0
R0398,C0156,1.0
R0398,C0157,1.0
R0398,C0158,1.0
R0398,C0159,1.0
R0398,C0160,1.0
R0398,C0161,1.0
R0398,C0162,1.0
R0398,C0163,1.0
R0398,C0164,1.0
R0398,C0165,1.0
R0398,C0166,1.0
R0398,C0167,1.0
R0398,C0168,1.0
R0398,C0169,1.0
R0398,C0450,1.0
