rhs,order_id,chassis_alternative,time_from,time_to,fixed_choice_coefficient
-46518.342590332,41,62,1,22,13481.657409668
-47377.7140045166,41,63,1,23,12622.2859954834
-46518.342590332,41,64,1,24,13481.657409668
-47377.7140045166,41,65,1,25,12622.2859954834
-46518.342590332,41,66,1,26,13481.657409668
-46518.342590332,41,67,1,27,13481.657409668
-47377.7140045166,41,68,1,28,12622.2859954834
-46518.342590332,41,69,1,29,13481.657409668
-48031.1139678955,41,70,1,30,11968.8860321045
-46518.342590332,41,71,1,31,13481.657409668
-46518.342590332,41,72,1,32,13481.657409668
-47377.7140045166,41,73,1,33,12622.2859954834
-46518.342590332,41,74,1,34,13481.657409668
-47377.7140045166,41,75,1,35,12622.2859954834
-46518.342590332,41,76,1,36,13481.657409668
-46518.342590332,41,77,1,37,13481.657409668
-46518.342590332,41,78,1,38,13481.657409668
-46518.342590332,41,79,1,39,13481.657409668
-47377.7140045166,41,80,1,40,12622.2859954834
-46518.342590332,41,81,1,41,13481.657409668
-47377.7140045166,41,82,1,42,12622.2859954834
-47377.7140045166,41,83,1,43,12622.2859954834
-46518.342590332,41,84,1,44,13481.657409668
-46518.342590332,41,85,1,45,13481.657409668
-46518.342590332,41,86,1,46,13481.657409668
-47377.7140045166,41,87,1,47,12622.2859954834
-47377.7140045166,41,88,1,48,12622.2859954834
-47377.7140045166,41,89,1,49,12622.2859954834
-47377.7140045166,41,90,1,50,12622.2859954834
-46518.342590332,41,91,1,51,13481.657409668
-46518.342590332,41,92,1,52,13481.657409668
-46518.342590332,41,93,1,53,13481.657409668
-47377.7140045166,41,94,1,54,12622.2859954834
-46518.342590332,41,95,1,55,13481.657409668
-47377.7140045166,41,96,1,56,12622.2859954834
-46518.342590332,41,97,1,57,13481.657409668
-46518.342590332,41,98,1,58,13481.657409668
-46518.342590332,41,99,1,59,13481.657409668
-47459.3139266968,41,100,1,60,12540.6860733032
-46518.342590332,41,101,1,61,13481.657409668
-47377.7140045166,41,102,1,62,12622.2859954834
-47377.7140045166,41,103,1,63,12622.2859954834
-46518.342590332,41,104,1,64,13481.657409668
-45038.3068084717,42,40,2,0,14961.6931915283
-44857.1068954468,42,41,2,1,15142.8931045532
-44178.9353942871,42,43,2,3,15821.0646057129
-44857.1068954468,42,44,2,4,15142.8931045532
-44178.9353942871,42,45,2,5,15821.0646057129
-44178.9353942871,42,46,2,6,15821.0646057129
-44178.9353942871,42,47,2,7,15821.0646057129
-44178.9353942871,42,48,2,8,15821.0646057129
-45691.7067718506,42,49,2,9,14308.2932281494
-44178.9353942871,42,50,2,10,15821.0646057129
-44178.9353942871,42,51,2,11,15821.0646057129
-44178.9353942871,42,52,2,12,15821.0646057129
-44178.9353942871,42,53,2,13,15821.0646057129
-44178.9353942871,42,54,2,14,15821.0646057129
-44857.1068954468,42,55,2,15,15142.8931045532
-45038.3068084717,42,56,2,16,14961.6931915283
-44178.9353942871,42,57,2,17,15821.0646057129
-45691.7067718506,42,58,2,18,14308.2932281494
-44178.9353942871,42,59,2,19,15821.0646057129
-44178.9353942871,42,60,2,20,15821.0646057129
-44178.9353942871,42,61,2,21,15821.0646057129
-44178.9353942871,42,62,2,22,15821.0646057129
-45038.3068084717,42,63,2,23,14961.6931915283
-44178.9353942871,42,64,2,24,15821.0646057129
-45038.3068084717,42,65,2,25,14961.6931915283
-44178.9353942871,42,66,2,26,15821.0646057129
-44178.9353942871,42,67,2,27,15821.0646057129
-45038.3068084717,42,68,2,28,14961.6931915283
-44178.9353942871,42,69,2,29,15821.0646057129
-45691.7067718506,42,70,2,30,14308.2932281494
-44178.9353942871,42,71,2,31,15821.0646057129
-44178.9353942871,42,72,2,32,15821.0646057129
-45038.3068084717,42,73,2,33,14961.6931915283
-44178.9353942871,42,74,2,34,15821.0646057129
-45038.3068084717,42,75,2,35,14961.6931915283
-44178.9353942871,42,76,2,36,15821.0646057129
-44178.9353942871,42,77,2,37,15821.0646057129
-44178.9353942871,42,78,2,38,15821.0646057129
-44178.9353942871,42,79,2,39,15821.0646057129
-45038.3068084717,42,80,2,40,14961.6931915283
-44178.9353942871,42,81,2,41,15821.0646057129
-45038.3068084717,42,82,2,42,14961.6931915283
-45038.3068084717,42,83,2,43,14961.6931915283
-44178.9353942871,42,84,2,44,15821.0646057129
-44178.9353942871,42,85,2,45,15821.0646057129
-44178.9353942871,42,86,2,46,15821.0646057129
-45038.3068084717,42,87,2,47,14961.6931915283
-45038.3068084717,42,88,2,48,14961.6931915283
-45038.3068084717,42,89,2,49,14961.6931915283
-45038.3068084717,42,90,2,50,14961.6931915283
-44178.9353942871,42,91,2,51,15821.0646057129
-44178.9353942871,42,92,2,52,15821.0646057129
-44178.9353942871,42,93,2,53,15821.0646057129
-45038.3068084717,42,94,2,54,14961.6931915283
-44178.9353942871,42,95,2,55,15821.0646057129
-45038.3068084717,42,96,2,56,14961.6931915283
-44178.9353942871,42,97,2,57,15821.0646057129
-44178.9353942871,42,98,2,58,15821.0646057129
-44178.9353942871,42,99,2,59,15821.0646057129
-45119.9067306519,42,100,2,60,14880.0932693481
-44178.9353942871,42,101,2,61,15821.0646057129
-45038.3068084717,42,102,2,62,14961.6931915283
-45038.3068084717,42,103,2,63,14961.6931915283
-44178.9353942871,42,104,2,64,15821.0646057129
-40235.9820556641,43,40,3,0,19764.0179443359
-40054.7808837891,43,41,3,1,19945.2191162109
-42341.4688110352,43,42,3,2,17658.5311889648
-40054.7808837891,43,44,3,4,19945.2191162109
-42341.4688110352,43,45,3,5,17658.5311889648
-42341.4688110352,43,46,3,6,17658.5311889648
-42341.4688110352,43,47,3,7,17658.5311889648
-42341.4688110352,43,48,3,8,17658.5311889648
-40831.782989502,43,49,3,9,19168.217010498
-42341.4688110352,43,50,3,10,17658.5311889648
-42341.4688110352,43,51,3,11,17658.5311889648
-42341.4688110352,43,52,3,12,17658.5311889648
-42341.4688110352,43,53,3,13,17658.5311889648
-42341.4688110352,43,54,3,14,17658.5311889648
-40054.7808837891,43,55,3,15,19945.2191162109
-40235.9820556641,43,56,3,16,19764.0179443359
-42341.4688110352,43,57,3,17,17658.5311889648
-40831.782989502,43,58,3,18,19168.217010498
-42341.4688110352,43,59,3,19,17658.5311889648
-42341.4688110352,43,60,3,20,17658.5311889648
-42341.4688110352,43,61,3,21,17658.5311889648
-42341.4688110352,43,62,3,22,17658.5311889648
-40235.9820556641,43,63,3,23,19764.0179443359
-42341.4688110352,43,64,3,24,17658.5311889648
-40235.9820556641,43,65,3,25,19764.0179443359
-42341.4688110352,43,66,3,26,17658.5311889648
-42341.4688110352,43,67,3,27,17658.5311889648
-40235.9820556641,43,68,3,28,19764.0179443359
-42341.4688110352,43,69,3,29,17658.5311889648
-40831.782989502,43,70,3,30,19168.217010498
-42341.4688110352,43,71,3,31,17658.5311889648
-42341.4688110352,43,72,3,32,17658.5311889648
-40235.9820556641,43,73,3,33,19764.0179443359
-42341.4688110352,43,74,3,34,17658.5311889648
-40235.9820556641,43,75,3,35,19764.0179443359
-42341.4688110352,43,76,3,36,17658.5311889648
-42341.4688110352,43,77,3,37,17658.5311889648
-42341.4688110352,43,78,3,38,17658.5311889648
-42341.4688110352,43,79,3,39,17658.5311889648
-40235.9820556641,43,80,3,40,19764.0179443359
-42341.4688110352,43,81,3,41,17658.5311889648
-40235.9820556641,43,82,3,42,19764.0179443359
-40235.9820556641,43,83,3,43,19764.0179443359
-42341.4688110352,43,84,3,44,17658.5311889648
-42341.4688110352,43,85,3,45,17658.5311889648
-42341.4688110352,43,86,3,46,17658.5311889648
-40235.9820556641,43,87,3,47,19764.0179443359
-40235.9820556641,43,88,3,48,19764.0179443359
-40235.9820556641,43,89,3,49,19764.0179443359
-40235.9820556641,43,90,3,50,19764.0179443359
-42341.4688110352,43,91,3,51,17658.5311889648
-42341.4688110352,43,92,3,52,17658.5311889648
-42341.4688110352,43,93,3,53,17658.5311889648
-40235.9820556641,43,94,3,54,19764.0179443359
-42341.4688110352,43,95,3,55,17658.5311889648
-40235.9820556641,43,96,3,56,19764.0179443359
-42341.4688110352,43,97,3,57,17658.5311889648
-42341.4688110352,43,98,3,58,17658.5311889648
-42341.4688110352,43,99,3,59,17658.5311889648
-40317.5818634033,43,100,3,60,19682.4181365967
-42341.4688110352,43,101,3,61,17658.5311889648
-40235.9820556641,43,102,3,62,19764.0179443359
-40235.9820556641,43,103,3,63,19764.0179443359
-42341.4688110352,43,104,3,64,17658.5311889648
-47017.286567688,44,40,4,0,12982.713432312
-47943.6864852905,44,41,4,1,12056.3135147095
-45725.4010391235,44,42,4,2,14274.5989608765
-45725.4010391235,44,43,4,3,14274.5989608765
-45725.4010391235,44,45,4,5,14274.5989608765
-45725.4010391235,44,46,4,6,14274.5989608765
-45725.4010391235,44,47,4,7,14274.5989608765
-45725.4010391235,44,48,4,8,14274.5989608765
-47163.600769043,44,49,4,9,12836.399230957
-45725.4010391235,44,50,4,10,14274.5989608765
-45725.4010391235,44,51,4,11,14274.5989608765
-45725.4010391235,44,52,4,12,14274.5989608765
-45725.4010391235,44,53,4,13,14274.5989608765
-45725.4010391235,44,54,4,14,14274.5989608765
-47943.6864852905,44,55,4,15,12056.3135147095
-47017.286567688,44,56,4,16,12982.713432312
-45725.4010391235,44,57,4,17,14274.5989608765
-47163.600769043,44,58,4,18,12836.399230957
-45725.4010391235,44,59,4,19,14274.5989608765
-45725.4010391235,44,60,4,20,14274.5989608765
-45725.4010391235,44,61,4,21,14274.5989608765
-45725.4010391235,44,62,4,22,14274.5989608765
-47017.286567688,44,63,4,23,12982.713432312
-45725.4010391235,44,64,4,24,14274.5989608765
-47017.286567688,44,65,4,25,12982.713432312
-45725.4010391235,44,66,4,26,14274.5989608765
-45725.4010391235,44,67,4,27,14274.5989608765
-47017.286567688,44,68,4,28,12982.713432312
-45725.4010391235,44,69,4,29,14274.5989608765
-47163.600769043,44,70,4,30,12836.399230957
-45725.4010391235,44,71,4,31,14274.5989608765
-45725.4010391235,44,72,4,32,14274.5989608765
-47017.286567688,44,73,4,33,12982.713432312
-45725.4010391235,44,74,4,34,14274.5989608765
-47017.286567688,44,75,4,35,12982.713432312
-45725.4010391235,44,76,4,36,14274.5989608765
-45725.4010391235,44,77,4,37,14274.5989608765
-45725.4010391235,44,78,4,38,14274.5989608765
-45725.4010391235,44,79,4,39,14274.5989608765
-47017.286567688,44,80,4,40,12982.713432312
-45725.4010391235,44,81,4,41,14274.5989608765
-47017.286567688,44,82,4,42,12982.713432312
-47017.286567688,44,83,4,43,12982.713432312
-45725.4010391235,44,84,4,44,14274.5989608765
-45725.4010391235,44,85,4,45,14274.5989608765
-45725.4010391235,44,86,4,46,14274.5989608765
-47017.286567688,44,87,4,47,12982.713432312
-47017.286567688,44,88,4,48,12982.713432312
-47017.286567688,44,89,4,49,12982.713432312
-47017.286567688,44,90,4,50,12982.713432312
-45725.4010391235,44,91,4,51,14274.5989608765
-45725.4010391235,44,92,4,52,14274.5989608765
-45725.4010391235,44,93,4,53,14274.5989608765
-47017.286567688,44,94,4,54,12982.713432312
-45725.4010391235,44,95,4,55,14274.5989608765
-47017.286567688,44,96,4,56,12982.713432312
-45725.4010391235,44,97,4,57,14274.5989608765
-45725.4010391235,44,98,4,58,14274.5989608765
-45725.4010391235,44,99,4,59,14274.5989608765
-47098.8866043091,44,100,4,60,12901.1133956909
-45725.4010391235,44,101,4,61,14274.5989608765
-47017.286567688,44,102,4,62,12982.713432312
-47017.286567688,44,103,4,63,12982.713432312
-45725.4010391235,44,104,4,64,14274.5989608765
-44524.5419311523,45,40,5,0,15475.4580688477
-44343.3407592773,45,41,5,1,15656.6592407227
-46630.0286865234,45,42,5,2,13369.9713134766
-46630.0286865234,45,43,5,3,13369.9713134766
-44343.3407592773,45,44,5,4,15656.6592407227
-46630.0286865234,45,46,5,6,13369.9713134766
-46630.0286865234,45,47,5,7,13369.9713134766
-46630.0286865234,45,48,5,8,13369.9713134766
-45120.3428649902,45,49,5,9,14879.6571350098
-46630.0286865234,45,50,5,10,13369.9713134766
-46630.0286865234,45,51,5,11,13369.9713134766
-46630.0286865234,45,52,5,12,13369.9713134766
-46630.0286865234,45,53,5,13,13369.9713134766
-46630.0286865234,45,54,5,14,13369.9713134766
-44343.3407592773,45,55,5,15,15656.6592407227
-44524.5419311523,45,56,5,16,15475.4580688477
-46630.0286865234,45,57,5,17,13369.9713134766
-45120.3428649902,45,58,5,18,14879.6571350098
-46630.0286865234,45,59,5,19,13369.9713134766
-46630.0286865234,45,60,5,20,13369.9713134766
-46630.0286865234,45,61,5,21,13369.9713134766
-46630.0286865234,45,62,5,22,13369.9713134766
-44524.5419311523,45,63,5,23,15475.4580688477
-46630.0286865234,45,64,5,24,13369.9713134766
-44524.5419311523,45,65,5,25,15475.4580688477
-46630.0286865234,45,66,5,26,13369.9713134766
-46630.0286865234,45,67,5,27,13369.9713134766
-44524.5419311523,45,68,5,28,15475.4580688477
-46630.0286865234,45,69,5,29,13369.9713134766
-45120.3428649902,45,70,5,30,14879.6571350098
-46630.0286865234,45,71,5,31,13369.9713134766
-46630.0286865234,45,72,5,32,13369.9713134766
-44524.5419311523,45,73,5,33,15475.4580688477
-46630.0286865234,45,74,5,34,13369.9713134766
-44524.5419311523,45,75,5,35,15475.4580688477
-46630.0286865234,45,76,5,36,13369.9713134766
-46630.0286865234,45,77,5,37,13369.9713134766
-46630.0286865234,45,78,5,38,13369.9713134766
-46630.0286865234,45,79,5,39,13369.9713134766
-44524.5419311523,45,80,5,40,15475.4580688477
-46630.0286865234,45,81,5,41,13369.9713134766
-44524.5419311523,45,82,5,42,15475.4580688477
-44524.5419311523,45,83,5,43,15475.4580688477
-46630.0286865234,45,84,5,44,13369.9713134766
-46630.0286865234,45,85,5,45,13369.9713134766
-46630.0286865234,45,86,5,46,13369.9713134766
-44524.5419311523,45,87,5,47,15475.4580688477
-44524.5419311523,45,88,5,48,15475.4580688477
-44524.5419311523,45,89,5,49,15475.4580688477
-44524.5419311523,45,90,5,50,15475.4580688477
-46630.0286865234,45,91,5,51,13369.9713134766
-46630.0286865234,45,92,5,52,13369.9713134766
-46630.0286865234,45,93,5,53,13369.9713134766
-44524.5419311523,45,94,5,54,15475.4580688477
-46630.0286865234,45,95,5,55,13369.9713134766
-44524.5419311523,45,96,5,56,15475.4580688477
-46630.0286865234,45,97,5,57,13369.9713134766
-46630.0286865234,45,98,5,58,13369.9713134766
-46630.0286865234,45,99,5,59,13369.9713134766
-44606.1417388916,45,100,5,60,15393.8582611084
-46630.0286865234,45,101,5,61,13369.9713134766
-44524.5419311523,45,102,5,62,15475.4580688477
-44524.5419311523,45,103,5,63,15475.4580688477
-46630.0286865234,45,104,5,64,13369.9713134766
-43126.2698364258,46,40,6,0,16873.7301635742
-42945.0699234009,46,41,6,1,17054.9300765991
-42266.8984222412,46,42,6,2,17733.1015777588
-42266.8984222412,46,43,6,3,17733.1015777588
-42945.0699234009,46,44,6,4,17054.9300765991
-42266.8984222412,46,45,6,5,17733.1015777588
-42266.8984222412,46,47,6,7,17733.1015777588
-42266.8984222412,46,48,6,8,17733.1015777588
-43779.6697998047,46,49,6,9,16220.3302001953
-42266.8984222412,46,50,6,10,17733.1015777588
-42266.8984222412,46,51,6,11,17733.1015777588
-42266.8984222412,46,52,6,12,17733.1015777588
-42266.8984222412,46,53,6,13,17733.1015777588
-42266.8984222412,46,54,6,14,17733.1015777588
-42945.0699234009,46,55,6,15,17054.9300765991
-43126.2698364258,46,56,6,16,16873.7301635742
-42266.8984222412,46,57,6,17,17733.1015777588
-43779.6697998047,46,58,6,18,16220.3302001953
-42266.8984222412,46,59,6,19,17733.1015777588
-42266.8984222412,46,60,6,20,17733.1015777588
-42266.8984222412,46,61,6,21,17733.1015777588
-42266.8984222412,46,62,6,22,17733.1015777588
-43126.2698364258,46,63,6,23,16873.7301635742
-42266.8984222412,46,64,6,24,17733.1015777588
-43126.2698364258,46,65,6,25,16873.7301635742
-42266.8984222412,46,66,6,26,17733.1015777588
-42266.8984222412,46,67,6,27,17733.1015777588
-43126.2698364258,46,68,6,28,16873.7301635742
-42266.8984222412,46,69,6,29,17733.1015777588
-43779.6697998047,46,70,6,30,16220.3302001953
-42266.8984222412,46,71,6,31,17733.1015777588
-42266.8984222412,46,72,6,32,17733.1015777588
-43126.2698364258,46,73,6,33,16873.7301635742
-42266.8984222412,46,74,6,34,17733.1015777588
-43126.2698364258,46,75,6,35,16873.7301635742
-42266.8984222412,46,76,6,36,17733.1015777588
-42266.8984222412,46,77,6,37,17733.1015777588
-42266.8984222412,46,78,6,38,17733.1015777588
-42266.8984222412,46,79,6,39,17733.1015777588
-43126.2698364258,46,80,6,40,16873.7301635742
-42266.8984222412,46,81,6,41,17733.1015777588
-43126.2698364258,46,82,6,42,16873.7301635742
-43126.2698364258,46,83,6,43,16873.7301635742
-42266.8984222412,46,84,6,44,17733.1015777588
-42266.8984222412,46,85,6,45,17733.1015777588
-42266.8984222412,46,86,6,46,17733.1015777588
-43126.2698364258,46,87,6,47,16873.7301635742
-43126.2698364258,46,88,6,48,16873.7301635742
-43126.2698364258,46,89,6,49,16873.7301635742
-43126.2698364258,46,90,6,50,16873.7301635742
-42266.8984222412,46,91,6,51,17733.1015777588
-42266.8984222412,46,92,6,52,17733.1015777588
-42266.8984222412,46,93,6,53,17733.1015777588
-43126.2698364258,46,94,6,54,16873.7301635742
-42266.8984222412,46,95,6,55,17733.1015777588
-43126.2698364258,46,96,6,56,16873.7301635742
-42266.8984222412,46,97,6,57,17733.1015777588
-42266.8984222412,46,98,6,58,17733.1015777588
-42266.8984222412,46,99,6,59,17733.1015777588
-43207.869758606,46,100,6,60,16792.130241394
-42266.8984222412,46,101,6,61,17733.1015777588
-43126.2698364258,46,102,6,62,16873.7301635742
-43126.2698364258,46,103,6,63,16873.7301635742
-42266.8984222412,46,104,6,64,17733.1015777588
-48418.7132263184,47,40,7,0,11581.2867736816
-47744.3131828308,47,41,7,1,12255.6868171692
-46704.5990180969,47,42,7,2,13295.4009819031
-46704.5990180969,47,43,7,3,13295.4009819031
-47744.3131828308,47,44,7,4,12255.6868171692
-46704.5990180969,47,45,7,5,13295.4009819031
-46704.5990180969,47,46,7,6,13295.4009819031
-46704.5990180969,47,48,7,8,13295.4009819031
-48142.7991485596,47,49,7,9,11857.2008514404
-46704.5990180969,47,50,7,10,13295.4009819031
-46704.5990180969,47,51,7,11,13295.4009819031
-46704.5990180969,47,52,7,12,13295.4009819031
-46704.5990180969,47,53,7,13,13295.4009819031
-46704.5990180969,47,54,7,14,13295.4009819031
-47744.3131828308,47,55,7,15,12255.6868171692
-48418.7132263184,47,56,7,16,11581.2867736816
-46704.5990180969,47,57,7,17,13295.4009819031
-48142.7991485596,47,58,7,18,11857.2008514404
-46704.5990180969,47,59,7,19,13295.4009819031
-46704.5990180969,47,60,7,20,13295.4009819031
-46704.5990180969,47,61,7,21,13295.4009819031
-46704.5990180969,47,62,7,22,13295.4009819031
-48418.7132263184,47,63,7,23,11581.2867736816
-46704.5990180969,47,64,7,24,13295.4009819031
-48418.7132263184,47,65,7,25,11581.2867736816
-46704.5990180969,47,66,7,26,13295.4009819031
-46704.5990180969,47,67,7,27,13295.4009819031
-48418.7132263184,47,68,7,28,11581.2867736816
-46704.5990180969,47,69,7,29,13295.4009819031
-48142.7991485596,47,70,7,30,11857.2008514404
-46704.5990180969,47,71,7,31,13295.4009819031
-46704.5990180969,47,72,7,32,13295.4009819031
-48418.7132263184,47,73,7,33,11581.2867736816
-46704.5990180969,47,74,7,34,13295.4009819031
-48418.7132263184,47,75,7,35,11581.2867736816
-46704.5990180969,47,76,7,36,13295.4009819031
-46704.5990180969,47,77,7,37,13295.4009819031
-46704.5990180969,47,78,7,38,13295.4009819031
-46704.5990180969,47,79,7,39,13295.4009819031
-48418.7132263184,47,80,7,40,11581.2867736816
-46704.5990180969,47,81,7,41,13295.4009819031
-48418.7132263184,47,82,7,42,11581.2867736816
-48418.7132263184,47,83,7,43,11581.2867736816
-46704.5990180969,47,84,7,44,13295.4009819031
-46704.5990180969,47,85,7,45,13295.4009819031
-46704.5990180969,47,86,7,46,13295.4009819031
-48418.7132263184,47,87,7,47,11581.2867736816
-48418.7132263184,47,88,7,48,11581.2867736816
-48418.7132263184,47,89,7,49,11581.2867736816
-48418.7132263184,47,90,7,50,11581.2867736816
-46704.5990180969,47,91,7,51,13295.4009819031
-46704.5990180969,47,92,7,52,13295.4009819031
-46704.5990180969,47,93,7,53,13295.4009819031
-48418.7132263184,47,94,7,54,11581.2867736816
-46704.5990180969,47,95,7,55,13295.4009819031
-48418.7132263184,47,96,7,56,11581.2867736816
-46704.5990180969,47,97,7,57,13295.4009819031
-46704.5990180969,47,98,7,58,13295.4009819031
-46704.5990180969,47,99,7,59,13295.4009819031
-48740.313205719,47,100,7,60,11259.686794281
-46704.5990180969,47,101,7,61,13295.4009819031
-48418.7132263184,47,102,7,62,11581.2867736816
-48418.7132263184,47,103,7,63,11581.2867736816
-46704.5990180969,47,104,7,64,13295.4009819031
-38697.5775146484,48,40,8,0,21302.4224853516
-38516.3763427734,48,41,8,1,21483.6236572266
-40803.0642700195,48,42,8,2,19196.9357299805
-40803.0642700195,48,43,8,3,19196.9357299805
-38516.3763427734,48,44,8,4,21483.6236572266
-40803.0642700195,48,45,8,5,19196.9357299805
-40803.0642700195,48,46,8,6,19196.9357299805
-40803.0642700195,48,47,8,7,19196.9357299805
-39293.3784484863,48,49,8,9,20706.6215515137
-40803.0642700195,48,50,8,10,19196.9357299805
-40803.0642700195,48,51,8,11,19196.9357299805
-40803.0642700195,48,52,8,12,19196.9357299805
-40803.0642700195,48,53,8,13,19196.9357299805
-40803.0642700195,48,54,8,14,19196.9357299805
-38516.3763427734,48,55,8,15,21483.6236572266
-38697.5775146484,48,56,8,16,21302.4224853516
-40803.0642700195,48,57,8,17,19196.9357299805
-39293.3784484863,48,58,8,18,20706.6215515137
-40803.0642700195,48,59,8,19,19196.9357299805
-40803.0642700195,48,60,8,20,19196.9357299805
-40803.0642700195,48,61,8,21,19196.9357299805
-40803.0642700195,48,62,8,22,19196.9357299805
-38697.5775146484,48,63,8,23,21302.4224853516
-40803.0642700195,48,64,8,24,19196.9357299805
-38697.5775146484,48,65,8,25,21302.4224853516
-40803.0642700195,48,66,8,26,19196.9357299805
-40803.0642700195,48,67,8,27,19196.9357299805
-38697.5775146484,48,68,8,28,21302.4224853516
-40803.0642700195,48,69,8,29,19196.9357299805
-39293.3784484863,48,70,8,30,20706.6215515137
-40803.0642700195,48,71,8,31,19196.9357299805
-40803.0642700195,48,72,8,32,19196.9357299805
-38697.5775146484,48,73,8,33,21302.4224853516
-40803.0642700195,48,74,8,34,19196.9357299805
-38697.5775146484,48,75,8,35,21302.4224853516
-40803.0642700195,48,76,8,36,19196.9357299805
-40803.0642700195,48,77,8,37,19196.9357299805
-40803.0642700195,48,78,8,38,19196.9357299805
-40803.0642700195,48,79,8,39,19196.9357299805
-38697.5775146484,48,80,8,40,21302.4224853516
-40803.0642700195,48,81,8,41,19196.9357299805
-38697.5775146484,48,82,8,42,21302.4224853516
-38697.5775146484,48,83,8,43,21302.4224853516
-40803.0642700195,48,84,8,44,19196.9357299805
-40803.0642700195,48,85,8,45,19196.9357299805
-40803.0642700195,48,86,8,46,19196.9357299805
-38697.5775146484,48,87,8,47,21302.4224853516
-38697.5775146484,48,88,8,48,21302.4224853516
-38697.5775146484,48,89,8,49,21302.4224853516
-38697.5775146484,48,90,8,50,21302.4224853516
